@relation Starcraft_PvT_Protoss_openings

@attribute ProtossPylon numeric
@attribute ProtossSecondPylon numeric
@attribute ProtossFirstGas numeric
@attribute ProtossSecondGas numeric
@attribute ProtossFirstExpansion numeric
@attribute ProtossSecondExpansion numeric
@attribute ProtossThirdExpansion numeric
@attribute ProtossFourthExpansion numeric
@attribute ProtossGateway numeric
@attribute ProtossSecondGatway numeric
@attribute ProtossThirdGatway numeric
@attribute ProtossFourthGatway numeric
@attribute ProtossCore numeric
@attribute ProtossZealot numeric
@attribute ProtossGoon numeric
@attribute ProtossRange numeric
@attribute ProtossForge numeric
@attribute ProtossCannon numeric
@attribute ProtossGroundWeapons1 numeric
@attribute ProtossGroundArmor1 numeric
@attribute ProtossShields1 numeric
@attribute ProtossGroundWeapons2 numeric
@attribute ProtossGroundArmor2 numeric
@attribute ProtossShields2 numeric
@attribute ProtossCitadel numeric
@attribute ProtossLegs numeric
@attribute ProtossArchives numeric
@attribute ProtossTemplar numeric
@attribute ProtossArchon numeric
@attribute ProtossStorm numeric
@attribute ProtossDarkTemplar numeric
@attribute ProtossDarkArchon numeric
@attribute ProtossMaelstorm numeric
@attribute ProtossRoboBay numeric
@attribute ProtossShuttle numeric
@attribute ProtossShuttleSpeed numeric
@attribute ProtossRoboSupport numeric
@attribute ProtossReavor numeric
@attribute ProtossReavorDamage numeric
@attribute ProtossReavorCapacity numeric
@attribute ProtossObservory numeric
@attribute ProtossObs numeric
@attribute ProtossStargate numeric
@attribute ProtossCorsair numeric
@attribute ProtossDisruptionWeb numeric
@attribute ProtossFleetBeason numeric
@attribute ProtossCarrier numeric
@attribute ProtossCarrierCapacity numeric
@attribute ProtossTribunal numeric
@attribute ProtossArbitor numeric
@attribute ProtossStatis numeric
@attribute ProtossRecall numeric
@attribute ProtossAirWeapons1 numeric
@attribute ProtossAirArmor1 numeric
@attribute ProtossAirWeapons2 numeric
@attribute ProtossAirArmor2 numeric
@attribute midBuild {fast_dt,templar,reaver_drop}

@data
1195,3340,2170,13015,9140,15615,20305,-1,1890,6960,7250,10605,2890,11140,5735,4625,13085,17445,14010,-1,-1,20040,-1,-1,11760,12750,14780,16370,-1,16120,24630,-1,-1,3960,5250,-1,18975,-1,-1,-1,7465,8055,21950,-1,-1,23640,24775,26315,-1,-1,-1,-1,-1,-1,-1,-1,templar
1265,3165,7005,26500,21365,27030,36360,36735,2025,2480,18310,22660,9235,3020,10310,17370,4765,5575,35005,35990,60460,40745,40760,-1,16590,17890,27275,47655,-1,47635,43545,-1,-1,17345,19145,40825,38915,-1,-1,-1,19630,22835,11795,-1,-1,13100,14200,15390,-1,-1,-1,-1,11315,-1,-1,-1,
1250,3545,2365,20130,8170,13305,29135,31805,2195,6780,11425,15555,3285,20920,4305,5915,8775,10560,10370,16010,-1,21410,26865,-1,5260,19935,19995,22080,-1,21575,27300,-1,-1,5750,27145,-1,-1,-1,-1,-1,7135,7730,26655,-1,-1,27905,29060,29075,-1,-1,-1,-1,-1,-1,-1,-1,templar
1250,3545,2365,20130,8170,13305,29135,31805,2195,6780,11425,15555,3285,20920,4305,5915,8775,10560,10370,16010,-1,21410,26865,-1,5260,19935,19995,22080,-1,21575,27300,-1,-1,5750,27145,-1,-1,-1,-1,-1,7135,7730,26655,-1,-1,27905,29060,29075,-1,-1,-1,-1,-1,-1,-1,-1,templar
1280,3630,2575,2950,15035,17110,-1,-1,1990,3380,11150,18115,7215,3775,8615,8455,18880,-1,-1,-1,-1,-1,-1,-1,11105,12135,14660,16225,19825,16210,-1,-1,-1,8310,9630,-1,10035,10645,-1,-1,10230,13470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1250,3532,2302,20436,8084,13674,20584,20974,1880,6184,12560,14018,2964,13946,4610,8388,12748,13848,13796,21870,28056,29760,29770,33698,11278,12508,28032,33724,-1,33664,-1,-1,-1,4144,6490,7984,6828,7428,-1,-1,5444,5984,21920,-1,-1,23808,25238,25282,-1,-1,-1,-1,23984,33830,30678,-1,reaver_drop
1260,3610,2470,11610,8830,15230,21795,-1,2010,7145,10250,12055,3175,14860,4190,4500,10665,12940,12145,-1,-1,17690,-1,-1,12080,13505,13480,15945,-1,15640,17000,-1,-1,5940,14835,19585,15785,-1,-1,-1,7380,8075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1150,3430,2425,13350,8805,11255,24320,-1,2040,5685,15945,-1,3085,8095,4085,15965,9825,10570,-1,-1,-1,-1,-1,-1,4405,-1,5435,-1,-1,-1,6580,-1,-1,9580,13430,-1,-1,-1,-1,-1,14645,17010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1280,3670,2425,12715,7130,15360,24145,-1,2035,8310,11305,15820,3225,3410,4215,7760,13800,14860,14625,27385,-1,20240,-1,-1,11365,12920,12950,15865,-1,15885,15095,-1,-1,5630,9360,-1,-1,-1,-1,-1,7090,7655,20390,-1,-1,21860,23255,24250,-1,-1,-1,-1,-1,-1,-1,-1,templar
1155,3605,2375,30175,9330,10425,19460,24285,1800,11890,12755,15195,3145,7395,4160,12680,21970,23555,23640,-1,-1,27690,-1,-1,11340,15130,19635,20805,21745,-1,22465,-1,-1,4305,5665,6950,6045,6605,-1,-1,5695,13705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1290,3610,2570,8720,7285,14295,-1,-1,2030,7685,-1,-1,3210,13670,4200,-1,15240,19015,-1,-1,-1,-1,-1,-1,5840,-1,6895,-1,-1,-1,8005,-1,-1,11590,12990,-1,-1,-1,-1,-1,14555,16415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1265,3165,7005,26500,21365,27030,36360,36735,2025,2480,18310,22660,9235,3020,10310,17370,4765,5575,35005,35990,60460,40745,40760,-1,16590,17890,27275,47655,-1,47635,43545,-1,-1,17345,19145,40825,38915,-1,-1,-1,19630,22835,11795,-1,-1,13100,14200,15390,-1,-1,-1,-1,11315,-1,-1,-1,
1148,3654,2402,-1,9514,16450,16854,21450,2066,9796,12064,14066,3218,8614,4204,8402,23614,-1,-1,-1,-1,-1,-1,-1,9254,14040,11204,17424,24986,17410,12672,-1,-1,24336,-1,-1,-1,-1,-1,-1,-1,-1,5764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1290,3610,2570,8720,7285,14295,-1,-1,2030,7685,-1,-1,3210,13670,4200,-1,15240,19015,-1,-1,-1,-1,-1,-1,5840,-1,6895,-1,-1,-1,8005,-1,-1,11590,12990,-1,-1,-1,-1,-1,14555,16415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1228,2632,2344,16812,10252,16472,24104,25160,1870,4024,11492,14286,3586,8558,4910,7434,9372,11102,11364,16914,30632,16130,21460,36970,6602,7842,13230,16688,22996,16120,16588,-1,-1,6992,12218,-1,-1,-1,-1,-1,8284,8902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1300,4150,2720,8800,7795,18675,-1,-1,2315,7310,11575,-1,3670,3610,4750,10155,-1,-1,-1,-1,-1,-1,-1,-1,4935,-1,6320,-1,-1,-1,7960,-1,-1,12810,14220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1275,3715,2390,17440,8775,11410,17515,18120,2010,7160,9135,9555,3125,13700,4255,5995,13470,14550,15570,37960,21855,30550,-1,25945,5370,13375,6580,29075,31480,28955,7805,-1,-1,12765,14390,-1,-1,-1,-1,-1,14425,15255,17470,-1,-1,18965,20260,-1,-1,-1,-1,-1,21275,26025,25980,-1,fast_dt
1260,3695,2500,12190,10355,17180,17915,22720,1960,11145,11715,14805,3150,17045,4320,4440,15455,17590,17105,17120,-1,21715,21725,-1,14860,17090,20275,21670,-1,21700,-1,-1,-1,6505,7840,9450,7885,8815,-1,-1,10650,11280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1330,3660,2440,16340,10555,11620,18170,18815,1985,7495,9845,12355,3140,9360,4185,4365,-1,-1,-1,-1,-1,-1,-1,-1,12245,13275,-1,-1,-1,-1,-1,-1,-1,6020,9015,30910,29350,-1,-1,-1,7315,8325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1370,3005,2540,-1,22435,-1,-1,-1,5155,7480,-1,-1,6175,-1,-1,-1,3200,4545,-1,-1,-1,-1,-1,-1,7170,-1,8190,-1,-1,-1,10030,-1,-1,7295,10835,-1,-1,-1,-1,-1,-1,-1,20930,-1,-1,24820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1250,3545,2365,20130,8170,13305,29135,31805,2195,6780,11425,15555,3285,20920,4305,5915,8775,10560,10370,16010,-1,21410,26865,-1,5260,19935,19995,22080,-1,21575,27300,-1,-1,5750,27145,-1,-1,-1,-1,-1,7135,7730,26655,-1,-1,27905,29060,29075,-1,-1,-1,-1,-1,-1,-1,-1,templar
1202,3832,2582,13848,8578,12464,19052,-1,2166,6552,13680,21422,3582,3248,4584,4572,11592,12832,-1,-1,-1,-1,-1,-1,10764,11952,-1,-1,-1,-1,-1,-1,-1,5758,-1,-1,-1,-1,-1,-1,7428,8046,13992,-1,-1,15648,16854,16836,-1,-1,-1,-1,-1,-1,-1,-1,
1285,2910,2745,9570,6425,-1,-1,-1,2105,4415,8350,16790,3865,3200,5125,-1,-1,-1,-1,-1,-1,-1,-1,-1,11735,-1,14140,-1,-1,-1,16675,-1,-1,6715,9675,-1,-1,-1,-1,-1,8150,8865,14630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1300,3795,2655,9220,8920,14105,15080,17750,2040,6310,14450,15860,3295,11335,4440,4640,10515,21490,14515,-1,-1,25030,-1,-1,10450,11615,12340,21860,35115,21890,14965,43080,-1,5960,8355,-1,-1,-1,-1,-1,7590,10400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1260,3610,2470,11610,8830,15230,21795,-1,2010,7145,10250,12055,3175,14860,4190,4500,10665,12940,12145,-1,-1,17690,-1,-1,12080,13505,13480,15945,-1,15640,17000,-1,-1,5940,14835,19585,15785,-1,-1,-1,7380,8075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1255,3570,2415,-1,-1,-1,-1,-1,1965,4060,8180,-1,3265,5100,4275,4630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6035,-1,-1,7895,8880,-1,-1,7950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1175,3540,2410,11425,9800,15345,21860,27790,1955,5230,11945,15880,3175,4125,5435,5685,12415,13270,14510,21215,30480,30515,30525,-1,9370,11470,11140,16570,18740,16610,12335,-1,-1,4610,8285,15285,14640,16105,-1,-1,5935,7385,28405,-1,-1,30135,31700,31725,-1,-1,-1,-1,-1,-1,-1,-1,templar
1170,2960,2180,10610,9150,15575,21035,-1,1815,5575,12730,14455,3595,2875,6350,5775,13130,15990,16050,19125,-1,-1,-1,-1,9685,11280,10980,13795,18820,13585,12470,-1,-1,4775,7095,7995,7430,8355,-1,-1,6790,9005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1330,3660,2440,16340,10555,11620,18170,18815,1985,7495,9845,12355,3140,9360,4185,4365,-1,-1,-1,-1,-1,-1,-1,-1,12245,13275,-1,-1,-1,-1,-1,-1,-1,6020,9015,30910,29350,-1,-1,-1,7315,8325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1240,3480,2285,22595,10270,14440,27795,28905,2030,6365,12900,17630,3030,12120,4025,5575,13565,16360,15190,34265,-1,21180,-1,-1,11235,12595,20130,34975,-1,-1,21725,-1,-1,5435,11595,30295,28410,-1,-1,-1,6835,7440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1250,3532,2302,20436,8084,13674,20584,20974,1880,6184,12560,14018,2964,13946,4610,8388,12748,13848,13796,21870,28056,29760,29770,33698,11278,12508,28032,33724,-1,33664,-1,-1,-1,4144,6490,7984,6828,7428,-1,-1,5444,5984,21920,-1,-1,23808,25238,25282,-1,-1,-1,-1,23984,33830,30678,-1,reaver_drop
1245,3545,2515,-1,-1,-1,-1,-1,2140,5275,-1,-1,3200,-1,4235,5450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4765,-1,-1,-1,-1,-1,-1,6140,6685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1215,3430,2445,12875,9210,12295,12930,14455,1940,5205,10415,15060,3010,15230,4040,4380,17420,18885,29685,-1,24960,-1,-1,-1,6105,15245,7285,18605,-1,18640,8525,-1,-1,9925,11625,-1,-1,-1,-1,-1,16020,18495,21560,-1,-1,23090,24795,24830,-1,-1,-1,-1,23155,27715,27680,-1,unknown
1290,3840,2480,11525,9650,14480,16650,18010,2045,6745,11320,14220,3225,7705,4580,7170,23160,-1,25065,25100,-1,-1,-1,-1,4375,20490,5525,-1,-1,-1,15890,18075,21365,-1,-1,-1,-1,-1,-1,-1,-1,-1,6205,-1,-1,-1,-1,-1,7460,9275,21305,12610,-1,-1,-1,-1,
1225,3405,2295,8900,7320,13405,17875,22570,1860,8025,9675,12110,3070,10050,4515,13100,10285,11080,11055,15935,-1,34215,31015,-1,7430,11325,8615,10590,27765,9980,14880,-1,-1,4145,5475,9090,8250,-1,-1,-1,6300,7120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1290,3610,2570,8720,7285,14295,-1,-1,2030,7685,-1,-1,3210,13670,4200,-1,15240,19015,-1,-1,-1,-1,-1,-1,5840,-1,6895,-1,-1,-1,8005,-1,-1,11590,12990,-1,-1,-1,-1,-1,14555,16415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1220,3450,2320,-1,8820,9380,-1,-1,1930,7435,10615,10995,2960,9830,3955,5345,12945,13905,15080,-1,-1,19490,-1,-1,8930,9955,10170,-1,-1,-1,11680,-1,-1,5020,-1,-1,-1,-1,-1,-1,6380,7060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1240,3480,2285,22595,10270,14440,27795,28905,2030,6365,12900,17630,3030,12120,4025,5575,13565,16360,15190,34265,-1,21180,-1,-1,11235,12595,20130,34975,-1,-1,21725,-1,-1,5435,11595,30295,28410,-1,-1,-1,6835,7440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1415,3470,2340,-1,8595,9980,-1,-1,2030,6375,10450,10695,3090,9370,4080,5170,-1,-1,-1,-1,-1,-1,-1,-1,8970,11400,-1,-1,-1,-1,-1,-1,-1,4870,-1,-1,-1,-1,-1,-1,6280,6985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1250,3440,2495,-1,-1,-1,-1,-1,2085,-1,-1,-1,3145,5675,4140,5180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4595,6110,-1,6080,7085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1220,3510,2330,20425,8335,9300,20990,25235,1955,5915,10300,11165,3005,10175,4045,5315,16970,18160,18310,33320,-1,22560,-1,-1,9670,10715,18735,-1,-1,-1,20310,-1,-1,4680,31005,-1,-1,-1,-1,-1,6070,6625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1300,3175,2600,11245,6670,17770,23950,-1,2215,8310,9470,16210,3945,3245,5120,5130,13495,15140,14520,-1,-1,20455,-1,-1,13885,17365,17700,20485,26255,20465,21070,-1,-1,7680,10525,-1,-1,-1,-1,-1,9055,10600,26580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1212,3462,2476,-1,-1,-1,-1,-1,2062,6756,-1,-1,3110,8210,4118,7120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4674,7454,-1,-1,-1,-1,-1,6048,6778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1212,3462,2476,-1,-1,-1,-1,-1,2062,6756,-1,-1,3110,8210,4118,7120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4674,7454,-1,-1,-1,-1,-1,6048,6778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1268,3448,1632,-1,10042,-1,-1,-1,2254,8638,-1,-1,3270,6050,4370,7430,-1,-1,-1,-1,-1,-1,-1,-1,9050,-1,-1,-1,-1,-1,-1,-1,-1,4262,5552,-1,7588,9182,-1,-1,5638,6402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1252,3586,2540,12980,7486,12014,17402,22464,1980,6282,9090,13418,3226,13178,4216,5930,17660,19542,18458,35126,-1,22510,-1,-1,11744,12864,17538,22560,24720,20740,18894,-1,-1,5132,8320,24790,23854,-1,-1,-1,6442,7052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1190,3528,2430,16656,7124,11694,16334,18046,1870,7614,11650,12640,3024,12442,4112,5884,14256,15738,15776,24982,25008,20584,-1,-1,10902,12002,14772,17790,-1,16274,24946,-1,-1,4590,8312,-1,23112,-1,-1,-1,5990,6580,26640,-1,-1,-1,-1,-1,-1,-1,-1,-1,26678,-1,-1,-1,
1265,3165,7005,26500,21365,27030,36360,36735,2025,2480,18310,22660,9235,3020,10310,17370,4765,5575,35005,35990,60460,40745,40760,-1,16590,17890,27275,47655,-1,47635,43545,-1,-1,17345,19145,40825,38915,-1,-1,-1,19630,22835,11795,-1,-1,13100,14200,15390,-1,-1,-1,-1,11315,-1,-1,-1,
1140,3512,2442,14996,12840,13558,18706,24542,1912,7048,11816,15386,3022,16940,4076,4492,15740,19576,19626,26820,32898,25756,30914,38592,16910,19952,29556,31676,55662,31732,-1,-1,-1,5632,8476,-1,9370,10808,-1,-1,6924,7612,32660,-1,-1,35276,37526,41698,-1,-1,-1,-1,-1,-1,-1,-1,templar
1210,3560,2455,-1,-1,-1,-1,-1,1945,8940,10625,-1,3075,7260,4110,7615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4820,6275,-1,6820,7435,-1,-1,7685,10380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1150,3430,2425,13350,8805,11255,24320,-1,2040,5685,15945,-1,3085,8095,4085,15965,9825,10570,-1,-1,-1,-1,-1,-1,4405,-1,5435,-1,-1,-1,6580,-1,-1,9580,13430,-1,-1,-1,-1,-1,14645,17010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1265,3165,7005,26500,21365,27030,36360,36735,2025,2480,18310,22660,9235,3020,10310,17370,4765,5575,35005,35990,60460,40745,40760,-1,16590,17890,27275,47655,-1,47635,43545,-1,-1,17345,19145,40825,38915,-1,-1,-1,19630,22835,11795,-1,-1,13100,14200,15390,-1,-1,-1,-1,11315,-1,-1,-1,
1265,3165,7005,26500,21365,27030,36360,36735,2025,2480,18310,22660,9235,3020,10310,17370,4765,5575,35005,35990,60460,40745,40760,-1,16590,17890,27275,47655,-1,47635,43545,-1,-1,17345,19145,40825,38915,-1,-1,-1,19630,22835,11795,-1,-1,13100,14200,15390,-1,-1,-1,-1,11315,-1,-1,-1,
1220,3310,2475,14535,7970,18985,-1,-1,1935,5310,19865,20815,2955,20155,3970,4175,10760,12235,14210,19135,-1,-1,-1,-1,19785,21325,-1,-1,-1,-1,-1,-1,-1,6080,-1,-1,-1,-1,-1,-1,7660,8265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1268,3448,1632,-1,10042,-1,-1,-1,2254,8638,-1,-1,3270,6050,4370,7430,-1,-1,-1,-1,-1,-1,-1,-1,9050,-1,-1,-1,-1,-1,-1,-1,-1,4262,5552,-1,7588,9182,-1,-1,5638,6402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1234,3524,2492,17298,7570,12172,-1,-1,2168,5578,11092,14424,3250,5956,4248,-1,13836,15468,19794,-1,-1,-1,-1,-1,14140,15196,-1,-1,-1,-1,-1,-1,-1,5202,-1,-1,-1,-1,-1,-1,6624,7344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1220,3310,2475,14535,7970,18985,-1,-1,1935,5310,19865,20815,2955,20155,3970,4175,10760,12235,14210,19135,-1,-1,-1,-1,19785,21325,-1,-1,-1,-1,-1,-1,-1,6080,-1,-1,-1,-1,-1,-1,7660,8265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1265,3730,2740,13810,10835,12440,16790,21775,2120,6205,13940,17395,3325,7545,4335,6625,9840,11085,11110,19025,-1,15730,-1,-1,11905,14690,13270,-1,-1,-1,15800,-1,-1,5415,7510,-1,-1,-1,-1,-1,6865,7485,22725,-1,-1,25625,29705,37250,-1,-1,-1,-1,-1,-1,-1,-1,
1265,3570,2600,14335,10030,-1,-1,-1,2040,6935,11250,13310,3150,14740,4525,4195,13030,-1,14155,-1,-1,-1,-1,-1,13145,14135,-1,-1,-1,-1,-1,-1,-1,5930,10170,-1,-1,-1,-1,-1,7325,7870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1240,3414,2366,-1,9994,-1,-1,-1,1918,6842,11468,-1,2956,5922,3974,10780,-1,-1,-1,-1,-1,-1,-1,-1,5116,-1,6224,-1,-1,-1,7210,-1,-1,4528,5824,-1,-1,-1,-1,-1,11004,13006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
