@relation Starcraft_PvZ_Protoss

@attribute ProtossPylon numeric
@attribute ProtossSecondPylon numeric
@attribute ProtossFirstGas numeric
@attribute ProtossSecondGas numeric
@attribute ProtossFirstExpansion numeric
@attribute ProtossSecondExpansion numeric
@attribute ProtossThirdExpansion numeric
@attribute ProtossFourthExpansion numeric
@attribute ProtossGateway numeric
@attribute ProtossSecondGatway numeric
@attribute ProtossThirdGatway numeric
@attribute ProtossFourthGatway numeric
@attribute ProtossCore numeric
@attribute ProtossZealot numeric
@attribute ProtossGoon numeric
@attribute ProtossRange numeric
@attribute ProtossForge numeric
@attribute ProtossCannon numeric
@attribute ProtossGroundWeapons1 numeric
@attribute ProtossGroundArmor1 numeric
@attribute ProtossShields1 numeric
@attribute ProtossGroundWeapons2 numeric
@attribute ProtossGroundArmor2 numeric
@attribute ProtossShields2 numeric
@attribute ProtossCitadel numeric
@attribute ProtossLegs numeric
@attribute ProtossArchives numeric
@attribute ProtossTemplar numeric
@attribute ProtossArchon numeric
@attribute ProtossStorm numeric
@attribute ProtossDarkTemplar numeric
@attribute ProtossDarkArchon numeric
@attribute ProtossMaelstorm numeric
@attribute ProtossRoboBay numeric
@attribute ProtossShuttle numeric
@attribute ProtossShuttleSpeed numeric
@attribute ProtossRoboSupport numeric
@attribute ProtossReavor numeric
@attribute ProtossReavorDamage numeric
@attribute ProtossReavorCapacity numeric
@attribute ProtossObservory numeric
@attribute ProtossObs numeric
@attribute ProtossStargate numeric
@attribute ProtossCorsair numeric
@attribute ProtossDisruptionWeb numeric
@attribute ProtossFleetBeason numeric
@attribute ProtossCarrier numeric
@attribute ProtossCarrierCapacity numeric
@attribute ProtossTribunal numeric
@attribute ProtossArbitor numeric
@attribute ProtossStatis numeric
@attribute ProtossRecall numeric
@attribute ProtossAirWeapons1 numeric
@attribute ProtossAirArmor1 numeric
@attribute ProtossAirWeapons2 numeric
@attribute ProtossAirArmor2 numeric
@attribute midBuild {FastLegs,FastDT,FastObs,ReaverDrop,Carrier,FastExpand,Unknown}

@data
1132,3284,2612,2918,-1,-1,-1,-1,1986,4902,11936,-1,7968,3042,-1,-1,3570,5428,4296,9250,-1,-1,-1,-1,9078,10100,10738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1136,2930,2470,14370,11900,15374,24296,24736,1908,11026,16572,18946,3464,3528,4796,17152,7072,8792,7792,25772,-1,12192,-1,-1,6242,13574,7242,11552,16078,11572,9234,-1,-1,8928,10250,-1,-1,-1,-1,-1,10308,11414,4532,-1,-1,-1,-1,-1,18998,19986,22474,24052,-1,-1,-1,-1,Carrier
1330,3145,5195,12930,8080,19755,22880,29850,1880,2505,13755,17600,8435,2890,9445,10525,11030,11755,13215,20360,20290,18135,42110,72005,12770,13785,16440,19015,28130,17505,42655,87355,87405,9560,46515,-1,-1,-1,-1,-1,55550,56945,9695,11150,-1,74735,75790,80110,-1,-1,-1,-1,75970,-1,83640,-1,FastExpand
1312,3248,3968,13418,-1,-1,-1,-1,1876,2354,7142,17908,5948,2940,-1,-1,6804,7836,15108,-1,-1,-1,-1,-1,14284,16838,15986,-1,-1,-1,17218,-1,-1,16292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1312,3248,3968,13418,-1,-1,-1,-1,1876,2354,7142,17908,5948,2940,-1,-1,6804,7836,15108,-1,-1,-1,-1,-1,14284,16838,15986,-1,-1,-1,17218,-1,-1,16292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
626,3610,3312,12206,11040,15336,19056,27102,1452,11384,12302,16134,4842,2486,6994,14654,9034,9972,11296,20204,18384,20168,-1,23544,7992,12236,9016,12462,17116,13438,10308,-1,-1,14298,19534,-1,-1,-1,-1,-1,15638,16558,5866,7104,-1,-1,-1,-1,-1,-1,-1,-1,6634,-1,-1,-1,Carrier
1235,3455,2345,11150,9755,16735,-1,-1,1975,7085,12825,14515,3100,3770,4360,12895,7690,8650,8390,13870,27650,12880,21810,-1,5570,6620,7205,9265,10075,10860,8345,-1,-1,11910,13215,-1,-1,-1,-1,-1,13820,14405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1234,3096,5490,-1,11862,-1,-1,-1,1896,2600,12454,13446,7496,2876,8488,-1,4756,6454,6610,-1,-1,6750,-1,-1,8908,10004,12178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1298,3732,1844,14316,13050,18294,-1,-1,2404,-1,-1,-1,3466,-1,-1,-1,5370,6120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7286,8666,9312,8742,9596,15996,-1,-1,-1,4456,5650,-1,-1,-1,-1,-1,-1,-1,-1,4546,-1,15320,-1,Carrier
1180,3060,5004,-1,-1,-1,-1,-1,1810,2474,-1,-1,5116,2802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7570,11572,9404,12540,-1,-1,10422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6706,7960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1220,3124,5230,15608,13184,-1,-1,-1,1844,2492,12574,-1,6448,2876,-1,-1,9768,10706,12592,-1,-1,-1,-1,-1,7996,9556,9058,10080,10882,-1,-1,-1,-1,14254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1260,3290,4850,15780,14205,23165,-1,-1,2005,2665,10020,15890,6500,2990,7710,18440,9065,10075,9845,17590,-1,14825,23825,-1,7495,10940,8730,9830,10645,14385,17290,18160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1185,2995,4775,14370,13140,27830,32485,-1,1760,2535,11045,16400,7140,2765,8165,17585,8895,10245,9870,18840,30000,14180,25280,34305,8660,11205,9840,10975,11765,14215,-1,-1,-1,13905,15505,-1,-1,-1,-1,-1,18500,19170,13645,14930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1260,3905,2335,20685,17155,18875,-1,-1,1880,10680,15430,23825,2970,3395,4640,11100,12990,16110,13720,18020,32470,22245,25265,38070,13315,15065,17260,21165,32350,19265,-1,-1,-1,6745,8135,16640,8295,9625,-1,-1,20580,22040,4480,5645,8500,7420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1175,3050,4835,13765,12290,18860,21060,27355,1870,2700,6940,15775,6095,2900,8215,13975,9600,11100,11605,17670,26040,15735,21845,30105,7265,8365,9240,10465,18390,10560,24155,-1,-1,16345,35960,-1,-1,-1,-1,-1,17765,18680,25625,27625,-1,-1,-1,-1,-1,-1,-1,-1,27665,32625,-1,-1,FastLegs
1222,3732,1630,-1,21830,-1,-1,-1,2316,-1,-1,-1,3362,26918,-1,-1,5958,9008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7032,8534,11348,8610,9430,16160,-1,14310,14940,4380,5528,-1,23952,-1,-1,-1,-1,-1,-1,21198,-1,25432,-1,Carrier
1280,3338,6942,-1,24464,-1,-1,-1,2030,2748,5014,18764,8430,3044,9876,9454,12678,13912,13518,-1,-1,22358,-1,-1,16202,18038,19386,21202,22194,-1,-1,-1,-1,17284,-1,-1,-1,-1,-1,-1,18694,19314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1284,3208,7792,17022,14948,28836,33516,-1,1894,2624,6250,12070,9368,2888,10834,18884,8082,9704,9024,30496,-1,9148,-1,-1,11074,12994,13636,16580,27256,17588,15090,-1,-1,12090,15214,-1,-1,-1,-1,-1,13572,14120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30472,-1,-1,FastLegs
1152,3068,5978,-1,11094,-1,-1,-1,1816,2534,17610,18842,6418,2806,7596,9634,7214,8808,7956,-1,-1,15122,-1,-1,12398,16828,13752,15310,20508,15648,-1,-1,-1,16166,-1,-1,-1,-1,-1,-1,17552,18792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1265,3225,5180,-1,12475,13445,-1,-1,1925,2730,-1,-1,6055,2930,7190,8440,12440,13320,13335,-1,-1,-1,-1,-1,11920,-1,13295,15220,-1,-1,-1,-1,-1,7765,-1,-1,-1,-1,-1,-1,9175,9845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastObs
1315,3825,5425,-1,11660,20245,21875,-1,2550,4770,12045,13695,10855,3615,13970,13230,2635,3505,6605,11935,16755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1250,3060,3975,14065,12835,19150,24065,33440,1845,2470,13350,14120,4565,2845,6865,16855,9465,10420,10820,15590,26655,11415,20570,27680,6745,8165,9010,10150,23455,10910,10075,-1,-1,14205,16030,-1,-1,-1,-1,-1,16065,17930,5690,6850,-1,-1,-1,-1,-1,-1,-1,-1,51000,55235,-1,-1,Carrier
1280,3010,3470,-1,19985,-1,-1,-1,2050,2690,9840,16510,5235,3115,6350,6735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9200,10735,11490,10775,11585,-1,-1,-1,-1,6575,7740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1255,2895,3930,18050,11830,19240,23360,35810,1865,3460,13505,14595,5625,2855,6685,20580,9920,10750,10640,20720,29650,19415,25065,34640,7770,8890,9335,10395,15700,12275,-1,-1,-1,13020,14375,-1,-1,-1,-1,-1,14345,15130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1430,4035,7135,12655,3320,22955,31300,-1,4795,6235,6530,7865,9285,9010,10355,10290,3615,4360,9460,18875,-1,25915,-1,-1,18390,19755,21820,23835,33535,24435,-1,-1,-1,12725,15725,19785,19085,20175,-1,-1,14760,15370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1270,3290,4825,15965,14230,18100,24880,25780,2020,2720,12385,15195,6275,3035,21015,18505,8225,9470,9285,21560,27735,17885,27755,-1,7505,8900,9540,10900,11850,12855,-1,-1,-1,11775,-1,-1,-1,-1,-1,-1,13330,14015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1475,4075,6005,7675,3735,-1,-1,-1,5430,-1,-1,-1,6685,6515,-1,-1,2265,4450,-1,-1,-1,-1,-1,-1,13350,-1,15190,-1,-1,16680,-1,-1,-1,10350,11965,12605,11990,12625,15460,-1,-1,-1,7795,9035,14255,12810,-1,-1,-1,-1,-1,-1,16235,-1,-1,-1,FastExpand
1140,3285,5545,18865,15220,-1,-1,-1,1800,2420,10220,10380,5085,2795,15050,18055,6360,7310,7945,-1,-1,15825,-1,-1,6855,8840,8320,10035,11085,12470,19630,-1,-1,19195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1215,3420,4800,14270,11850,23325,25330,30115,2000,2750,17545,17795,6110,3015,15170,15580,7750,9040,8475,28205,22245,16560,32655,28240,7525,11110,8635,9675,10475,12080,13750,-1,-1,13290,17960,-1,32690,-1,-1,-1,14655,15320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1154,3174,4692,13150,11430,-1,-1,-1,1886,2676,15316,16896,5594,2880,6732,17464,8130,9144,8918,-1,-1,13942,-1,-1,6620,7616,8568,10564,13642,11630,-1,-1,-1,14986,18822,-1,-1,-1,-1,-1,16388,17456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1305,3070,3040,3235,16710,-1,-1,-1,1970,6250,7610,11545,4345,2960,5650,6215,6045,9420,7365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1190,3290,4905,11630,9945,20630,21270,-1,1995,2655,13685,14015,5900,3030,7055,17565,10035,10795,10940,24385,-1,15250,-1,-1,7025,8100,8065,9455,12955,11550,-1,-1,-1,16495,-1,-1,-1,-1,-1,-1,18080,20745,18345,20020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1260,5120,6450,10480,3715,20100,24280,29975,4455,8830,11970,18695,7635,5710,-1,-1,2055,3975,7785,13175,22240,12105,20850,30140,8805,10225,10420,13930,15180,13720,-1,-1,-1,11875,13490,-1,-1,-1,-1,-1,13315,14120,15445,16745,-1,-1,-1,-1,-1,-1,-1,-1,16030,-1,-1,-1,FastExpand
1495,3230,7935,20950,7365,18885,24835,33780,2060,2670,10335,10860,9070,3055,15895,13625,5615,6425,10145,14235,23355,27575,27590,37350,10135,11405,22405,24440,29800,25505,26340,-1,-1,13555,-1,-1,-1,-1,-1,-1,15045,15985,12385,13575,-1,-1,-1,-1,-1,-1,-1,-1,37075,-1,-1,-1,FastExpand
1225,3375,2520,13360,12225,19315,31050,38395,2170,4400,12525,12700,5560,3220,6730,25620,9635,11135,10505,17045,29495,14685,21540,34025,6860,7920,8690,9945,11115,12055,12910,-1,-1,19115,25130,-1,-1,-1,-1,-1,20515,23495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1245,3145,5645,11645,9290,19910,-1,-1,1885,2780,10645,13070,6505,2935,9515,15995,6870,8185,7670,13370,-1,16370,-1,-1,9990,11075,11165,12830,-1,12580,12720,-1,-1,17340,-1,-1,-1,-1,-1,-1,18790,19745,7630,10410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1275,3145,3480,11815,10145,34125,-1,-1,2005,2545,12795,13755,5175,3010,6180,20855,8730,10605,9435,14360,24140,14355,18680,25085,6495,7485,7850,9150,9930,10410,13250,-1,-1,12105,23790,-1,-1,-1,-1,-1,13840,24515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1235,3455,2345,11150,9755,16735,-1,-1,1975,7085,12825,14515,3100,3770,4360,12895,7690,8650,8390,13870,27650,12880,21810,-1,5570,6620,7205,9265,10075,10860,8345,-1,-1,11910,13215,-1,-1,-1,-1,-1,13820,14405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1280,3060,6345,14330,13515,15540,17035,35900,1890,2430,14110,19510,8430,2885,10815,26645,9065,13130,9795,16590,-1,16650,30215,-1,10210,11270,11535,12615,13665,16105,12795,-1,-1,15160,17475,25965,21515,24615,-1,-1,22670,23265,9640,10795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1200,3195,3900,13905,12240,21320,25465,27305,1950,2480,15955,16320,5070,2965,6210,16830,8310,9095,11270,20625,30870,16765,25625,37655,6120,7320,7195,8595,13640,8710,13680,-1,-1,15350,17475,-1,-1,-1,-1,-1,16670,17350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1215,3020,8430,10590,7580,20120,-1,-1,1980,2405,12860,25190,9430,2995,12335,14595,8940,9675,10120,14560,25305,16130,18650,38340,12660,18435,14310,16025,21790,17155,15560,-1,-1,11710,13240,-1,-1,-1,-1,-1,13210,14065,10690,11830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1242,3534,2494,-1,11502,17842,-1,-1,1950,4548,12764,14724,3046,3060,4936,17316,8096,8840,8882,19204,-1,13862,-1,-1,5828,7194,7638,8682,9508,11192,9240,-1,-1,14798,16104,-1,-1,-1,-1,-1,19046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1268,4010,2610,20416,14352,-1,-1,-1,2040,15158,-1,-1,3448,3034,4648,17634,10614,11430,-1,-1,-1,-1,-1,-1,14698,-1,19776,20822,-1,20862,-1,-1,-1,7120,8446,20334,8540,9136,-1,-1,9724,16030,6714,7862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1256,3658,1864,12802,9946,15574,-1,-1,2330,-1,-1,-1,3344,-1,4476,-1,7254,7964,-1,-1,16820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6396,8158,10546,8884,9854,15942,-1,18266,20542,4362,5494,-1,-1,-1,-1,-1,-1,-1,-1,4378,-1,-1,-1,Carrier
1220,3575,2535,13500,11780,23450,-1,-1,2175,6375,14985,15475,3215,3315,4410,18450,8970,10245,9725,17285,25395,15005,22530,-1,8455,9530,9560,10600,11575,13240,12815,-1,-1,12475,14355,-1,-1,-1,-1,-1,14945,15920,4295,5435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1195,3155,2530,12350,11325,19005,-1,-1,2150,4200,12245,12890,5205,3170,6755,20685,8805,10025,9830,14245,25315,14145,20660,30230,6340,7390,7940,8965,9965,10205,10700,-1,-1,20210,21755,31885,31080,31870,-1,-1,21600,22165,33155,34475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1200,3440,2525,11280,10300,21210,22795,32325,2430,5630,13475,30850,3980,3465,4990,15860,7135,8680,8305,19270,23795,13040,23650,30920,5460,6480,6975,7980,9415,10555,9445,76245,89080,11055,12470,-1,41435,-1,-1,-1,13395,14000,21350,22820,32070,28870,-1,-1,38795,42345,-1,41465,21490,81650,32040,-1,FastLegs
1290,3700,2450,13790,10860,12860,17620,26525,2030,6175,15620,20695,3205,3270,4605,20450,10240,11725,11610,17735,27210,15685,21800,27220,7910,9230,8960,10605,12260,11580,12120,-1,-1,13195,27755,-1,-1,-1,-1,-1,15220,15880,4315,5465,-1,-1,-1,-1,-1,-1,-1,-1,19165,-1,38035,-1,Carrier
1220,2960,5625,20500,12320,13110,18295,20090,1815,2340,12740,17135,7330,2810,8320,14765,9880,11525,14015,20935,-1,26340,-1,-1,8750,10190,9775,11040,25605,12245,14970,-1,-1,13730,17455,-1,-1,-1,-1,-1,15095,15755,8445,9735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1240,4130,6055,9545,4780,16930,26320,41480,5640,10225,10575,11180,8245,6645,14920,15025,2150,3075,11005,14700,18285,15065,19055,22620,9610,11145,11125,13855,21245,12685,12915,-1,-1,13470,15400,-1,-1,-1,-1,-1,15435,41830,9495,11065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1215,3220,3975,15095,12320,29355,37370,-1,2015,2580,8745,10900,4480,3070,5710,16425,8850,10035,14100,21705,29820,18130,26365,35970,5815,6915,7605,9160,10135,12870,8600,-1,-1,14380,18375,-1,-1,-1,-1,-1,16095,16915,30705,31925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1170,3105,4820,16785,11490,13455,20550,29530,1925,2520,14240,15145,5600,2950,16395,14760,10675,11845,12255,17275,38050,25840,33990,38425,7315,8910,8510,9935,10950,12785,34720,-1,-1,11695,22710,-1,-1,-1,-1,-1,14090,16460,31850,33075,39040,37740,-1,-1,-1,-1,-1,-1,43155,-1,48955,-1,FastDT
1390,3535,8040,-1,-1,-1,-1,-1,1970,7950,9850,-1,9130,2985,10135,-1,6410,7510,9465,-1,-1,-1,-1,-1,10870,-1,-1,-1,-1,-1,-1,-1,-1,10650,12230,-1,12220,12860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ReaverDrop
1080,2805,3620,14715,12335,19275,28190,32160,1730,13515,16945,17190,5220,2755,6220,22200,7720,8495,15505,20265,-1,26360,33030,-1,6625,17140,15005,18290,30710,18830,16100,-1,-1,7040,8615,9385,8595,9360,-1,-1,15490,16585,6370,7950,-1,-1,-1,-1,-1,-1,-1,-1,10035,-1,-1,-1,Carrier
1320,3825,2730,13780,8735,20720,26385,30505,2140,6425,11765,12070,3455,4090,4680,16430,9650,10505,11620,14895,-1,16445,20590,-1,4600,5880,5835,10305,12465,10170,9685,31845,28045,13710,24830,-1,-1,-1,-1,-1,15290,16475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1290,3335,5990,14560,12710,24665,25255,-1,2055,2750,14510,14715,6840,3090,-1,-1,9860,10820,12365,-1,-1,24735,-1,-1,8070,9375,9495,11680,24290,11280,14625,-1,-1,15300,16790,-1,-1,-1,-1,-1,17275,19845,16080,17385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1085,2880,6220,7115,14270,17635,-1,-1,1705,2235,17710,-1,9005,2730,11030,18600,10455,12365,13230,-1,-1,18145,-1,-1,10115,15440,11540,12625,13575,-1,15545,-1,-1,16680,19855,-1,-1,-1,-1,-1,18105,18835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1285,4115,5825,8695,2895,15780,21535,21915,5435,5685,10535,10830,7815,6435,18320,19490,3415,4585,7115,18135,22155,12315,24085,26220,8845,10500,10955,12515,16135,13230,17950,49495,49370,9635,12565,-1,-1,-1,-1,-1,14865,15540,24060,27040,-1,31415,36705,36730,-1,-1,-1,-1,28660,-1,42190,-1,FastExpand
