@relation Starcraft_PvP_Protoss_openings

@attribute ProtossPylon numeric
@attribute ProtossSecondPylon numeric
@attribute ProtossFirstGas numeric
@attribute ProtossSecondGas numeric
@attribute ProtossFirstExpansion numeric
@attribute ProtossSecondExpansion numeric
@attribute ProtossThirdExpansion numeric
@attribute ProtossFourthExpansion numeric
@attribute ProtossGateway numeric
@attribute ProtossSecondGatway numeric
@attribute ProtossThirdGatway numeric
@attribute ProtossFourthGatway numeric
@attribute ProtossCore numeric
@attribute ProtossZealot numeric
@attribute ProtossGoon numeric
@attribute ProtossRange numeric
@attribute ProtossForge numeric
@attribute ProtossCannon numeric
@attribute ProtossGroundWeapons1 numeric
@attribute ProtossGroundArmor1 numeric
@attribute ProtossShields1 numeric
@attribute ProtossGroundWeapons2 numeric
@attribute ProtossGroundArmor2 numeric
@attribute ProtossShields2 numeric
@attribute ProtossCitadel numeric
@attribute ProtossLegs numeric
@attribute ProtossArchives numeric
@attribute ProtossTemplar numeric
@attribute ProtossArchon numeric
@attribute ProtossStorm numeric
@attribute ProtossDarkTemplar numeric
@attribute ProtossDarkArchon numeric
@attribute ProtossMaelstorm numeric
@attribute ProtossRoboBay numeric
@attribute ProtossShuttle numeric
@attribute ProtossShuttleSpeed numeric
@attribute ProtossRoboSupport numeric
@attribute ProtossReavor numeric
@attribute ProtossReavorDamage numeric
@attribute ProtossReavorCapacity numeric
@attribute ProtossObservory numeric
@attribute ProtossObs numeric
@attribute ProtossStargate numeric
@attribute ProtossCorsair numeric
@attribute ProtossDisruptionWeb numeric
@attribute ProtossFleetBeason numeric
@attribute ProtossCarrier numeric
@attribute ProtossCarrierCapacity numeric
@attribute ProtossTribunal numeric
@attribute ProtossArbitor numeric
@attribute ProtossStatis numeric
@attribute ProtossRecall numeric
@attribute ProtossAirWeapons1 numeric
@attribute ProtossAirArmor1 numeric
@attribute ProtossAirWeapons2 numeric
@attribute ProtossAirArmor2 numeric
@attribute midBuild {two_gates,fast_dt,templar,speedzeal,corsair,nony,reaver_drop}

@data
1295,2780,3215,17955,9795,19100,-1,-1,2215,5640,8000,11245,3970,3425,5140,5100,14835,17645,15580,19795,-1,-1,-1,-1,10270,11355,17920,20220,21430,-1,23355,-1,-1,6475,15435,-1,-1,-1,-1,-1,7830,8590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,nony
1245,3195,3660,-1,16605,-1,-1,-1,1940,2585,7940,8105,4735,3120,5900,8785,10500,15515,11440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6895,9965,-1,9945,10740,-1,-1,8270,8870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1160,3620,2475,13825,10480,14355,15100,20510,1980,2945,8040,11355,5165,3120,6450,6225,14585,16595,15865,-1,-1,-1,-1,-1,11165,12370,16995,18430,20845,18385,18220,-1,-1,7305,-1,-1,-1,-1,-1,-1,8605,9595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1208,3042,5432,-1,-1,-1,-1,-1,1872,2476,-1,-1,6824,2868,8090,8448,8898,9872,-1,-1,-1,-1,-1,-1,11324,-1,-1,-1,-1,-1,-1,-1,-1,9096,-1,-1,-1,-1,-1,-1,10452,11058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1152,3004,2364,-1,-1,-1,-1,-1,1774,4088,4256,10414,5210,2812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6984,-1,8050,11906,-1,-1,9190,-1,-1,9030,11600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1182,3712,2416,-1,12784,13520,-1,-1,1910,7258,9940,-1,3316,2912,4316,5864,14136,15118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5382,8158,-1,8288,9066,-1,-1,6820,7438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1166,3618,2472,-1,9750,16418,-1,-1,1942,4512,10244,-1,3034,3280,4050,5714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7012,11184,-1,11054,11852,-1,-1,8312,8868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,nony
1218,3248,2596,-1,11854,-1,-1,-1,2026,8936,15526,-1,4026,3018,5578,6406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5368,7276,8480,7078,7774,-1,-1,9834,12720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,nony
1138,3018,2422,-1,19092,-1,-1,-1,1920,6122,11324,-1,4166,2944,5150,6494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5712,8194,9418,8254,9012,-1,-1,7022,7672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1205,2480,4955,18115,16490,21925,33715,-1,2050,3650,13975,19275,5290,3090,6510,8440,21285,24250,23410,-1,-1,28070,-1,-1,21435,22880,26315,28465,31280,27855,-1,-1,-1,9445,12050,14265,12395,13125,25430,-1,10925,11660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1250,3460,7140,26450,11440,16860,28040,-1,2010,2510,12350,18430,8175,3135,9205,9635,30405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11585,14125,17860,13380,15530,-1,-1,13930,14550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_gates
1240,3825,1860,15615,10805,22510,24075,29960,2280,9285,18425,22390,3375,11085,4620,8970,15720,16665,-1,-1,-1,-1,-1,-1,16590,25205,17650,18925,37635,19270,18870,-1,-1,4460,5775,7070,5960,7770,9585,-1,6085,6670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
