@relation Starcraft_TvT_Terran_openings

@attribute TerranDepot numeric
@attribute TerranGas numeric
@attribute TerranSecondGas numeric
@attribute TerranExpansion numeric
@attribute TerranSecondExpansion numeric
@attribute TerranThirdExpansion numeric
@attribute TerranFourthExpansion numeric
@attribute TerranBarracks numeric
@attribute TerranSecondBarracks numeric
@attribute TerranThirdBarracks numeric
@attribute TerranMarine numeric
@attribute TerranMedic numeric
@attribute TerranFirebat numeric
@attribute TerranBunker numeric
@attribute TerranAcademy numeric
@attribute TerranStem numeric
@attribute TerranComsat numeric
@attribute TerranEbay numeric
@attribute TerranTurret numeric
@attribute TerranInfantryAttack1 numeric
@attribute TerranInfantryArmor1 numeric
@attribute TerranInfantryAttack2 numeric
@attribute TerranInfantryArmor2 numeric
@attribute TerranFactory numeric
@attribute TerranSecondFactory numeric
@attribute TerranThirdFactory numeric
@attribute TerranMachineShop numeric
@attribute TerranSiege numeric
@attribute TerranMines numeric
@attribute TerranVulture numeric
@attribute TerranTank numeric
@attribute TerranGoliath numeric
@attribute TerranArmory numeric
@attribute TerranSecondArmory numeric
@attribute TerranMetalAttack1 numeric
@attribute TerranMetalArmor1 numeric
@attribute TerranMetalAttack2 numeric
@attribute TerranMetalArmor2 numeric
@attribute TerranStarport numeric
@attribute TerranControlTower numeric
@attribute TerranWraith numeric
@attribute TerranCloak numeric
@attribute TerranDropship numeric
@attribute TerranValkyrie numeric
@attribute TerranScienceFacility numeric
@attribute TerranVessel numeric
@attribute TerranGhost numeric
@attribute TerranNuke numeric
@attribute TerranBattlecruiser numeric
@attribute TerranAirAttack numeric
@attribute TerranAirArmor numeric
@attribute midBuild {two_facto,vultures,air}

@data
1510,2660,14605,11800,14460,15885,20665,2175,12815,-1,3530,-1,-1,-1,-1,-1,-1,7360,8440,-1,-1,-1,-1,4235,9625,21655,5665,6370,-1,-1,6545,23940,5510,26115,25785,29245,33950,33975,5585,7080,11650,13530,7740,-1,23115,-1,-1,-1,30600,29265,29295,air
1305,2865,16760,11810,15925,16915,20425,2535,29895,-1,4085,-1,-1,33645,15825,-1,21115,7370,10250,-1,-1,-1,-1,4545,8890,17365,5835,6695,-1,-1,6665,7470,6120,-1,-1,-1,-1,-1,7970,10200,-1,-1,11555,-1,-1,-1,-1,-1,-1,-1,-1,
1440,2765,-1,-1,-1,-1,-1,2450,6070,-1,6355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4090,5455,-1,5385,-1,-1,-1,6795,7660,6265,-1,-1,-1,-1,-1,5750,6955,-1,-1,7625,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1280,2475,-1,-1,-1,-1,-1,2205,-1,-1,-1,-1,-1,-1,8015,-1,-1,-1,-1,-1,-1,-1,-1,3855,6205,-1,5285,-1,-1,-1,10615,6575,5300,-1,8860,-1,-1,-1,5265,6515,-1,-1,7525,-1,-1,-1,-1,-1,-1,-1,-1,air
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1466,1880,-1,16180,20102,29236,-1,2580,14264,-1,-1,-1,-1,-1,7396,-1,8962,-1,-1,-1,-1,-1,-1,3854,4620,5114,6000,28428,21582,5626,28384,6688,5158,-1,-1,-1,-1,-1,5416,6610,-1,-1,7218,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1436,1922,22324,14310,17434,19360,21288,2610,4086,17172,4248,-1,-1,-1,21842,-1,25054,7960,9334,-1,-1,-1,-1,4038,4880,-1,5298,7180,-1,-1,5906,21120,19642,-1,-1,-1,-1,-1,5282,6576,11742,-1,7310,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1426,2584,10734,7974,14308,23784,-1,2220,6324,6708,3448,-1,-1,-1,11542,-1,13274,-1,-1,-1,-1,-1,-1,3762,4800,11042,10822,12454,17438,5158,12448,6460,5058,-1,-1,-1,-1,-1,5994,7366,20242,23320,8190,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1590,2542,20556,12514,16450,22396,23672,2288,3940,8706,5452,-1,-1,-1,19426,-1,25522,6878,7958,-1,-1,-1,-1,3800,5194,21480,9444,10412,-1,6096,10446,6802,5290,-1,-1,-1,-1,-1,5132,6278,-1,-1,7272,-1,-1,-1,-1,-1,-1,-1,-1,air
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1490,2590,-1,16110,-1,-1,-1,2430,4185,4380,4595,-1,-1,7910,-1,-1,-1,11590,14135,-1,-1,-1,-1,3860,5015,10065,5165,5915,-1,6310,5870,8895,7565,-1,-1,-1,-1,-1,18140,21985,-1,-1,22665,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1510,2725,20595,15580,21100,22070,23210,2365,6960,-1,-1,-1,-1,-1,9155,-1,11200,10300,11380,-1,-1,-1,-1,4500,5915,17435,11635,12365,-1,-1,12280,7290,5880,9105,11850,17545,-1,-1,6035,7240,23750,-1,7855,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1495,2480,11500,5920,8460,13570,26770,2225,12145,39240,3490,-1,-1,-1,9485,-1,11765,10130,12910,-1,-1,-1,-1,3830,7475,9255,5615,6490,-1,5105,6230,10570,8685,9245,10200,31275,20280,-1,13980,17745,23455,-1,18630,-1,18970,-1,43740,-1,-1,-1,-1,
1460,2635,9715,8300,13480,15075,18260,2020,-1,-1,4215,-1,-1,-1,17630,-1,19195,7480,18860,-1,-1,-1,-1,3945,15005,16495,5230,5875,-1,-1,5865,20410,17910,30615,35020,50940,35925,-1,8515,9660,9945,11370,16755,24375,28565,38025,-1,-1,31920,28595,32045,
1360,2640,10495,6470,8850,9125,13495,2475,6095,6785,3770,-1,-1,-1,13755,-1,15435,8880,10240,-1,-1,-1,-1,4125,7210,13300,5500,7345,-1,5410,7040,-1,13930,-1,-1,-1,-1,-1,8495,9975,-1,-1,10630,21365,13450,-1,-1,-1,16030,15680,15690,
1455,2485,8380,6525,11230,15905,19955,2175,3465,5105,-1,-1,-1,-1,10830,-1,12560,6965,8545,-1,-1,-1,-1,3680,10130,-1,5910,8900,-1,4980,7205,-1,5380,19855,-1,-1,-1,-1,13915,16655,15085,17425,-1,-1,17860,-1,-1,-1,-1,17890,11380,
1515,1990,10510,8630,14950,18525,19295,2570,5390,-1,4410,-1,-1,-1,9420,-1,11000,9250,10720,-1,-1,-1,-1,3890,7290,13545,5460,6215,-1,-1,6155,11100,5490,13795,7595,11920,15610,20175,5655,6815,-1,20045,10390,-1,12545,-1,-1,-1,-1,-1,-1,air
1360,2545,16330,14815,15310,16210,19175,2055,5250,7055,-1,-1,-1,-1,18330,-1,-1,10495,-1,-1,-1,-1,-1,4000,4785,5910,7170,10200,-1,5295,9500,7740,6380,-1,-1,-1,-1,-1,11010,12880,18985,19045,14895,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1364,1830,11784,14662,15058,16576,19122,2576,6652,7042,3816,-1,-1,4834,8784,-1,-1,19030,21844,-1,-1,-1,-1,4026,5416,-1,6080,14318,-1,5390,14026,6802,5382,-1,6730,-1,-1,-1,7774,9304,-1,-1,9948,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1598,2360,-1,12852,16676,-1,-1,2080,3774,4710,3856,-1,-1,-1,13260,-1,15114,8726,10722,-1,-1,-1,-1,3602,5616,19892,5908,7248,11352,4874,6964,23816,10228,-1,-1,-1,-1,-1,4900,6268,-1,-1,6894,-1,-1,-1,-1,-1,-1,-1,-1,air
1400,2446,16692,12828,14702,17040,17522,2138,-1,-1,3780,-1,-1,-1,10368,-1,11644,7120,8104,-1,-1,-1,-1,3630,8850,15278,6384,9322,-1,4874,9312,7016,5682,5780,-1,-1,-1,-1,5092,6928,25658,-1,7558,14770,-1,-1,-1,-1,-1,-1,-1,air
1432,2472,13444,9374,12334,15988,20504,2170,4408,6622,3416,-1,-1,3686,11204,-1,12558,11542,12678,-1,-1,-1,-1,3970,16546,18600,8806,10816,-1,6060,9568,21420,19072,26408,20360,26386,-1,-1,5292,8886,6436,9552,11138,20832,-1,-1,-1,-1,-1,-1,-1,air
1400,2446,16692,12828,14702,17040,17522,2138,-1,-1,3780,-1,-1,-1,10368,-1,11644,7120,8104,-1,-1,-1,-1,3630,8850,15278,6384,9322,-1,4874,9312,7016,5682,5780,-1,-1,-1,-1,5092,6928,25658,-1,7558,14770,-1,-1,-1,-1,-1,-1,-1,air
1432,2472,13444,9374,12334,15988,20504,2170,4408,6622,3416,-1,-1,3686,11204,-1,12558,11542,12678,-1,-1,-1,-1,3970,16546,18600,8806,10816,-1,6060,9568,21420,19072,26408,20360,26386,-1,-1,5292,8886,6436,9552,11138,20832,-1,-1,-1,-1,-1,-1,-1,air
1305,2520,9020,5730,7585,7935,12750,2075,7650,-1,4295,-1,-1,-1,10900,-1,12285,11670,13200,-1,-1,-1,-1,3730,11540,14955,14980,32855,-1,5040,30095,15615,11185,13990,15570,16030,28365,28395,6175,7515,7790,8150,-1,19705,18595,-1,-1,-1,-1,13970,28390,
1460,2565,9090,5570,8170,15485,25535,2185,14455,-1,3560,-1,-1,-1,10380,-1,12510,5985,7565,-1,-1,-1,-1,4245,16900,22630,5685,6825,-1,-1,6350,23935,13185,20675,23060,27190,27165,-1,7910,9135,10115,10120,-1,14925,20725,-1,-1,-1,-1,14890,20660,
1315,2530,11920,10005,20360,-1,-1,2125,5120,6970,4210,-1,-1,-1,7760,-1,9310,14005,15090,-1,-1,-1,-1,3710,11330,13915,6795,9100,-1,5325,7425,13210,11805,-1,14340,19720,-1,-1,4995,6130,6270,8635,7475,15625,-1,-1,-1,-1,-1,-1,-1,air
1455,2595,9060,5720,8120,13885,20180,2195,7560,-1,3435,-1,-1,-1,10120,-1,11720,4535,6090,-1,-1,-1,-1,4110,13925,16560,5410,7280,-1,-1,6135,17910,11680,15530,17825,20835,22220,-1,7325,8605,9400,9410,17335,-1,17870,-1,-1,-1,-1,14325,-1,
1295,2515,14065,12225,18665,-1,-1,2110,5710,17320,3590,-1,-1,-1,11515,-1,12910,7455,8820,-1,-1,-1,-1,3800,5140,-1,5245,6005,-1,6770,5895,6945,5670,-1,-1,-1,-1,-1,10250,12630,11410,13390,13420,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1460,2570,11845,5360,7910,19900,-1,2185,8605,-1,3460,-1,-1,-1,11955,-1,13340,5855,6865,-1,-1,-1,-1,4225,9645,-1,5540,6785,-1,-1,6210,-1,14150,-1,15730,-1,-1,-1,11500,12825,14095,14725,13825,-1,-1,-1,-1,-1,-1,-1,-1,
1445,2400,11185,9020,11225,14310,18985,2225,7685,8615,3465,-1,-1,-1,9375,-1,11430,18445,19580,-1,-1,-1,-1,3610,14465,14785,6775,9045,-1,5340,8225,17980,15970,-1,19155,-1,27035,-1,4930,6115,6070,6910,6790,-1,25440,-1,31680,-1,-1,-1,-1,air
1440,2545,7655,6085,17560,20335,26660,2380,3875,5385,4565,-1,-1,-1,9625,-1,11195,6395,7380,-1,-1,-1,-1,3840,12045,24090,5090,5740,-1,-1,5735,31380,9385,18900,-1,-1,-1,-1,8840,10135,13215,-1,-1,11555,15040,-1,-1,-1,18850,11685,18945,
1445,2425,2535,5665,8420,15410,17745,2200,9190,11070,3440,34865,-1,-1,11890,-1,13255,7265,8275,-1,-1,-1,-1,3775,9550,11255,5060,6775,20570,20540,5825,13030,6710,18635,13160,-1,20410,-1,10735,11915,-1,-1,12610,34195,17940,-1,-1,-1,21755,20430,20435,
1455,2550,11055,9080,14845,19670,20530,2435,35490,-1,4130,-1,-1,-1,10245,-1,11800,11535,12500,-1,-1,-1,-1,3775,5445,12465,5030,10415,7420,5820,7895,18830,10265,14460,11695,-1,-1,-1,9745,11100,25320,26085,16940,11785,15550,-1,-1,-1,18220,15995,16020,two_facto
1415,2500,16665,14190,16995,-1,-1,2195,-1,-1,3430,-1,-1,-1,10600,-1,14050,-1,-1,-1,-1,-1,-1,3700,6295,12775,15025,16780,-1,5890,16210,7265,5955,-1,-1,-1,-1,-1,5320,9040,-1,-1,9680,-1,-1,-1,-1,-1,-1,-1,-1,air
1460,2530,8290,6345,16940,-1,-1,2560,4855,19695,4110,-1,-1,-1,14240,-1,16860,6685,12395,-1,-1,-1,-1,3870,5245,7510,5725,7135,-1,5180,6740,9275,5320,-1,10785,15465,-1,-1,9250,10735,11550,-1,20610,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1485,2440,10930,8190,10885,17735,-1,2205,7115,7710,3450,-1,-1,-1,14285,-1,15585,12515,13535,-1,-1,-1,-1,3675,4745,11155,5665,6365,-1,5000,6360,13165,11210,-1,14915,-1,-1,-1,11240,12780,20630,21835,19200,15130,-1,-1,-1,-1,-1,-1,19740,two_facto
1450,2510,10320,5560,8190,13535,15080,2415,4585,6630,3760,-1,-1,-1,11255,-1,12580,9215,10380,-1,-1,-1,-1,4085,7255,15035,5530,6185,-1,-1,6145,23170,18745,18780,-1,-1,-1,-1,9175,10415,11145,11150,-1,22845,18725,-1,-1,-1,-1,20350,20365,
1400,2590,14145,10080,12545,19820,27305,2185,2295,5550,3820,-1,-1,-1,10545,-1,12140,7270,8305,-1,-1,-1,-1,4355,7925,11620,5670,10280,-1,16130,6300,8155,6530,10515,18080,36540,24890,40575,5645,6825,38580,38535,7570,-1,17785,25660,-1,-1,23540,36585,35205,air
4255,3365,7495,2455,5085,5425,12930,2885,58340,59285,-1,-1,-1,-1,11105,-1,12615,10160,12065,-1,-1,-1,-1,4895,7290,14100,11690,13025,-1,-1,12330,8305,6975,34325,38685,38795,41595,41625,16860,19395,19365,22325,-1,-1,31250,52515,60160,61340,33140,38860,38900,
1490,1940,12190,9605,12320,18175,21155,2415,5605,6260,-1,-1,-1,-1,14680,-1,16120,7835,10090,-1,-1,-1,-1,3805,11335,12085,8740,9990,-1,5710,9900,14730,12965,26505,26445,-1,-1,-1,5070,11360,6405,-1,12685,-1,25550,-1,-1,-1,27190,26475,28460,air
1300,2785,12255,10285,15180,18565,19880,2210,-1,-1,4785,-1,-1,-1,12600,-1,14345,7630,8640,-1,-1,-1,-1,4090,14190,15485,7230,10035,-1,6375,8305,13570,10610,15905,13550,18845,22885,22970,5395,11385,6670,32490,14230,32525,18915,-1,-1,-1,22245,19540,26595,air
1280,9728,17078,13072,13760,15754,16398,2422,13488,14104,3674,-1,-1,7190,21396,-1,25476,18058,19268,-1,-1,-1,-1,18724,-1,-1,20270,-1,-1,-1,21008,24362,22718,24238,-1,-1,-1,-1,20860,23136,22174,-1,23786,-1,-1,-1,-1,-1,-1,24296,-1,
1700,3240,5722,13288,26286,-1,-1,2316,9462,10588,3572,6288,-1,21902,4974,6398,7580,23708,24844,-1,-1,-1,-1,6478,7174,-1,9220,10144,-1,8192,9962,24184,9564,-1,-1,-1,-1,-1,8276,12174,10454,23854,18386,-1,-1,-1,-1,-1,-1,-1,-1,
1460,2710,9450,7285,-1,-1,-1,2175,9320,-1,3440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3915,4905,10075,8995,9775,-1,5200,10035,6865,5390,-1,-1,-1,-1,-1,8390,9750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1430,2805,-1,8820,-1,-1,-1,2050,-1,-1,3290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4050,4590,12130,5830,8845,6545,5350,7730,10275,7520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1400,2555,17475,13155,13980,15990,-1,2030,11680,13790,3305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3775,4585,5140,12960,13620,-1,5230,14270,-1,7025,-1,-1,-1,-1,-1,7865,9265,9270,9930,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1415,2805,13905,9890,-1,-1,-1,2055,13045,-1,3310,-1,-1,-1,14340,-1,16170,9955,11655,-1,-1,-1,-1,4210,4980,6155,5970,9345,-1,5465,9325,11595,10095,-1,-1,-1,-1,-1,14710,-1,16385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1480,2835,13915,10550,13620,18025,21950,2035,15375,-1,3295,-1,-1,-1,21700,-1,26015,12465,13725,-1,-1,-1,-1,4030,4850,10070,6250,11015,8460,5310,9525,11465,10005,-1,11280,15395,-1,-1,26835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2555,14995,12305,23565,24940,-1,2140,6860,10335,7225,-1,-1,-1,15105,-1,16905,-1,-1,-1,-1,-1,-1,3765,5035,5845,11280,13695,-1,5215,13685,9985,8525,-1,-1,-1,-1,-1,11415,15575,12615,-1,18225,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1435,2560,14465,10270,12060,12925,14030,2230,9135,9395,3485,33805,-1,-1,21160,-1,22705,20055,22170,-1,-1,-1,-1,3830,4755,19880,11975,12820,-1,5255,12810,6620,5070,26040,26020,-1,31230,-1,6465,7825,-1,-1,8450,-1,25010,-1,-1,-1,29290,29420,29440,two_facto
1430,2910,9355,5400,7815,17490,19545,2065,-1,-1,3310,-1,-1,-1,13950,-1,18595,9395,10435,-1,-1,-1,-1,4165,6330,13575,7035,8695,7725,5435,8005,22690,7115,31470,8440,13340,-1,-1,20255,21520,-1,-1,22150,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1425,2440,12625,10720,18225,23935,27130,2190,9255,16840,3440,-1,-1,-1,11275,-1,13470,11930,13245,-1,-1,-1,-1,3635,4740,21900,5515,8625,-1,5030,8080,6805,5230,27065,14615,24330,58015,-1,6125,7560,11230,11765,8325,-1,26505,50605,-1,-1,28365,19260,28445,two_facto
1420,2495,10035,8115,9995,10060,16795,2180,11235,13295,3425,-1,-1,-1,13725,-1,15295,9355,11745,-1,-1,-1,-1,3945,4990,12655,5310,5935,-1,-1,5930,10650,8920,24170,13555,18145,22290,71815,8765,10350,15185,15195,11010,-1,19020,67295,-1,-1,27850,27335,27355,two_facto
1374,2452,11154,7748,16520,17970,20974,2134,3426,10630,-1,-1,-1,-1,7802,-1,9214,12236,13548,-1,-1,-1,-1,3804,4312,9032,5080,8466,5708,5564,8462,6792,5422,23772,15052,-1,-1,-1,14982,16608,-1,-1,17572,-1,23756,-1,-1,-1,-1,-1,-1,unknown
1398,2594,11958,8532,11430,11708,14840,2124,3410,7104,-1,-1,-1,-1,7244,-1,13688,11308,12360,-1,-1,-1,-1,3904,4772,15656,5158,9120,5766,5778,8722,13888,5970,23786,23756,-1,-1,-1,7330,8448,-1,26280,9926,-1,23880,-1,-1,-1,26974,27416,27384,two_facto
1435,2600,9385,7335,9945,10370,14660,2210,33690,33735,3470,-1,-1,-1,13340,-1,15090,18420,24325,-1,-1,-1,-1,3790,5065,8235,11045,12300,-1,5400,11920,6320,5085,-1,19610,-1,-1,-1,6575,7840,9010,9015,11895,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2585,10675,8335,15470,18855,22455,2145,11035,38885,3410,-1,-1,-1,12745,-1,14325,9520,10705,-1,-1,-1,-1,3990,5305,12635,8150,9155,-1,5410,8800,6715,5360,5420,13520,-1,-1,-1,5830,7125,-1,-1,7905,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1350,2475,19395,13115,15950,16095,16235,2255,3790,4515,4065,-1,-1,-1,5125,-1,16680,-1,-1,-1,-1,-1,-1,3755,5650,14000,17455,20400,-1,-1,-1,6420,5160,-1,6400,10485,-1,-1,5060,8610,-1,-1,9230,-1,-1,-1,-1,-1,-1,-1,-1,air
1425,2410,10840,8950,16695,21670,-1,1995,13470,13915,3330,-1,-1,-1,9970,-1,11285,11420,13685,-1,-1,-1,-1,3760,5555,11840,6235,13590,-1,5045,7995,7135,5835,17265,17165,19930,22210,-1,6660,8600,-1,-1,9700,-1,17235,-1,-1,-1,-1,-1,-1,two_facto
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1280,9728,17078,13072,13760,15754,16398,2422,13488,14104,3674,-1,-1,7190,21396,-1,25476,18058,19268,-1,-1,-1,-1,18724,-1,-1,20270,-1,-1,-1,21008,24362,22718,24238,-1,-1,-1,-1,20860,23136,22174,-1,23786,-1,-1,-1,-1,-1,-1,24296,-1,
1700,3240,5722,13288,26286,-1,-1,2316,9462,10588,3572,6288,-1,21902,4974,6398,7580,23708,24844,-1,-1,-1,-1,6478,7174,-1,9220,10144,-1,8192,9962,24184,9564,-1,-1,-1,-1,-1,8276,12174,10454,23854,18386,-1,-1,-1,-1,-1,-1,-1,-1,
1465,2625,16320,10760,15300,16130,19400,2205,4480,8970,3885,-1,-1,-1,12895,-1,15000,21370,22820,-1,-1,-1,-1,4060,4640,12950,8750,10860,-1,14875,9420,6820,5490,23320,6895,20765,26050,-1,5385,6555,27455,28540,7190,-1,21960,-1,34615,40870,-1,26865,26895,unknown
1305,2740,13725,11340,17620,21135,22660,2280,-1,-1,3535,-1,-1,-1,19320,-1,21185,8250,9860,-1,-1,-1,-1,4495,5175,13240,5750,6370,-1,-1,6390,16000,14750,27630,18970,-1,24515,-1,16105,17580,-1,-1,18400,-1,21060,36705,-1,-1,25375,29740,34780,two_facto
