@relation Starcraft_ZvZ_Zerg_openings

@attribute ZergPool numeric
@attribute ZergOverlord numeric
@attribute ZergZergling numeric
@attribute ZergZerglingSpeed numeric
@attribute ZergCrackling numeric
@attribute ZergBurrow numeric
@attribute ZergGas numeric
@attribute ZergSecondGas numeric
@attribute ZergSecondHatch numeric
@attribute ZergThirdHatch numeric
@attribute ZergFourthHatch numeric
@attribute ZergFifthHatch numeric
@attribute ZergSixthHatch numeric
@attribute ZergSeventhHatch numeric
@attribute ZergHydraDen numeric
@attribute ZergHydra numeric
@attribute ZergHydraRange numeric
@attribute ZergHydraSpeed numeric
@attribute ZergLurker numeric
@attribute ZergLair numeric
@attribute ZergSpire numeric
@attribute ZergMutalisk numeric
@attribute ZergScourge numeric
@attribute ZergAirAttack numeric
@attribute ZergAirArmor numeric
@attribute ZergQueenNest numeric
@attribute ZergQueen numeric
@attribute ZergHive numeric
@attribute ZergGreaterSpire numeric
@attribute ZergGardian numeric
@attribute ZergDevour numeric
@attribute ZergUltraliskCavern numeric
@attribute ZergUltralisk numeric
@attribute ZergUltraliskArmor numeric
@attribute ZergUltraliskSpeed numeric
@attribute ZergDefilerMound numeric
@attribute ZergDefiler numeric
@attribute ZergConsume numeric
@attribute ZergevoDen numeric
@attribute ZergMeleeWeapons1 numeric
@attribute ZergRangeWeapons1 numeric
@attribute ZergGroundArmor1 numeric
@attribute ZergMeleeWeapons2 numeric
@attribute ZergRangeWeapons2 numeric
@attribute ZergGroundArmor2 numeric
@attribute ZergCreep numeric
@attribute ZergSunken numeric
@attribute ZergSpore numeric
@attribute midBuild {speedlings,early}

@data
3075,1335,4970,9535,-1,-1,3630,7305,2625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4865,6395,10060,9115,18315,14170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5210,5595,-1,
3210,1375,4805,5050,-1,-1,3025,13760,2530,11450,24635,24890,-1,-1,-1,-1,-1,-1,-1,4525,6210,8895,9215,25045,18605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18300,18825,-1,speedlings
3365,1425,4635,4845,-1,57305,3090,6745,2720,9175,20945,27085,37500,42615,-1,-1,-1,-1,-1,4645,6170,8615,8025,21550,29820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14820,-1,-1,-1,-1,-1,-1,14855,27655,15640,speedlings
3515,1405,5220,34275,60990,-1,3135,7105,2685,9555,39275,45600,54085,-1,-1,-1,-1,-1,-1,4805,6340,10805,8260,48325,10780,51625,-1,52640,54525,-1,56360,-1,-1,-1,-1,-1,-1,-1,8490,15335,-1,-1,-1,-1,-1,5060,5445,10675,
3244,1324,4686,4596,-1,-1,2840,8398,2524,7288,17652,-1,-1,-1,-1,-1,-1,-1,-1,4502,6096,10222,7968,12314,8266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7738,-1,-1,-1,-1,-1,-1,5372,5750,8926,speedlings
3452,1370,4740,4748,-1,-1,2992,10616,2686,7700,13974,-1,-1,-1,-1,-1,-1,-1,-1,4730,6250,10018,8218,-1,11398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8076,9044,-1,-1,-1,-1,-1,6828,7772,8954,speedlings
3570,1445,5910,5305,-1,-1,3010,7445,2795,7110,14425,-1,-1,-1,-1,-1,-1,-1,-1,4815,6345,8390,8210,-1,8260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5115,5525,-1,unknown
3430,1410,4975,4805,-1,-1,3125,7395,2725,6025,-1,-1,-1,-1,-1,-1,-1,-1,-1,4710,6280,9705,8255,11540,-1,16810,-1,18095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16435,-1,-1,-1,-1,-1,-1,16480,-1,17155,speedlings
2590,1385,3870,3990,-1,-1,2660,-1,4270,8900,-1,-1,-1,-1,-1,-1,-1,-1,-1,5210,6740,11650,8805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11105,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
1685,2320,2970,5480,-1,-1,2085,3675,3550,8255,-1,-1,-1,-1,-1,-1,-1,-1,-1,5100,6670,10740,8725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1645,2315,2985,5525,-1,-1,2040,3735,3610,8495,-1,-1,-1,-1,-1,-1,-1,-1,-1,5045,6845,10575,8700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11735,-1,-1,-1,-1,-1,-1,-1,-1,-1,mutas
2565,1440,3890,4375,-1,-1,1660,2645,3800,11350,-1,-1,-1,-1,-1,-1,-1,-1,-1,5485,7080,8950,11445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
2365,1215,3625,-1,-1,-1,3785,-1,3405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1690,2290,2940,3225,-1,-1,1840,-1,4580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
2645,1450,4125,4480,-1,-1,1625,2725,3585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4015,5545,10075,7435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7950,-1,-1,8925,-1,-1,-1,-1,-1,-1,speedlings
2675,1220,4055,4005,-1,-1,1755,-1,4615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3965,5580,8950,7685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
4805,1455,6455,10690,-1,9020,2870,-1,2625,6295,13405,-1,-1,-1,7165,7850,-1,12200,-1,9405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3900,5875,9725,4600,-1,-1,12245,10345,10735,-1,
3725,1325,9375,-1,-1,-1,1605,-1,3090,-1,-1,-1,-1,-1,5515,6330,6780,8300,-1,10915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4830,-1,-1,5985,-1,-1,-1,-1,-1,-1,hydras
4360,1380,5685,7485,-1,-1,6050,10970,2685,6615,9960,-1,-1,-1,-1,-1,-1,-1,-1,10990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3735,8390,-1,
3265,1445,4535,10165,-1,-1,1630,5835,2810,6015,8120,-1,-1,-1,-1,-1,-1,-1,-1,10080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7325,7720,-1,
3070,1450,6980,6805,-1,-1,3315,-1,2640,-1,-1,-1,-1,-1,4475,5175,8950,5470,-1,12080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12755,-1,-1,hydras
3195,1530,4485,5710,-1,-1,1710,3725,2825,7190,12990,-1,-1,-1,-1,-1,-1,-1,-1,5035,6675,8580,-1,8835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7545,8000,-1,unknown
1245,2095,2500,14140,-1,-1,6995,-1,6240,-1,-1,-1,-1,-1,8750,10135,-1,-1,11975,8310,-1,-1,-1,-1,-1,17410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14185,-1,-1,-1,-1,-1,-1,2930,3295,15500,lurkers
1675,2145,2995,-1,-1,-1,2385,8035,5445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9600,11165,13235,-1,13815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3815,4255,-1,
4200,1390,5480,7550,-1,-1,3020,-1,2680,3910,-1,-1,-1,-1,8570,9265,11715,9275,-1,8290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10755,-1,-1,12050,-1,-1,-1,5555,6000,11635,hydras
3860,1460,5200,5170,-1,-1,2970,14535,2660,12245,-1,-1,-1,-1,-1,-1,-1,-1,-1,6590,8180,10110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4270,4965,-1,-1,13150,-1,-1,5430,5895,-1,speedlings
3080,1435,4510,6570,-1,-1,4600,-1,2635,4415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9350,-1,-1,-1,-1,-1,-1,8030,8430,10850,
2650,1445,4935,4700,-1,-1,1610,-1,4070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4410,7780,10160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6650,7060,-1,speedlings
3150,1450,4400,9360,-1,-1,5640,-1,2685,5445,13255,-1,-1,-1,6765,7455,-1,15200,-1,13950,-1,-1,-1,-1,-1,18220,-1,19310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7790,8710,-1,8720,-1,-1,-1,4130,4540,16045,
1730,2120,2985,9945,-1,1135,2325,7695,3715,5955,-1,-1,-1,-1,-1,-1,-1,-1,-1,10210,11875,13965,-1,14005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4010,4450,-1,
1715,2490,3725,9205,-1,-1,1990,-1,5920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3275,4810,6760,-1,-1,9010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6995,7930,-1,-1,-1,-1,-1,7875,-1,8245,fast_mutas
2325,1735,4865,-1,-1,-1,1490,12175,4775,10145,-1,-1,-1,-1,-1,-1,-1,-1,-1,3625,5710,7615,7740,7585,7665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6800,-1,-1,-1,-1,-1,-1,7215,13025,7865,fast_mutas
3105,1420,4440,8405,-1,-1,3515,6035,2660,5590,8140,22200,-1,-1,17065,17775,19950,18085,-1,21590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7130,7790,-1,-1,-1,-1,-1,3900,4355,16230,hydras
1755,2190,3040,6595,-1,-1,2335,5105,3995,6265,19975,-1,-1,-1,-1,-1,-1,-1,-1,10420,12525,14390,-1,21660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4665,11110,-1,
3090,1405,4440,5585,-1,-1,3205,-1,2530,12970,-1,-1,-1,-1,-1,-1,-1,-1,-1,5895,7455,9335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4080,-1,-1,4760,-1,-1,-1,7230,8325,-1,speedlings
3995,1445,5275,-1,-1,-1,4520,11625,2665,3575,-1,-1,-1,-1,-1,-1,-1,-1,-1,6935,8920,12720,12230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9530,-1,-1,-1,-1,-1,-1,5415,5825,10230,
1555,2180,2830,8145,-1,-1,6445,-1,5055,-1,-1,-1,-1,-1,7715,8380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3365,3810,-1,
2430,1400,3720,8220,-1,-1,6410,-1,4900,6125,-1,-1,-1,-1,-1,-1,-1,-1,-1,9510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3245,3735,-1,
3365,1390,4625,4880,-1,-1,2790,-1,2550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4715,5090,-1,speedlings
3975,1655,5235,-1,-1,-1,1260,-1,3290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4745,5265,-1,
4805,1455,6455,10690,-1,9020,2870,-1,2625,6295,13405,-1,-1,-1,7165,7850,-1,12200,-1,9405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3900,5875,9725,4600,-1,-1,12245,10345,10735,-1,
3725,1325,9375,-1,-1,-1,1605,-1,3090,-1,-1,-1,-1,-1,5515,6330,6780,8300,-1,10915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4830,-1,-1,5985,-1,-1,-1,-1,-1,-1,hydras
2524,1382,3910,-1,-1,15698,1712,15546,3726,13500,-1,-1,-1,-1,-1,-1,-1,-1,-1,4518,6056,8904,7916,17840,13758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7352,9424,-1,-1,-1,-1,-1,7628,20798,8040,fast_mutas
2480,1332,3782,4066,-1,-1,2108,-1,3516,17008,17292,18502,-1,-1,-1,-1,-1,-1,-1,4700,6244,8326,15164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7470,-1,-1,-1,-1,-1,-1,7772,-1,8194,speedlings
1645,2045,2895,3510,-1,-1,2200,-1,4400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5570,7365,10885,10175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6485,9160,-1,speedlings
3100,1405,4360,6795,-1,-1,5040,-1,2560,4805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3820,4345,-1,
3445,1360,4985,6090,-1,-1,2060,13630,2730,9100,10625,12370,-1,-1,-1,-1,-1,-1,-1,4740,6305,-1,8195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5685,6385,-1,-1,10660,-1,-1,7515,12525,7930,speedlings
2555,1420,4820,6020,-1,-1,1585,2460,3515,10955,12025,-1,-1,-1,-1,-1,-1,-1,-1,4115,5895,7755,-1,-1,14485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15480,15835,-1,fast_mutas
3895,1395,5175,5425,-1,-1,2165,-1,2985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5510,-1,-1,speedlings
2835,1345,4125,4365,-1,-1,3025,-1,2380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5495,6250,-1,speedlings
2925,1370,4360,5160,-1,-1,3150,14090,2475,9125,11425,-1,-1,-1,-1,-1,-1,-1,-1,4545,6140,-1,8035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7500,8325,-1,-1,-1,-1,-1,7980,-1,8490,speedlings
2505,1455,4245,4180,-1,-1,1665,2455,3535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4685,6225,8115,8185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16970,-1,-1,-1,-1,-1,-1,13895,14280,-1,speedlings
2620,1400,4470,4790,-1,-1,2580,-1,3795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4300,5920,7860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
2610,1400,4430,4985,-1,-1,2310,-1,3700,9560,-1,-1,-1,-1,-1,-1,-1,-1,-1,4025,5570,7470,9720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,speedlings
3435,1345,5010,5215,-1,-1,2310,-1,2870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4715,6320,8380,8660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8180,8625,-1,unknown
4120,1340,5435,5780,-1,-1,2765,4485,2700,3700,-1,-1,-1,-1,-1,-1,-1,-1,-1,11380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7720,-1,-1,-1,-1,-1,-1,8135,-1,9250,speedlings
2410,1400,3710,5530,-1,-1,2525,-1,3990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4795,6785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1660,2265,2930,5645,-1,-1,2005,3795,3655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5125,6695,8625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_mutas
2525,1390,4870,4675,-1,-1,2590,-1,3475,10495,12750,-1,-1,-1,-1,-1,-1,-1,-1,3985,5525,7405,9755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13160,-1,-1,-1,-1,-1,-1,13700,-1,14580,speedlings
2775,1430,4200,4630,-1,-1,2755,9665,3670,7650,17300,-1,-1,-1,-1,-1,-1,-1,-1,4130,5670,9510,7525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8685,13720,-1,-1,-1,-1,-1,9275,10220,9785,speedlings
1715,2180,3030,-1,-1,-1,2370,3315,4285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1670,2270,2915,-1,-1,-1,2005,3125,3785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2170,1395,3435,3555,-1,-1,2270,-1,4090,13110,14670,-1,-1,-1,-1,-1,-1,-1,-1,4940,6470,-1,8340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6995,8030,-1,-1,-1,-1,-1,8765,9770,9695,speedlings
