@relation Starcraft_TvZ_Terran_openings

@attribute TerranDepot numeric
@attribute TerranGas numeric
@attribute TerranSecondGas numeric
@attribute TerranExpansion numeric
@attribute TerranSecondExpansion numeric
@attribute TerranThirdExpansion numeric
@attribute TerranFourthExpansion numeric
@attribute TerranBarracks numeric
@attribute TerranSecondBarracks numeric
@attribute TerranThirdBarracks numeric
@attribute TerranMarine numeric
@attribute TerranMedic numeric
@attribute TerranFirebat numeric
@attribute TerranBunker numeric
@attribute TerranAcademy numeric
@attribute TerranStem numeric
@attribute TerranComsat numeric
@attribute TerranEbay numeric
@attribute TerranTurret numeric
@attribute TerranInfantryAttack1 numeric
@attribute TerranInfantryArmor1 numeric
@attribute TerranInfantryAttack2 numeric
@attribute TerranInfantryArmor2 numeric
@attribute TerranFactory numeric
@attribute TerranSecondFactory numeric
@attribute TerranThirdFactory numeric
@attribute TerranMachineShop numeric
@attribute TerranSiege numeric
@attribute TerranMines numeric
@attribute TerranVulture numeric
@attribute TerranTank numeric
@attribute TerranGoliath numeric
@attribute TerranArmory numeric
@attribute TerranSecondArmory numeric
@attribute TerranMetalAttack1 numeric
@attribute TerranMetalArmor1 numeric
@attribute TerranMetalAttack2 numeric
@attribute TerranMetalArmor2 numeric
@attribute TerranStarport numeric
@attribute TerranControlTower numeric
@attribute TerranWraith numeric
@attribute TerranCloak numeric
@attribute TerranDropship numeric
@attribute TerranValkyrie numeric
@attribute TerranScienceFacility numeric
@attribute TerranVessel numeric
@attribute TerranGhost numeric
@attribute TerranNuke numeric
@attribute TerranBattlecruiser numeric
@attribute TerranAirAttack numeric
@attribute TerranAirArmor numeric
@attribute midBuild {bio,early}

@data
1324,2808,13652,9716,12404,18504,18624,2284,4448,4584,4828,5836,5216,11896,3896,5404,5576,14424,15980,15488,16240,20308,20328,6112,16276,-1,7408,11704,-1,33224,8064,-1,21152,-1,22556,-1,27012,-1,7528,11632,9156,-1,21808,-1,11600,12812,-1,-1,-1,-1,-1,bio
1415,5995,18170,13820,27080,29820,30700,1990,2645,16040,3270,8290,-1,4175,6760,8075,8045,9010,10595,10515,20570,15945,-1,7730,16545,-1,12330,14215,-1,11460,13070,-1,-1,-1,-1,-1,-1,-1,9070,11715,11455,-1,22250,-1,11630,12635,-1,-1,-1,-1,-1,air
1285,3760,14420,11350,19465,23765,-1,2075,2800,13390,3360,7805,-1,10075,6185,7450,7435,9770,10925,11095,17810,12270,22590,5230,13290,14200,8760,11940,-1,-1,9395,-1,-1,-1,-1,-1,-1,-1,6715,9010,7875,-1,17625,-1,7900,10450,-1,-1,-1,-1,-1,unknown
1464,3114,12946,8940,10880,18810,-1,2200,4574,5354,3726,6866,6206,11162,4910,6708,6352,8024,11568,8988,25836,13048,29910,4400,12566,-1,8892,10280,-1,-1,10660,-1,-1,-1,-1,-1,-1,-1,5652,6786,-1,-1,7486,-1,8402,12828,-1,-1,-1,-1,-1,bio
1466,3936,18652,7580,9618,15740,27394,2216,3164,5598,3462,5668,6104,9660,4320,5712,5706,10662,12544,19116,-1,-1,-1,9144,-1,-1,10500,12254,-1,-1,11444,-1,-1,-1,-1,-1,-1,-1,17182,18398,-1,-1,21208,-1,18494,23990,-1,-1,-1,-1,-1,bio
1414,3952,-1,13002,-1,-1,-1,2000,2632,10536,3236,7638,-1,-1,6268,7508,7738,8092,9384,9054,-1,-1,-1,5272,6644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6598,7688,-1,-1,8336,-1,11816,-1,-1,-1,-1,-1,-1,air
1490,1972,20568,12260,14560,17440,-1,2812,5522,13418,4072,8106,-1,10260,6752,8268,8062,4052,12464,5024,19562,9526,25802,6046,7352,8422,8900,10020,-1,7890,9704,-1,-1,-1,-1,-1,-1,-1,7434,8562,-1,-1,9304,-1,8544,10938,-1,-1,-1,-1,-1,unknown
1394,4400,12134,10218,12440,19826,20520,2064,2666,3910,3370,6720,7064,12968,5352,6576,6700,8396,15998,9440,13516,14492,17670,7100,15154,-1,8382,9202,-1,-1,9148,-1,16642,-1,18188,-1,-1,-1,10808,12548,30422,30404,24974,-1,12032,13752,-1,-1,-1,-1,-1,air
1445,3690,15475,11550,14655,18130,24135,2235,3070,19155,3520,6430,6425,14630,4795,6825,6405,5745,16760,6865,7235,12390,12460,8150,-1,-1,9880,14720,-1,-1,12170,-1,38300,-1,-1,-1,-1,-1,9865,11570,-1,-1,20415,-1,11120,14550,-1,-1,38240,40355,40365,air
1402,1964,-1,13500,14026,-1,-1,2574,7814,11900,4460,9402,-1,9344,7778,9494,9362,9046,11698,10260,14382,-1,-1,4164,10768,-1,13074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5500,7644,6648,8328,14156,-1,10308,11474,-1,-1,-1,-1,-1,bio
1412,2612,16402,13826,25504,-1,-1,2046,7644,14130,3284,8250,-1,14018,6602,8000,7994,3916,8586,4938,23530,9620,27864,4672,6084,11360,11444,14994,-1,-1,13764,-1,30326,-1,31592,-1,-1,-1,5976,8092,7136,-1,12352,-1,7906,9126,-1,-1,-1,-1,-1,bio
1515,2590,3240,13955,20745,44015,-1,2235,3685,7230,4535,10975,-1,24060,9385,11070,10655,15810,17970,17000,18700,21240,23870,3940,5585,19815,10155,13755,-1,-1,11040,-1,-1,-1,-1,-1,-1,-1,5340,6495,6570,7135,22295,-1,10215,11885,-1,-1,-1,-1,-1,bio
1464,3114,12946,8940,10880,18810,-1,2200,4574,5354,3726,6866,6206,11162,4910,6708,6352,8024,11568,8988,25836,13048,29910,4400,12566,-1,8892,10280,-1,-1,10660,-1,-1,-1,-1,-1,-1,-1,5652,6786,-1,-1,7486,-1,8402,12828,-1,-1,-1,-1,-1,bio
1466,3936,18652,7580,9618,15740,27394,2216,3164,5598,3462,5668,6104,9660,4320,5712,5706,10662,12544,19116,-1,-1,-1,9144,-1,-1,10500,12254,-1,-1,11444,-1,-1,-1,-1,-1,-1,-1,17182,18398,-1,-1,21208,-1,18494,23990,-1,-1,-1,-1,-1,bio
1414,3952,-1,13002,-1,-1,-1,2000,2632,10536,3236,7638,-1,-1,6268,7508,7738,8092,9384,9054,-1,-1,-1,5272,6644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6598,7688,-1,-1,8336,-1,11816,-1,-1,-1,-1,-1,-1,air
1490,1972,20568,12260,14560,17440,-1,2812,5522,13418,4072,8106,-1,10260,6752,8268,8062,4052,12464,5024,19562,9526,25802,6046,7352,8422,8900,10020,-1,7890,9704,-1,-1,-1,-1,-1,-1,-1,7434,8562,-1,-1,9304,-1,8544,10938,-1,-1,-1,-1,-1,unknown
1394,4400,12134,10218,12440,19826,20520,2064,2666,3910,3370,6720,7064,12968,5352,6576,6700,8396,15998,9440,13516,14492,17670,7100,15154,-1,8382,9202,-1,-1,9148,-1,16642,-1,18188,-1,-1,-1,10808,12548,30422,30404,24974,-1,12032,13752,-1,-1,-1,-1,-1,air
1445,3690,15475,11550,14655,18130,24135,2235,3070,19155,3520,6430,6425,14630,4795,6825,6405,5745,16760,6865,7235,12390,12460,8150,-1,-1,9880,14720,-1,-1,12170,-1,38300,-1,-1,-1,-1,-1,9865,11570,-1,-1,20415,-1,11120,14550,-1,-1,38240,40355,40365,air
1402,1964,-1,13500,14026,-1,-1,2574,7814,11900,4460,9402,-1,9344,7778,9494,9362,9046,11698,10260,14382,-1,-1,4164,10768,-1,13074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5500,7644,6648,8328,14156,-1,10308,11474,-1,-1,-1,-1,-1,bio
1412,2612,16402,13826,25504,-1,-1,2046,7644,14130,3284,8250,-1,14018,6602,8000,7994,3916,8586,4938,23530,9620,27864,4672,6084,11360,11444,14994,-1,-1,13764,-1,30326,-1,31592,-1,-1,-1,5976,8092,7136,-1,12352,-1,7906,9126,-1,-1,-1,-1,-1,bio
1515,2590,3240,13955,20745,44015,-1,2235,3685,7230,4535,10975,-1,24060,9385,11070,10655,15810,17970,17000,18700,21240,23870,3940,5585,19815,10155,13755,-1,-1,11040,-1,-1,-1,-1,-1,-1,-1,5340,6495,6570,7135,22295,-1,10215,11885,-1,-1,-1,-1,-1,bio
1390,3980,4990,12575,-1,-1,-1,2000,2640,-1,3405,7095,-1,-1,5565,7370,6895,8660,10265,13015,-1,-1,-1,6380,-1,-1,7655,8310,-1,11805,8305,-1,-1,-1,-1,-1,-1,-1,12635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,air
1525,2800,3245,13810,16775,-1,-1,2360,3685,5830,4275,8935,-1,11700,7035,8400,8640,10760,11975,11910,-1,-1,-1,4200,-1,-1,9790,10450,-1,-1,10445,-1,-1,-1,-1,-1,-1,-1,5515,8450,6670,-1,9190,-1,13230,14490,-1,-1,-1,-1,-1,bio
1390,6070,9795,6000,8030,23510,25870,2075,2675,7005,3305,7830,-1,9740,6505,7815,8760,7495,9860,8665,12965,17780,22045,10595,11650,-1,12280,14365,-1,-1,12940,-1,27925,-1,-1,-1,-1,-1,12325,13825,-1,-1,36900,30645,13905,15100,44705,46985,40245,29655,-1,unknown
1400,3780,-1,-1,-1,-1,-1,2035,2680,11065,3375,7090,-1,-1,5660,7925,7905,8515,9525,9540,-1,-1,-1,5095,-1,-1,6550,7180,-1,-1,7170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1380,3950,-1,13375,-1,-1,-1,2000,2685,7335,3390,8340,-1,-1,6730,8050,8405,9660,11440,10840,-1,-1,-1,5790,-1,-1,7385,8225,-1,-1,8035,-1,-1,-1,-1,-1,-1,-1,13815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,air
1440,3975,-1,-1,-1,-1,-1,2050,2685,-1,3400,6175,6520,-1,4575,5860,6150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1430,3895,-1,-1,-1,-1,-1,2125,2850,11710,3505,7880,8330,-1,6470,7870,8060,9070,10255,10240,-1,-1,-1,5415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6865,7995,-1,-1,8645,-1,11500,12535,-1,-1,-1,-1,-1,air
1440,3775,-1,-1,-1,-1,-1,2105,2720,10840,3525,7505,9095,-1,5790,7645,7625,11475,-1,-1,-1,-1,-1,5295,-1,-1,6575,7200,-1,-1,7195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455,4150,-1,-1,-1,-1,-1,2040,2755,7885,3415,6545,6820,8435,5030,6400,6605,6960,9060,8175,-1,-1,-1,9565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,air
1375,4600,-1,-1,-1,-1,-1,2000,2660,-1,3355,6190,6770,-1,4825,6110,6400,6050,-1,7895,-1,8195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1298,-1,-1,-1,-1,-1,-1,1976,2812,-1,3284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1355,3705,14610,10740,12895,-1,-1,1965,2645,12975,3310,7315,7815,15965,5940,7325,7595,9340,11000,10690,15370,-1,-1,5140,-1,-1,14955,16350,-1,-1,16345,-1,-1,-1,-1,-1,-1,-1,6560,7675,-1,-1,8320,-1,11875,15305,-1,-1,-1,-1,-1,air
1440,2585,16400,13590,15730,18025,18410,2155,10300,11450,3390,10265,-1,10430,8765,10100,10225,7460,9155,8780,32015,12910,-1,4235,11465,17640,5545,14660,-1,6165,13825,-1,-1,-1,-1,-1,-1,-1,5485,8705,6565,-1,32070,-1,10865,11890,-1,-1,-1,-1,-1,bio
1470,3385,-1,18860,19415,22280,32120,2160,3555,4680,3435,7685,6935,24835,4625,6160,6255,7915,9080,14620,-1,19790,-1,7860,11470,15745,16340,17090,-1,11965,17085,-1,-1,-1,-1,-1,-1,-1,15815,17020,-1,-1,18325,-1,17055,18895,-1,-1,-1,-1,-1,bio
1440,2670,20555,13995,17320,-1,-1,2100,3425,7235,3520,11090,-1,14525,7745,9140,9125,7075,8040,8055,-1,13685,-1,3870,9745,-1,14430,19120,-1,-1,16105,-1,-1,-1,-1,-1,-1,-1,5200,8365,6360,-1,17180,-1,6785,10230,-1,-1,-1,-1,-1,bio
2370,4390,21400,13125,-1,-1,-1,1655,3735,4225,2920,5905,5900,8460,4615,5885,6460,7830,10750,10000,20855,20810,-1,9960,-1,-1,14190,20720,-1,-1,15525,-1,-1,-1,-1,-1,-1,-1,11425,13075,12745,-1,16560,-1,13055,14080,-1,-1,-1,-1,-1,bio
1440,3810,21015,16585,19075,29900,-1,2040,2730,16635,3480,5960,5955,7260,4645,5920,6115,8310,9295,23545,23560,23560,23565,7645,28550,-1,9075,9800,-1,-1,9795,-1,-1,-1,-1,-1,-1,-1,11180,12355,-1,-1,18185,-1,12390,13380,-1,-1,-1,-1,-1,air
1410,6398,16486,6268,18184,23896,27778,2228,2874,10674,3482,8442,38440,9422,7040,8416,8394,9264,10472,10306,16272,19556,20596,12344,16318,44290,13918,14588,-1,-1,14582,-1,-1,-1,-1,-1,-1,-1,14634,16298,-1,-1,25136,-1,17162,18248,-1,-1,-1,-1,-1,unknown
1450,8470,-1,-1,-1,-1,-1,2035,2900,5540,3360,10285,-1,10775,8895,10235,10255,9050,10120,11840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1440,2505,-1,-1,-1,-1,-1,2040,-1,-1,3335,7370,-1,7150,5155,7010,6465,7670,8935,-1,-1,-1,-1,4045,-1,-1,5335,6840,-1,-1,5965,-1,-1,-1,-1,-1,-1,-1,6955,8280,-1,-1,-1,-1,8165,9170,-1,-1,-1,-1,-1,air
1450,2555,18270,10905,-1,-1,-1,2060,11010,14845,3440,6715,-1,8845,5275,6655,6680,9210,10850,11235,15300,18825,20490,4100,-1,-1,5370,6855,-1,-1,6080,-1,-1,-1,-1,-1,-1,-1,12510,15595,-1,-1,-1,-1,15540,17770,-1,-1,-1,-1,-1,bio
1390,1968,2596,16106,20808,-1,-1,2172,3646,6900,4074,14462,14444,16720,5976,-1,7346,8936,9974,-1,-1,-1,-1,4016,4628,9802,5882,15034,6520,5242,10304,8818,6184,-1,7514,11704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bio
1485,2560,23575,19130,22250,36270,38785,2070,8320,28410,3315,7320,-1,9150,6020,7360,7395,11005,13815,13355,-1,17450,-1,4470,6770,8050,8210,9960,-1,7040,9955,-1,-1,-1,-1,-1,-1,-1,5905,7020,-1,-1,7745,-1,10260,12475,-1,-1,-1,-1,-1,air
1515,2665,-1,16040,22080,28120,31585,2235,6105,11390,3580,11610,-1,-1,6395,-1,8020,11930,13650,-1,-1,-1,-1,4555,5270,13610,5915,6640,8545,8675,6570,12365,11120,15640,15515,17855,34690,34730,20215,34645,-1,-1,-1,-1,32070,35590,-1,-1,-1,-1,-1,bio
1450,4340,22500,19150,-1,-1,-1,2175,2740,11000,3420,7850,8245,14200,6545,8625,8860,9030,11800,12090,-1,16720,-1,5770,16045,-1,21020,22200,-1,-1,22195,-1,-1,-1,-1,-1,-1,-1,7070,8585,-1,-1,9675,-1,12285,14330,-1,-1,-1,-1,-1,air
1455,3280,5030,15250,20675,-1,-1,2075,2760,16385,3360,6915,-1,20820,5435,7130,7180,12160,-1,13560,-1,-1,-1,7885,-1,-1,12540,14145,-1,-1,14130,-1,-1,-1,-1,-1,-1,-1,9930,11190,-1,-1,-1,-1,11145,12100,-1,-1,-1,-1,-1,air
1485,2560,23575,19130,22250,36270,38785,2070,8320,28410,3315,7320,-1,9150,6020,7360,7395,11005,13815,13355,-1,17450,-1,4470,6770,8050,8210,9960,-1,7040,9955,-1,-1,-1,-1,-1,-1,-1,5905,7020,-1,-1,7745,-1,10260,12475,-1,-1,-1,-1,-1,air
1428,2634,-1,13504,15830,18546,-1,2210,3782,4858,4102,9268,-1,-1,7814,11596,9224,11708,12948,12692,-1,-1,-1,3894,-1,-1,8314,8996,-1,-1,9026,-1,-1,-1,-1,-1,-1,-1,5310,7334,6420,8400,-1,-1,11902,13554,-1,-1,-1,-1,-1,bio
1440,2610,-1,-1,-1,-1,-1,2212,4770,10326,3464,7464,-1,8642,6118,8028,7392,3988,7782,4948,-1,9456,-1,5488,6814,7706,-1,-1,-1,7110,-1,-1,-1,-1,-1,-1,-1,-1,7000,9004,-1,-1,9644,-1,8384,-1,-1,-1,-1,-1,-1,bio
1364,3794,4322,11200,13438,15520,20654,2086,2632,5606,3318,8154,-1,16754,6478,9202,8316,5236,18856,7690,14206,-1,-1,12462,13242,-1,13970,15044,-1,-1,14648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1364,3794,4322,11200,13438,15520,20654,2086,2632,5606,3318,8154,-1,16754,6478,9202,8316,5236,18856,7690,14206,-1,-1,12462,13242,-1,13970,15044,-1,-1,14648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1465,5470,22595,18460,21565,27845,30825,2010,2700,6410,3270,7715,10560,4275,6460,8070,7745,11825,12915,13230,28210,17490,34675,7090,11710,27235,11200,23095,-1,11210,22765,-1,-1,-1,-1,-1,-1,-1,8485,9640,11745,-1,10725,-1,13190,14220,-1,-1,-1,-1,-1,air
1465,5470,22595,18460,21565,27845,30825,2010,2700,6410,3270,7715,10560,4275,6460,8070,7745,11825,12915,13230,28210,17490,34675,7090,11710,27235,11200,23095,-1,11210,22765,-1,-1,-1,-1,-1,-1,-1,8485,9640,11745,-1,10725,-1,13190,14220,-1,-1,-1,-1,-1,air
1445,2670,18440,15655,20840,23190,27785,2065,8670,25305,3350,7720,8145,8220,6420,7805,7865,11135,12325,14360,16745,19485,21230,4205,25255,25375,11245,16120,-1,-1,15960,-1,22800,-1,-1,-1,-1,-1,5715,6960,7580,-1,8410,-1,8920,10030,-1,-1,-1,-1,-1,air
1425,6300,9960,5800,8090,-1,-1,2165,2790,12270,3445,8660,9760,3885,7345,8910,8610,9030,10090,14795,10060,-1,-1,8000,15780,-1,10640,13165,-1,-1,11280,-1,-1,-1,-1,-1,-1,-1,11195,12960,-1,-1,13610,-1,12985,14040,-1,-1,-1,-1,-1,air
1410,4735,18695,15355,18175,23080,27300,2055,2730,11365,3380,11020,-1,4050,9670,10995,11080,7010,13125,8955,-1,13610,-1,5980,10305,10695,15275,18295,-1,7310,15895,-1,-1,-1,-1,-1,-1,-1,7270,9970,8990,-1,-1,-1,9105,10655,-1,-1,-1,-1,-1,air
1410,6398,16486,6268,18184,23896,27778,2228,2874,10674,3482,8442,38440,9422,7040,8416,8394,9264,10472,10306,16272,19556,20596,12344,16318,44290,13918,14588,-1,-1,14582,-1,-1,-1,-1,-1,-1,-1,14634,16298,-1,-1,25136,-1,17162,18248,-1,-1,-1,-1,-1,unknown
1392,4084,11894,9970,11842,22042,29626,1984,2608,14088,3208,8500,-1,14642,6444,8608,8552,7678,10058,8704,34336,14138,-1,5386,7540,8408,11340,12278,-1,-1,12270,-1,32202,-1,34284,-1,-1,-1,6886,9458,8106,-1,17592,-1,8248,10720,-1,-1,-1,-1,-1,air
1465,5470,22595,18460,21565,27845,30825,2010,2700,6410,3270,7715,10560,4275,6460,8070,7745,11825,12915,13230,28210,17490,34675,7090,11710,27235,11200,23095,-1,11210,22765,-1,-1,-1,-1,-1,-1,-1,8485,9640,11745,-1,10725,-1,13190,14220,-1,-1,-1,-1,-1,air
1390,1968,2596,16106,20808,-1,-1,2172,3646,6900,4074,14462,14444,16720,5976,-1,7346,8936,9974,-1,-1,-1,-1,4016,4628,9802,5882,15034,6520,5242,10304,8818,6184,-1,7514,11704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bio
1415,4285,23605,11730,12460,15480,16615,2055,2665,26240,3310,8310,9310,14570,7080,8320,8380,8210,12680,9140,-1,9420,-1,5735,9690,11780,11040,11865,-1,-1,11845,-1,29870,-1,-1,-1,-1,-1,7060,8160,31010,-1,8870,37810,9480,12570,60885,61910,-1,32845,32850,air
1465,5470,22595,18460,21565,27845,30825,2010,2700,6410,3270,7715,10560,4275,6460,8070,7745,11825,12915,13230,28210,17490,34675,7090,11710,27235,11200,23095,-1,11210,22765,-1,-1,-1,-1,-1,-1,-1,8485,9640,11745,-1,10725,-1,13190,14220,-1,-1,-1,-1,-1,air
1410,4530,22160,12100,14545,16640,33290,2180,2835,18605,3425,6750,89835,9710,5170,6455,6610,8055,13620,9110,21145,25215,26745,7000,13180,13250,12150,12880,-1,-1,12860,-1,79115,-1,80675,80690,84765,84775,8490,9640,15635,-1,10325,-1,9865,11405,-1,-1,-1,-1,-1,air
1420,4090,13885,11495,13595,18515,23240,2035,2700,11430,3270,7625,-1,9045,5880,7250,7235,9520,10590,10550,15340,15730,27280,5575,13820,-1,11345,12365,-1,-1,12935,-1,-1,-1,-1,-1,-1,-1,6840,8025,-1,-1,8715,-1,8055,9615,-1,-1,-1,-1,-1,unknown
1425,4230,-1,11760,15190,-1,-1,2060,2695,12200,3305,8265,9320,16185,7020,8290,8360,12255,-1,-1,-1,-1,-1,5555,7505,7765,11790,12415,-1,-1,12410,-1,-1,-1,-1,-1,-1,-1,6900,8030,-1,-1,8700,-1,9780,11680,-1,-1,-1,-1,-1,air
1430,4220,13305,11255,13225,16915,19330,2015,2665,12590,3260,6355,-1,7780,4735,6020,5965,9965,11155,11030,27635,11430,32475,5470,8565,28365,9050,15400,-1,-1,10085,-1,-1,-1,-1,-1,-1,-1,6945,9495,8105,-1,19200,-1,8460,10620,-1,-1,-1,-1,-1,air
1405,3790,-1,-1,-1,-1,-1,2150,2800,11000,3385,7565,8225,14990,5755,7090,7230,7470,8935,8590,-1,19770,-1,5000,8530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6350,7525,21005,21010,8265,-1,8575,9885,-1,-1,-1,-1,-1,air
1364,3794,4322,11200,13438,15520,20654,2086,2632,5606,3318,8154,-1,16754,6478,9202,8316,5236,18856,7690,14206,-1,-1,12462,13242,-1,13970,15044,-1,-1,14648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
