@relation Starcraft_TvZ_Zerg_openings

@attribute ZergPool numeric
@attribute ZergOverlord numeric
@attribute ZergZergling numeric
@attribute ZergZerglingSpeed numeric
@attribute ZergCrackling numeric
@attribute ZergBurrow numeric
@attribute ZergGas numeric
@attribute ZergSecondGas numeric
@attribute ZergSecondHatch numeric
@attribute ZergThirdHatch numeric
@attribute ZergFourthHatch numeric
@attribute ZergFifthHatch numeric
@attribute ZergSixthHatch numeric
@attribute ZergSeventhHatch numeric
@attribute ZergHydraDen numeric
@attribute ZergHydra numeric
@attribute ZergHydraRange numeric
@attribute ZergHydraSpeed numeric
@attribute ZergLurker numeric
@attribute ZergLair numeric
@attribute ZergSpire numeric
@attribute ZergMutalisk numeric
@attribute ZergScourge numeric
@attribute ZergAirAttack numeric
@attribute ZergAirArmor numeric
@attribute ZergQueenNest numeric
@attribute ZergQueen numeric
@attribute ZergHive numeric
@attribute ZergGreaterSpire numeric
@attribute ZergGardian numeric
@attribute ZergDevour numeric
@attribute ZergUltraliskCavern numeric
@attribute ZergUltralisk numeric
@attribute ZergUltraliskArmor numeric
@attribute ZergUltraliskSpeed numeric
@attribute ZergDefilerMound numeric
@attribute ZergDefiler numeric
@attribute ZergConsume numeric
@attribute ZergevoDen numeric
@attribute ZergMeleeWeapons1 numeric
@attribute ZergRangeWeapons1 numeric
@attribute ZergGroundArmor1 numeric
@attribute ZergMeleeWeapons2 numeric
@attribute ZergRangeWeapons2 numeric
@attribute ZergGroundArmor2 numeric
@attribute ZergCreep numeric
@attribute ZergSunken numeric
@attribute ZergSpore numeric
@attribute midBuild {fast_mutas,mutas,lurkers,hydras}

@data
3376,1360,4856,11888,26836,39352,1524,3632,2712,13432,13632,14208,20796,20956,4768,5636,19200,15616,11392,5260,6960,8808,9080,-1,-1,23888,-1,24884,28608,30880,-1,-1,-1,-1,-1,-1,-1,-1,11956,23332,12696,18600,27616,18176,23308,4904,7036,-1,hydras
3090,1355,4390,28015,29585,16015,6240,8245,2610,12640,16635,17875,19000,26985,8750,10465,14745,12885,11780,7730,13715,-1,15605,-1,-1,24480,-1,25815,-1,-1,-1,27980,29610,-1,29555,-1,-1,-1,20465,-1,22450,22465,-1,27235,27260,6015,6420,-1,hydras
3245,1380,4540,20955,22555,18245,5210,7030,2685,4740,13300,22085,23340,23965,7270,8220,12290,10645,10345,6730,9905,-1,11950,-1,-1,18465,-1,19580,-1,-1,-1,21545,23015,25215,23150,-1,-1,-1,13865,23700,14710,14965,-1,18780,19060,5305,5695,-1,hydras
3146,1404,28300,25336,28284,-1,3606,9052,2198,7780,13152,14978,19392,27200,5916,7152,10844,9310,8852,5132,13984,23494,15888,-1,-1,17580,33972,18720,21866,24866,-1,33346,36392,-1,39514,20660,22094,21816,11816,32398,12652,16224,-1,16736,20314,5264,5730,-1,hydras
3078,1348,5664,27496,31686,-1,4368,14406,2650,4270,10708,14788,17668,18964,6192,7250,8804,6906,20896,15526,27298,34422,30308,-1,-1,21684,-1,23560,33048,36732,-1,-1,-1,-1,-1,27280,28928,31696,11734,33082,12508,12596,37160,17146,17154,5526,6272,-1,hydras
3344,1342,10240,-1,-1,-1,4680,6118,2758,4202,9674,12046,-1,-1,-1,-1,-1,-1,-1,6010,7576,9500,-1,9506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5116,5472,-1,mutas
2850,1440,26662,27526,-1,-1,1716,17730,4950,10270,14636,20556,22940,25896,5464,7878,10048,8528,8368,4118,-1,-1,-1,-1,-1,20362,-1,22452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16470,-1,17286,-1,-1,21352,-1,13752,14254,-1,hydras
3080,1408,5778,11544,25766,-1,4134,6464,2174,6966,14964,15318,18240,22598,6168,7730,11228,9686,8774,5426,9086,25194,16888,-1,-1,21302,-1,23576,25714,29430,-1,26174,-1,-1,-1,25754,26922,26912,12990,-1,13720,13730,-1,20568,22358,4164,4518,-1,hydras
3135,1420,5350,12385,40150,30675,3630,7155,2265,8430,11990,12620,17285,17785,5845,8005,13475,13505,8975,4985,21875,42075,28530,-1,-1,30395,-1,31400,43155,-1,44980,-1,-1,-1,-1,34060,35755,35710,15355,40125,17680,17690,-1,24245,17820,5080,5515,-1,hydras
3466,1414,4820,-1,-1,-1,2148,12574,2662,10192,-1,-1,-1,-1,11738,14064,-1,-1,15074,4768,6332,8248,8294,10096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4684,5106,-1,lurkers
3082,1374,-1,19932,23300,-1,3708,6436,2636,7106,9326,14892,19530,20684,9598,12138,18376,14134,12870,5090,6620,8488,8506,8566,-1,16774,-1,17862,-1,-1,-1,27692,31060,31996,29308,19714,21514,21530,14814,28554,17070,17300,35494,21372,21376,5748,6128,-1,fast_mutas
3125,1450,4415,23785,28835,23710,3835,10335,2220,8970,14435,18640,29365,31580,6030,6905,11415,9250,10230,5180,15905,30345,18950,-1,-1,20310,24685,21455,32695,34545,-1,30020,-1,-1,31505,-1,-1,-1,11390,28825,12245,17265,-1,17000,21335,14790,19980,15260,hydras
3146,1404,28300,25336,28284,-1,3606,9052,2198,7780,13152,14978,19392,27200,5916,7152,10844,9310,8852,5132,13984,23494,15888,-1,-1,17580,33972,18720,21866,24866,-1,33346,36392,-1,39514,20660,22094,21816,11816,32398,12652,16224,-1,16736,20314,5264,5730,-1,hydras
3078,1348,5664,27496,31686,-1,4368,14406,2650,4270,10708,14788,17668,18964,6192,7250,8804,6906,20896,15526,27298,34422,30308,-1,-1,21684,-1,23560,33048,36732,-1,-1,-1,-1,-1,27280,28928,31696,11734,33082,12508,12596,37160,17146,17154,5526,6272,-1,hydras
3344,1342,10240,-1,-1,-1,4680,6118,2758,4202,9674,12046,-1,-1,-1,-1,-1,-1,-1,6010,7576,9500,-1,9506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5116,5472,-1,mutas
2850,1440,26662,27526,-1,-1,1716,17730,4950,10270,14636,20556,22940,25896,5464,7878,10048,8528,8368,4118,-1,-1,-1,-1,-1,20362,-1,22452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16470,-1,17286,-1,-1,21352,-1,13752,14254,-1,hydras
3080,1408,5778,11544,25766,-1,4134,6464,2174,6966,14964,15318,18240,22598,6168,7730,11228,9686,8774,5426,9086,25194,16888,-1,-1,21302,-1,23576,25714,29430,-1,26174,-1,-1,-1,25754,26922,26912,12990,-1,13720,13730,-1,20568,22358,4164,4518,-1,hydras
3135,1420,5350,12385,40150,30675,3630,7155,2265,8430,11990,12620,17285,17785,5845,8005,13475,13505,8975,4985,21875,42075,28530,-1,-1,30395,-1,31400,43155,-1,44980,-1,-1,-1,-1,34060,35755,35710,15355,40125,17680,17690,-1,24245,17820,5080,5515,-1,hydras
3466,1414,4820,-1,-1,-1,2148,12574,2662,10192,-1,-1,-1,-1,11738,14064,-1,-1,15074,4768,6332,8248,8294,10096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4684,5106,-1,lurkers
3082,1374,-1,19932,23300,-1,3708,6436,2636,7106,9326,14892,19530,20684,9598,12138,18376,14134,12870,5090,6620,8488,8506,8566,-1,16774,-1,17862,-1,-1,-1,27692,31060,31996,29308,19714,21514,21530,14814,28554,17070,17300,35494,21372,21376,5748,6128,-1,fast_mutas
3125,1450,4415,23785,28835,23710,3835,10335,2220,8970,14435,18640,29365,31580,6030,6905,11415,9250,10230,5180,15905,30345,18950,-1,-1,20310,24685,21455,32695,34545,-1,30020,-1,-1,31505,-1,-1,-1,11390,28825,12245,17265,-1,17000,21335,14790,19980,15260,hydras
3190,1380,6245,8555,-1,-1,3515,4460,2605,9600,-1,-1,-1,-1,6730,8965,-1,13010,9820,5940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4705,5105,-1,lurkers
3115,1440,4420,-1,-1,-1,4770,8205,2640,4935,12765,14435,19565,-1,6820,8510,12655,9810,11310,6100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9305,-1,10035,-1,-1,19480,-1,5575,6050,10985,hydras
2355,1400,3610,-1,-1,-1,4230,8560,3155,12065,12700,13720,21700,23005,7310,9230,13805,11855,9840,6000,18750,20700,21460,-1,-1,15355,-1,16705,20690,29090,43475,-1,-1,-1,-1,38500,-1,-1,15325,-1,-1,16180,-1,-1,37845,5155,5620,36705,hydras
3100,1390,4390,7165,-1,-1,3670,6505,2685,11940,-1,-1,-1,-1,-1,-1,-1,-1,-1,4975,6745,8680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5040,8485,-1,fast_mutas
3260,1395,4540,11145,-1,-1,3060,-1,2655,12435,-1,-1,-1,-1,-1,-1,-1,-1,-1,5185,8770,10650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5165,5550,-1,
1720,2075,3010,6035,-1,-1,2245,4440,3655,4200,5315,-1,-1,-1,-1,-1,-1,-1,-1,6630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7440,7845,-1,
2795,1450,4130,8080,-1,-1,1640,4700,2490,2780,3470,4475,-1,-1,-1,-1,-1,-1,-1,6075,7635,9550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7285,8730,-1,
3230,1440,4505,7725,-1,-1,5375,-1,2755,4705,-1,-1,-1,-1,-1,-1,-1,-1,-1,6670,8210,10915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5210,5610,-1,mutas
2405,1390,3740,5500,-1,-1,2655,-1,3560,-1,-1,-1,-1,-1,5125,6870,-1,-1,8075,4280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,lurkers
2105,1415,3375,-1,-1,-1,2190,-1,-1,-1,-1,-1,-1,-1,4545,6455,-1,-1,7165,3670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7255,7610,-1,lurkers
3114,1318,4410,-1,-1,-1,-1,-1,2562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
3115,1390,4415,-1,-1,-1,3585,6800,2640,15745,16490,17910,-1,-1,9280,13320,-1,17265,14145,4890,6745,8620,11875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5150,5685,-1,fast_mutas
3215,1425,4680,6265,-1,-1,4365,8160,2650,4285,13530,15615,27265,-1,10715,12355,16420,14710,13590,5725,7505,9395,12055,-1,-1,19185,-1,21370,23315,25285,-1,-1,-1,-1,-1,29680,32665,30775,12780,-1,13785,-1,-1,18235,-1,5450,6040,-1,fast_mutas
3075,1430,4375,-1,-1,-1,3560,5630,2655,17610,18235,26275,31460,-1,15490,17205,20880,18925,18300,4835,6405,8275,17900,-1,-1,17370,-1,30360,32225,34185,-1,-1,-1,-1,-1,-1,-1,-1,16940,-1,17720,-1,-1,30820,-1,6550,7005,-1,fast_mutas
3165,1355,4435,-1,-1,-1,1540,3805,2330,12035,14535,-1,-1,-1,10125,11465,14770,12875,13115,5130,6770,8665,16225,12815,-1,14565,-1,15690,17625,20980,-1,-1,-1,-1,-1,22310,-1,-1,6415,-1,12420,-1,-1,17090,-1,5725,17840,7395,hydras
2600,1425,3885,4225,-1,-1,2930,12225,4080,10155,11855,20475,-1,-1,5685,7140,15240,13250,8350,4835,10995,21850,12910,-1,-1,17630,-1,19060,21025,23110,-1,-1,-1,-1,-1,-1,-1,-1,13150,-1,13925,-1,-1,-1,-1,6705,7060,-1,hydras
3180,1440,4530,13525,-1,-1,3405,3705,2690,11090,13075,14015,-1,-1,6065,7165,14825,12895,8640,5100,20405,24745,24990,-1,-1,16725,-1,19690,23750,26360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4730,6850,-1,hydras
3128,1402,4558,28698,51454,-1,3642,8312,2744,15236,15320,22452,22620,30526,9352,11222,16434,13222,12170,5518,7084,8982,20676,-1,-1,15276,70350,16302,18122,20328,-1,22408,23704,25984,23822,27796,30698,30734,25476,27654,27668,27686,41848,41792,41810,4644,5176,-1,fast_mutas
3725,1475,5090,-1,-1,-1,3200,4370,2340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8795,10535,12435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4835,11080,-1,
3220,1465,14025,-1,-1,-1,3360,-1,2830,-1,-1,-1,-1,-1,10130,13675,-1,-1,-1,4945,6600,8685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5175,6690,-1,fast_mutas
3575,1425,6050,-1,-1,-1,4060,17175,2495,11380,-1,-1,-1,-1,19005,22155,-1,-1,22980,5700,7245,9180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5020,5960,-1,fast_mutas
3246,1256,4574,5534,-1,-1,3454,8440,2562,5480,-1,-1,-1,-1,12110,14066,16334,13568,-1,4726,6394,8290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15158,21202,16084,16094,-1,20138,-1,7870,8242,-1,fast_mutas
3045,1260,4445,-1,-1,-1,3830,6940,2560,13920,25145,26885,46660,56165,6055,7210,17460,15910,8905,5160,23480,-1,25415,-1,-1,26610,-1,28250,-1,-1,-1,-1,-1,-1,-1,30455,32080,34735,17760,-1,19940,21275,-1,26660,26620,5730,6130,-1,hydras
1655,2210,2935,6875,-1,-1,4790,11235,5255,9485,16420,20420,21260,23865,23180,27495,32745,31145,28050,6120,7665,9540,-1,15080,26660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24015,-1,-1,fast_mutas
2390,1465,3670,6525,-1,-1,1595,4940,3280,4540,18195,19265,26450,28175,16400,17590,21520,19965,19125,7705,9245,11955,12380,13070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20845,-1,22290,22295,-1,-1,-1,5515,5965,-1,mutas
3055,1355,4355,-1,-1,-1,3630,4465,2425,5500,15770,20890,22440,25870,7580,11320,18410,15465,12005,6575,21960,-1,-1,-1,-1,21985,-1,25755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22390,-1,23120,23140,-1,-1,-1,5055,5710,-1,hydras
3045,1260,4445,-1,-1,-1,3830,6940,2560,13920,25145,26885,46660,56165,6055,7210,17460,15910,8905,5160,23480,-1,25415,-1,-1,26610,-1,28250,-1,-1,-1,-1,-1,-1,-1,30455,32080,34735,17760,-1,19940,21275,-1,26660,26620,5730,6130,-1,hydras
3352,1040,4676,-1,-1,-1,3606,7102,2890,8880,16014,16252,19612,21456,5784,6838,19560,15822,8420,4936,7508,9502,9430,9488,-1,12594,-1,14042,15892,18338,18396,-1,-1,-1,-1,-1,-1,-1,15018,-1,15812,-1,-1,21498,-1,7006,-1,-1,hydras
2640,1238,14836,-1,-1,-1,1606,-1,4830,12592,-1,-1,-1,-1,9662,-1,-1,-1,-1,3886,5452,7330,7346,9820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8922,10490,-1,
3138,1188,4578,-1,-1,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,-1,-1,-1,-1,-1,21012,-1,22758,-1,-1,-1,-1,-1,-1,-1,25020,26192,26470,10052,-1,11258,14578,-1,11700,19708,6374,6786,-1,hydras
3138,1188,4578,-1,-1,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,-1,-1,-1,-1,-1,21012,-1,22758,-1,-1,-1,-1,-1,-1,-1,25020,26192,26470,10052,-1,11258,14578,-1,11700,19708,6374,6786,-1,hydras
3235,1400,4510,8150,-1,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,-1,-1,28985,-1,31075,35065,-1,-1,38870,-1,-1,-1,33600,34710,34695,15490,38880,16230,16305,-1,21465,21480,4650,5810,-1,hydras
3235,1400,4510,8150,-1,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,-1,-1,28985,-1,31075,35065,-1,-1,38870,-1,-1,-1,33600,34710,34695,15490,38880,16230,16305,-1,21465,21480,4650,5810,-1,hydras
1670,2125,2965,8730,-1,-1,2390,14410,5665,12070,20055,23925,-1,-1,12360,19310,-1,-1,20255,4985,7015,9240,13795,10880,-1,23790,-1,25655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6330,6770,-1,
3285,1500,4555,-1,-1,-1,5490,7160,2755,4390,-1,-1,-1,-1,8015,8815,-1,12100,15835,12380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4775,5195,-1,lurkers
3200,1370,4460,11010,-1,-1,5290,5625,2750,4995,15230,15495,19455,23445,9665,10695,15660,14090,13630,7045,10215,-1,12155,-1,-1,24680,-1,26240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13205,-1,14065,17660,-1,18235,24655,4745,5115,-1,hydras
3128,1402,4558,28698,51454,-1,3642,8312,2744,15236,15320,22452,22620,30526,9352,11222,16434,13222,12170,5518,7084,8982,20676,-1,-1,15276,70350,16302,18122,20328,-1,22408,23704,25984,23822,27796,30698,30734,25476,27654,27668,27686,41848,41792,41810,4644,5176,-1,fast_mutas
2966,1210,4264,-1,-1,10270,4440,8968,2544,4114,14406,15552,21906,24662,8242,9016,15148,12618,11080,6436,8008,26278,23328,-1,-1,22952,-1,24434,26286,28484,31492,-1,-1,-1,-1,-1,-1,-1,10284,-1,11412,18484,-1,16270,-1,5276,5636,-1,hydras
3235,1400,4510,8150,-1,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,-1,-1,28985,-1,31075,35065,-1,-1,38870,-1,-1,-1,33600,34710,34695,15490,38880,16230,16305,-1,21465,21480,4650,5810,-1,hydras
3246,1256,4574,5534,-1,-1,3454,8440,2562,5480,-1,-1,-1,-1,12110,14066,16334,13568,-1,4726,6394,8290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15158,21202,16084,16094,-1,20138,-1,7870,8242,-1,fast_mutas
3130,1425,4450,6110,26640,-1,4340,7810,2685,4935,13860,15495,23070,23785,6720,8765,14005,11545,9450,5780,22715,40290,29530,32875,43245,20580,-1,22675,27985,52350,43540,24675,26040,28930,25970,26705,35765,27890,14990,24830,16590,16600,28920,21395,21410,5385,5740,39175,hydras
3235,1400,4510,8150,-1,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,-1,-1,28985,-1,31075,35065,-1,-1,38870,-1,-1,-1,33600,34710,34695,15490,38880,16230,16305,-1,21465,21480,4650,5810,-1,hydras
2970,1350,4285,82730,84785,-1,1460,3325,2250,14405,20145,21570,23145,31480,7390,8175,29000,24400,10660,5175,20075,22080,22910,-1,-1,33210,-1,34465,47860,53415,-1,37215,38950,70410,50855,-1,-1,-1,11485,66960,21815,24440,87675,27670,32660,4275,4620,33545,lurkers
3080,1405,4470,-1,-1,11970,4060,7445,2625,9075,11670,14920,19835,24715,9390,10990,15080,13420,12120,5430,6990,8845,9225,-1,-1,20560,-1,21750,-1,-1,-1,-1,-1,-1,-1,23615,24750,24805,11045,-1,12050,23205,-1,18635,28715,4770,5140,-1,fast_mutas
3225,1385,4490,8065,-1,-1,1600,4190,2390,16595,-1,-1,-1,-1,7920,9285,-1,13285,10735,6420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5005,5460,-1,lurkers
2475,1400,3785,3945,-1,31495,1600,2160,6590,8665,8965,16425,16870,29965,4645,5850,13595,11320,7180,3755,9715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11385,-1,12100,-1,-1,17720,-1,21330,21820,-1,hydras
3065,1410,4355,6610,-1,-1,3545,6350,2280,11270,12705,14840,18185,20305,18975,20805,24380,23255,21725,5000,6530,8415,13230,8615,-1,14185,-1,15460,17365,19625,-1,-1,-1,-1,-1,-1,-1,-1,18990,-1,19830,21180,-1,23480,23720,4405,5745,-1,fast_mutas
3138,1188,4578,-1,-1,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,-1,-1,-1,-1,-1,21012,-1,22758,-1,-1,-1,-1,-1,-1,-1,25020,26192,26470,10052,-1,11258,14578,-1,11700,19708,6374,6786,-1,hydras
3080,1370,4330,10315,27565,34850,1635,5340,2515,5795,14905,16850,22305,26945,17100,18395,-1,22495,19765,7495,9055,13155,11105,-1,-1,19970,-1,22170,24595,-1,-1,27630,28910,29015,33740,-1,-1,-1,7605,20885,-1,16890,26780,-1,22835,4385,9965,8685,
2980,1450,4295,12575,21960,17490,1640,3910,2445,11885,14535,23780,24180,25960,14015,-1,-1,-1,-1,7125,8715,10590,14180,11155,-1,17465,-1,19415,21685,23610,-1,25305,27495,29600,26645,31000,70345,34945,17520,19680,-1,19440,25325,-1,25315,4630,5225,19015,
2345,1435,3615,9395,-1,-1,1625,4875,3290,4380,16825,25725,-1,-1,13540,15230,-1,-1,16605,6365,7960,10520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26555,-1,-1,-1,-1,-1,-1,5990,6530,-1,mutas
3175,1385,4435,15780,39210,-1,1625,3635,2700,14170,17675,22960,25565,33315,5940,8290,16455,9165,9400,5410,10780,12770,17060,-1,-1,18640,-1,33890,35725,37785,-1,37270,41010,-1,40530,-1,-1,-1,11205,31655,12025,16475,-1,21830,26850,6860,7305,-1,lurkers
