Protoss_Pylon2 136; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 107; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 707; Protoss_Expansion 466; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 384; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 924; Protoss_Gateway2 221; Protoss_Forge 842; Protoss_Templar_Archives 1053; Protoss_Photon_Cannon 962; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 123; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 189; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 170; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 345; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 350; Protoss_Gateway2 238; Protoss_Forge 422; Protoss_Templar_Archives 392; Protoss_Photon_Cannon 464; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 126; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 352; Protoss_Expansion 482; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 252; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 656; Protoss_Gateway2 205; Protoss_Forge 951; Protoss_Templar_Archives 714; Protoss_Photon_Cannon 981; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 135; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 105; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 476; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 286; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 253; Protoss_Gateway2 152; Protoss_Forge 415; Protoss_Templar_Archives 312; Protoss_Photon_Cannon 551; Protoss_Cybernetics_Core 207; 
Protoss_Pylon2 132; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 102; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 212; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 255; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 160; 
Protoss_Pylon2 106; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 144; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 362; Protoss_Expansion 423; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 277; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 787; Protoss_Gateway2 483; Protoss_Forge 593; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 784; Protoss_Cybernetics_Core 158; 
Protoss_Pylon2 128; Protoss_Pylon 49; Protoss_Opening Unknown; Protoss_Assimilator 188; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 108; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 257; 
Protoss_Pylon2 123; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 251; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 218; Protoss_Arbiter_Tribunal 1035; Protoss_Robotics_Facility 349; Protoss_Fleet_Beacon 0; Protoss_Stargate 881; Protoss_Citadel_of_Adun 327; Protoss_Gateway2 95; Protoss_Forge 278; Protoss_Templar_Archives 375; Protoss_Photon_Cannon 316; Protoss_Cybernetics_Core 271; 
Protoss_Pylon2 154; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 99; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 410; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 604; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 328; Protoss_Gateway2 143; Protoss_Forge 387; Protoss_Templar_Archives 372; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 121; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 98; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 501; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 346; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 580; Protoss_Gateway2 202; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 153; 
Protoss_Pylon2 118; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 188; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 322; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 451; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 415; Protoss_Gateway2 99; Protoss_Forge 343; Protoss_Templar_Archives 480; Protoss_Photon_Cannon 373; Protoss_Cybernetics_Core 212; 
Protoss_Pylon2 123; Protoss_Pylon 52; Protoss_Opening FastDT; Protoss_Assimilator 96; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 347; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 372; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 241; Protoss_Gateway2 174; Protoss_Forge 268; Protoss_Templar_Archives 283; Protoss_Photon_Cannon 311; Protoss_Cybernetics_Core 153; 
Protoss_Pylon2 112; Protoss_Pylon 55; Protoss_Opening FastObs; Protoss_Assimilator 156; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 325; Protoss_Expansion 377; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 267; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 633; Protoss_Gateway2 437; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 192; 
Protoss_Pylon2 93; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 207; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 505; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 283; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 126; Protoss_Forge 668; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 753; Protoss_Cybernetics_Core 239; 
Protoss_Pylon2 141; Protoss_Pylon 47; Protoss_Opening ReaverDrop; Protoss_Assimilator 100; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 312; Protoss_Expansion 580; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 241; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 638; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 727; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 126; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 102; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 148; Protoss_Forge 355; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 218; 
Protoss_Pylon2 108; Protoss_Pylon 47; Protoss_Opening ReaverDrop; Protoss_Assimilator 105; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 273; Protoss_Expansion 486; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 211; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 390; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 153; 
Protoss_Pylon2 122; Protoss_Pylon 52; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 126; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 378; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 226; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 286; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 158; 
Protoss_Pylon2 123; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 192; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 311; Protoss_Gateway2 101; Protoss_Forge 0; Protoss_Templar_Archives 381; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 259; 
Protoss_Pylon2 119; Protoss_Pylon 46; Protoss_Opening FastDT; Protoss_Assimilator 101; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 359; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 478; Protoss_Fleet_Beacon 0; Protoss_Stargate 1018; Protoss_Citadel_of_Adun 244; Protoss_Gateway2 444; Protoss_Forge 286; Protoss_Templar_Archives 286; Protoss_Photon_Cannon 334; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 132; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 100; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 1019; Protoss_Expansion 414; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 269; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 386; Protoss_Gateway2 210; Protoss_Forge 501; Protoss_Templar_Archives 453; Protoss_Photon_Cannon 538; Protoss_Cybernetics_Core 169; 
Protoss_Pylon2 128; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 248; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 204; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 473; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 342; Protoss_Gateway2 105; Protoss_Forge 397; Protoss_Templar_Archives 386; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 281; 
Protoss_Pylon2 128; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 274; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 272; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 463; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 502; Protoss_Gateway2 105; Protoss_Forge 375; Protoss_Templar_Archives 578; Protoss_Photon_Cannon 410; Protoss_Cybernetics_Core 300; 
Protoss_Pylon2 105; Protoss_Pylon 48; Protoss_Opening ReaverDrop; Protoss_Assimilator 130; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 342; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 286; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 381; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 163; 
Protoss_Pylon2 124; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 185; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 579; Protoss_Expansion 476; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 307; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 663; Protoss_Gateway2 103; Protoss_Forge 715; Protoss_Templar_Archives 708; Protoss_Photon_Cannon 747; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 102; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 154; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 343; Protoss_Expansion 440; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 261; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 130; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 204; 
Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 98; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 352; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 163; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 138; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 161; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 123; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 430; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 308; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 222; Protoss_Gateway2 193; Protoss_Forge 389; Protoss_Templar_Archives 270; Protoss_Photon_Cannon 575; Protoss_Cybernetics_Core 160; 
Protoss_Pylon2 109; Protoss_Pylon 48; Protoss_Opening Unknown; Protoss_Assimilator 127; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 433; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 174; Protoss_Forge 386; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 419; Protoss_Cybernetics_Core 150; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 488; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 245; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 177; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 112; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 92; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 379; Protoss_Expansion 550; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 277; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 150; 
Protoss_Pylon2 122; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 135; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 704; Protoss_Expansion 914; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 509; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 99; Protoss_Forge 302; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 335; Protoss_Cybernetics_Core 169; 
Protoss_Pylon2 97; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 128; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 881; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 657; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 215; Protoss_Gateway2 185; Protoss_Forge 0; Protoss_Templar_Archives 256; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 156; 
