Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 147; Zerg_Extractor 124; Zerg_Creep_Colony 413; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 429; Zerg_Spore_Colony 0; Zerg_Expansion 113; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 288; Zerg_Lair 201; Zerg_Ultralisk_Cavern 0; Zerg_Spire 265; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 106; Zerg_Extractor 108; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 192; Zerg_Ultralisk_Cavern 0; Zerg_Spire 266; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 135; Zerg_Extractor 67; Zerg_Creep_Colony 210; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 226; Zerg_Spore_Colony 0; Zerg_Expansion 118; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 342; Zerg_Lair 234; Zerg_Ultralisk_Cavern 0; Zerg_Spire 297; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 85; Zerg_Extractor 98; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 182; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 351; Zerg_Lair 225; Zerg_Ultralisk_Cavern 0; Zerg_Spire 290; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 107; Zerg_Extractor 105; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 323; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 378; Zerg_Lair 196; Zerg_Ultralisk_Cavern 0; Zerg_Spire 262; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 94; Zerg_Extractor 315; Zerg_Creep_Colony 261; Zerg_Evolution_Chamber 378; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 279; Zerg_Spore_Colony 471; Zerg_Expansion 128; Zerg_Hydralisk_Den 359; Zerg_Greater_Spire 0; Zerg_Expansion2 179; Zerg_Lair 434; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 77; Zerg_Extractor 82; Zerg_Creep_Colony 265; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 292; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 135; Zerg_Ultralisk_Cavern 0; Zerg_Spire 200; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 1017; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 77; Zerg_Extractor 80; Zerg_Creep_Colony 253; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 972; Zerg_Sunken_Colony 280; Zerg_Spore_Colony 0; Zerg_Expansion 620; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 694; Zerg_Lair 139; Zerg_Ultralisk_Cavern 0; Zerg_Spire 202; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 67; Zerg_Extractor 83; Zerg_Creep_Colony 281; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 299; Zerg_Spore_Colony 0; Zerg_Expansion 213; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 293; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 93; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 92; Zerg_Extractor 132; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 124; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 249; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 100; Zerg_Extractor 102; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 159; Zerg_Ultralisk_Cavern 0; Zerg_Spire 224; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 78; Zerg_Extractor 83; Zerg_Creep_Colony 265; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 281; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 145; Zerg_Ultralisk_Cavern 0; Zerg_Spire 209; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 98; Zerg_Extractor 55; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 262; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 158; Zerg_Ultralisk_Cavern 0; Zerg_Spire 229; Zerg_Building_Overlord 65; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 67; Zerg_Extractor 78; Zerg_Creep_Colony 166; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 186; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 124; Zerg_Extractor 0; Zerg_Creep_Colony 146; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 177; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 122; Zerg_Extractor 130; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 235; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 236; Zerg_Ultralisk_Cavern 0; Zerg_Spire 393; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 43; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 133; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 79; Zerg_Extractor 97; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 270; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 150; Zerg_Ultralisk_Cavern 0; Zerg_Spire 217; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 125; Zerg_Extractor 133; Zerg_Creep_Colony 312; Zerg_Evolution_Chamber 300; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 344; Zerg_Spore_Colony 344; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 221; Zerg_Lair 533; Zerg_Ultralisk_Cavern 0; Zerg_Spire 610; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 82; Zerg_Extractor 84; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 200; Zerg_Spore_Colony 0; Zerg_Expansion 246; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 399; Zerg_Lair 138; Zerg_Ultralisk_Cavern 0; Zerg_Spire 203; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 91; Zerg_Extractor 103; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 132; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 189; Zerg_Ultralisk_Cavern 0; Zerg_Spire 253; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 127; Zerg_Extractor 129; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 581; Zerg_Lair 187; Zerg_Ultralisk_Cavern 0; Zerg_Spire 264; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 123; Zerg_Extractor 127; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 216; Zerg_Ultralisk_Cavern 0; Zerg_Spire 316; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 93; Zerg_Extractor 97; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 139; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 166; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 110; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 179; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 91; Zerg_Extractor 96; Zerg_Creep_Colony 164; Zerg_Evolution_Chamber 304; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 180; Zerg_Spore_Colony 390; Zerg_Expansion 140; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 580; Zerg_Lair 210; Zerg_Ultralisk_Cavern 0; Zerg_Spire 522; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 127; Zerg_Extractor 132; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 195; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 93; Zerg_Extractor 103; Zerg_Creep_Colony 129; Zerg_Evolution_Chamber 599; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 147; Zerg_Spore_Colony 630; Zerg_Expansion 190; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 301; Zerg_Lair 157; Zerg_Ultralisk_Cavern 0; Zerg_Spire 235; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 65; Zerg_Extractor 76; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 298; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 307; Zerg_Lair 160; Zerg_Ultralisk_Cavern 0; Zerg_Spire 225; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 77; Zerg_Extractor 98; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 176; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 150; Zerg_Ultralisk_Cavern 0; Zerg_Spire 223; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 117; Zerg_Extractor 122; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 195; Zerg_Ultralisk_Cavern 0; Zerg_Spire 260; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 91; Zerg_Extractor 98; Zerg_Creep_Colony 267; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 288; Zerg_Spore_Colony 0; Zerg_Expansion 132; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 176; Zerg_Ultralisk_Cavern 0; Zerg_Spire 251; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 66; Zerg_Extractor 80; Zerg_Creep_Colony 257; Zerg_Evolution_Chamber 336; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 274; Zerg_Spore_Colony 377; Zerg_Expansion 133; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 248; Zerg_Lair 298; Zerg_Ultralisk_Cavern 0; Zerg_Spire 420; Zerg_Building_Overlord 90; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 66; Zerg_Extractor 76; Zerg_Creep_Colony 169; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 194; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 259; Zerg_Ultralisk_Cavern 0; Zerg_Spire 325; Zerg_Building_Overlord 94; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 78; Zerg_Extractor 103; Zerg_Creep_Colony 402; Zerg_Evolution_Chamber 540; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 417; Zerg_Spore_Colony 573; Zerg_Expansion 282; Zerg_Hydralisk_Den 898; Zerg_Greater_Spire 0; Zerg_Expansion2 870; Zerg_Lair 159; Zerg_Ultralisk_Cavern 0; Zerg_Spire 226; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 123; Zerg_Extractor 129; Zerg_Creep_Colony 175; Zerg_Evolution_Chamber 366; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 189; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 316; Zerg_Lair 199; Zerg_Ultralisk_Cavern 0; Zerg_Spire 309; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
