Zerg_Hive 19595; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2835; Zerg_Extractor 1585; Zerg_Creep_Colony 11605; Zerg_Evolution_Chamber 23465; Zerg_Queens_Nest 17605; Zerg_Sunken_Colony 12030; Zerg_Spore_Colony 0; Zerg_Expansion 4885; Zerg_Hydralisk_Den 25680; Zerg_Greater_Spire 21435; Zerg_Expansion2 9055; Zerg_Lair 4080; Zerg_Ultralisk_Cavern 21615; Zerg_Spire 5870; Zerg_Building_Overlord 1460; Zerg_Defiler_Mound 25650; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3344; Zerg_Extractor 4680; Zerg_Creep_Colony 5116; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5472; Zerg_Spore_Colony 0; Zerg_Expansion 2758; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4202; Zerg_Lair 6010; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7576; Zerg_Building_Overlord 1342; Zerg_Defiler_Mound 0; 
Zerg_Hive 22452; Zerg_Opening Lurker; Zerg_Spawning_Pool 2850; Zerg_Extractor 1716; Zerg_Creep_Colony 13752; Zerg_Evolution_Chamber 16470; Zerg_Queens_Nest 20362; Zerg_Sunken_Colony 14254; Zerg_Spore_Colony 0; Zerg_Expansion 4950; Zerg_Hydralisk_Den 5464; Zerg_Greater_Spire 0; Zerg_Expansion2 10270; Zerg_Lair 4118; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 23576; Zerg_Opening Standard; Zerg_Spawning_Pool 3080; Zerg_Extractor 4134; Zerg_Creep_Colony 4164; Zerg_Evolution_Chamber 12990; Zerg_Queens_Nest 21302; Zerg_Sunken_Colony 4518; Zerg_Spore_Colony 0; Zerg_Expansion 2174; Zerg_Hydralisk_Den 6168; Zerg_Greater_Spire 25714; Zerg_Expansion2 6966; Zerg_Lair 5426; Zerg_Ultralisk_Cavern 26174; Zerg_Spire 9086; Zerg_Building_Overlord 1408; Zerg_Defiler_Mound 25754; 
Zerg_Hive 31400; Zerg_Opening Standard; Zerg_Spawning_Pool 3135; Zerg_Extractor 3630; Zerg_Creep_Colony 5080; Zerg_Evolution_Chamber 15355; Zerg_Queens_Nest 30395; Zerg_Sunken_Colony 5515; Zerg_Spore_Colony 0; Zerg_Expansion 2265; Zerg_Hydralisk_Den 5845; Zerg_Greater_Spire 43155; Zerg_Expansion2 8430; Zerg_Lair 4985; Zerg_Ultralisk_Cavern 0; Zerg_Spire 21875; Zerg_Building_Overlord 1420; Zerg_Defiler_Mound 34060; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3466; Zerg_Extractor 2148; Zerg_Creep_Colony 4684; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5106; Zerg_Spore_Colony 0; Zerg_Expansion 2662; Zerg_Hydralisk_Den 11738; Zerg_Greater_Spire 0; Zerg_Expansion2 10192; Zerg_Lair 4768; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6332; Zerg_Building_Overlord 1414; Zerg_Defiler_Mound 0; 
Zerg_Hive 17862; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3082; Zerg_Extractor 3708; Zerg_Creep_Colony 5748; Zerg_Evolution_Chamber 14814; Zerg_Queens_Nest 16774; Zerg_Sunken_Colony 6128; Zerg_Spore_Colony 0; Zerg_Expansion 2636; Zerg_Hydralisk_Den 9598; Zerg_Greater_Spire 0; Zerg_Expansion2 7106; Zerg_Lair 5090; Zerg_Ultralisk_Cavern 27692; Zerg_Spire 6620; Zerg_Building_Overlord 1374; Zerg_Defiler_Mound 19714; 
Zerg_Hive 21455; Zerg_Opening Standard; Zerg_Spawning_Pool 3125; Zerg_Extractor 3835; Zerg_Creep_Colony 14790; Zerg_Evolution_Chamber 11390; Zerg_Queens_Nest 20310; Zerg_Sunken_Colony 19980; Zerg_Spore_Colony 15260; Zerg_Expansion 2220; Zerg_Hydralisk_Den 6030; Zerg_Greater_Spire 32695; Zerg_Expansion2 8970; Zerg_Lair 5180; Zerg_Ultralisk_Cavern 30020; Zerg_Spire 15905; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
Zerg_Hive 18720; Zerg_Opening Standard; Zerg_Spawning_Pool 3146; Zerg_Extractor 3606; Zerg_Creep_Colony 5264; Zerg_Evolution_Chamber 11816; Zerg_Queens_Nest 17580; Zerg_Sunken_Colony 5730; Zerg_Spore_Colony 0; Zerg_Expansion 2198; Zerg_Hydralisk_Den 5916; Zerg_Greater_Spire 21866; Zerg_Expansion2 7780; Zerg_Lair 5132; Zerg_Ultralisk_Cavern 33346; Zerg_Spire 13984; Zerg_Building_Overlord 1404; Zerg_Defiler_Mound 20660; 
Zerg_Hive 23560; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3078; Zerg_Extractor 4368; Zerg_Creep_Colony 5526; Zerg_Evolution_Chamber 11734; Zerg_Queens_Nest 21684; Zerg_Sunken_Colony 6272; Zerg_Spore_Colony 0; Zerg_Expansion 2650; Zerg_Hydralisk_Den 6192; Zerg_Greater_Spire 33048; Zerg_Expansion2 4270; Zerg_Lair 15526; Zerg_Ultralisk_Cavern 0; Zerg_Spire 27298; Zerg_Building_Overlord 1348; Zerg_Defiler_Mound 27280; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3344; Zerg_Extractor 4680; Zerg_Creep_Colony 5116; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5472; Zerg_Spore_Colony 0; Zerg_Expansion 2758; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4202; Zerg_Lair 6010; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7576; Zerg_Building_Overlord 1342; Zerg_Defiler_Mound 0; 
Zerg_Hive 22452; Zerg_Opening Lurker; Zerg_Spawning_Pool 2850; Zerg_Extractor 1716; Zerg_Creep_Colony 13752; Zerg_Evolution_Chamber 16470; Zerg_Queens_Nest 20362; Zerg_Sunken_Colony 14254; Zerg_Spore_Colony 0; Zerg_Expansion 4950; Zerg_Hydralisk_Den 5464; Zerg_Greater_Spire 0; Zerg_Expansion2 10270; Zerg_Lair 4118; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 23576; Zerg_Opening Standard; Zerg_Spawning_Pool 3080; Zerg_Extractor 4134; Zerg_Creep_Colony 4164; Zerg_Evolution_Chamber 12990; Zerg_Queens_Nest 21302; Zerg_Sunken_Colony 4518; Zerg_Spore_Colony 0; Zerg_Expansion 2174; Zerg_Hydralisk_Den 6168; Zerg_Greater_Spire 25714; Zerg_Expansion2 6966; Zerg_Lair 5426; Zerg_Ultralisk_Cavern 26174; Zerg_Spire 9086; Zerg_Building_Overlord 1408; Zerg_Defiler_Mound 25754; 
Zerg_Hive 31400; Zerg_Opening Standard; Zerg_Spawning_Pool 3135; Zerg_Extractor 3630; Zerg_Creep_Colony 5080; Zerg_Evolution_Chamber 15355; Zerg_Queens_Nest 30395; Zerg_Sunken_Colony 5515; Zerg_Spore_Colony 0; Zerg_Expansion 2265; Zerg_Hydralisk_Den 5845; Zerg_Greater_Spire 43155; Zerg_Expansion2 8430; Zerg_Lair 4985; Zerg_Ultralisk_Cavern 0; Zerg_Spire 21875; Zerg_Building_Overlord 1420; Zerg_Defiler_Mound 34060; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3466; Zerg_Extractor 2148; Zerg_Creep_Colony 4684; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5106; Zerg_Spore_Colony 0; Zerg_Expansion 2662; Zerg_Hydralisk_Den 11738; Zerg_Greater_Spire 0; Zerg_Expansion2 10192; Zerg_Lair 4768; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6332; Zerg_Building_Overlord 1414; Zerg_Defiler_Mound 0; 
Zerg_Hive 17862; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3082; Zerg_Extractor 3708; Zerg_Creep_Colony 5748; Zerg_Evolution_Chamber 14814; Zerg_Queens_Nest 16774; Zerg_Sunken_Colony 6128; Zerg_Spore_Colony 0; Zerg_Expansion 2636; Zerg_Hydralisk_Den 9598; Zerg_Greater_Spire 0; Zerg_Expansion2 7106; Zerg_Lair 5090; Zerg_Ultralisk_Cavern 27692; Zerg_Spire 6620; Zerg_Building_Overlord 1374; Zerg_Defiler_Mound 19714; 
Zerg_Hive 21455; Zerg_Opening Standard; Zerg_Spawning_Pool 3125; Zerg_Extractor 3835; Zerg_Creep_Colony 14790; Zerg_Evolution_Chamber 11390; Zerg_Queens_Nest 20310; Zerg_Sunken_Colony 19980; Zerg_Spore_Colony 15260; Zerg_Expansion 2220; Zerg_Hydralisk_Den 6030; Zerg_Greater_Spire 32695; Zerg_Expansion2 8970; Zerg_Lair 5180; Zerg_Ultralisk_Cavern 30020; Zerg_Spire 15905; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 3190; Zerg_Extractor 3515; Zerg_Creep_Colony 4705; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5105; Zerg_Spore_Colony 0; Zerg_Expansion 2605; Zerg_Hydralisk_Den 6730; Zerg_Greater_Spire 0; Zerg_Expansion2 9600; Zerg_Lair 5940; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1380; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3115; Zerg_Extractor 4770; Zerg_Creep_Colony 5575; Zerg_Evolution_Chamber 9305; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6050; Zerg_Spore_Colony 10985; Zerg_Expansion 2640; Zerg_Hydralisk_Den 6820; Zerg_Greater_Spire 0; Zerg_Expansion2 4935; Zerg_Lair 6100; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 16705; Zerg_Opening Lurker; Zerg_Spawning_Pool 2355; Zerg_Extractor 4230; Zerg_Creep_Colony 5155; Zerg_Evolution_Chamber 15325; Zerg_Queens_Nest 15355; Zerg_Sunken_Colony 5620; Zerg_Spore_Colony 36705; Zerg_Expansion 3155; Zerg_Hydralisk_Den 7310; Zerg_Greater_Spire 20690; Zerg_Expansion2 12065; Zerg_Lair 6000; Zerg_Ultralisk_Cavern 0; Zerg_Spire 18750; Zerg_Building_Overlord 1400; Zerg_Defiler_Mound 38500; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3100; Zerg_Extractor 3670; Zerg_Creep_Colony 5040; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8485; Zerg_Spore_Colony 0; Zerg_Expansion 2685; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 11940; Zerg_Lair 4975; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6745; Zerg_Building_Overlord 1390; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3260; Zerg_Extractor 3060; Zerg_Creep_Colony 5165; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5550; Zerg_Spore_Colony 0; Zerg_Expansion 2655; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 12435; Zerg_Lair 5185; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8770; Zerg_Building_Overlord 1395; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1720; Zerg_Extractor 2245; Zerg_Creep_Colony 7440; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7845; Zerg_Spore_Colony 0; Zerg_Expansion 3655; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4200; Zerg_Lair 6630; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2075; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2795; Zerg_Extractor 1640; Zerg_Creep_Colony 7285; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8730; Zerg_Spore_Colony 0; Zerg_Expansion 2490; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 2780; Zerg_Lair 6075; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7635; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3230; Zerg_Extractor 5375; Zerg_Creep_Colony 5210; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5610; Zerg_Spore_Colony 0; Zerg_Expansion 2755; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4705; Zerg_Lair 6670; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8210; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 2405; Zerg_Extractor 2655; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3560; Zerg_Hydralisk_Den 5125; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4280; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1390; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 2105; Zerg_Extractor 2190; Zerg_Creep_Colony 7255; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7610; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 4545; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 3670; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1415; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 3114; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2562; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1318; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3115; Zerg_Extractor 3585; Zerg_Creep_Colony 5150; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5685; Zerg_Spore_Colony 0; Zerg_Expansion 2640; Zerg_Hydralisk_Den 9280; Zerg_Greater_Spire 0; Zerg_Expansion2 15745; Zerg_Lair 4890; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6745; Zerg_Building_Overlord 1390; Zerg_Defiler_Mound 0; 
Zerg_Hive 21370; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3215; Zerg_Extractor 4365; Zerg_Creep_Colony 5450; Zerg_Evolution_Chamber 12780; Zerg_Queens_Nest 19185; Zerg_Sunken_Colony 6040; Zerg_Spore_Colony 0; Zerg_Expansion 2650; Zerg_Hydralisk_Den 10715; Zerg_Greater_Spire 23315; Zerg_Expansion2 4285; Zerg_Lair 5725; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7505; Zerg_Building_Overlord 1425; Zerg_Defiler_Mound 29680; 
Zerg_Hive 30360; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3075; Zerg_Extractor 3560; Zerg_Creep_Colony 6550; Zerg_Evolution_Chamber 16940; Zerg_Queens_Nest 17370; Zerg_Sunken_Colony 7005; Zerg_Spore_Colony 0; Zerg_Expansion 2655; Zerg_Hydralisk_Den 15490; Zerg_Greater_Spire 32225; Zerg_Expansion2 17610; Zerg_Lair 4835; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6405; Zerg_Building_Overlord 1430; Zerg_Defiler_Mound 0; 
Zerg_Hive 15690; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3165; Zerg_Extractor 1540; Zerg_Creep_Colony 5725; Zerg_Evolution_Chamber 6415; Zerg_Queens_Nest 14565; Zerg_Sunken_Colony 17840; Zerg_Spore_Colony 7395; Zerg_Expansion 2330; Zerg_Hydralisk_Den 10125; Zerg_Greater_Spire 17625; Zerg_Expansion2 12035; Zerg_Lair 5130; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6770; Zerg_Building_Overlord 1355; Zerg_Defiler_Mound 22310; 
Zerg_Hive 19060; Zerg_Opening Lurker; Zerg_Spawning_Pool 2600; Zerg_Extractor 2930; Zerg_Creep_Colony 6705; Zerg_Evolution_Chamber 13150; Zerg_Queens_Nest 17630; Zerg_Sunken_Colony 7060; Zerg_Spore_Colony 0; Zerg_Expansion 4080; Zerg_Hydralisk_Den 5685; Zerg_Greater_Spire 21025; Zerg_Expansion2 10155; Zerg_Lair 4835; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10995; Zerg_Building_Overlord 1425; Zerg_Defiler_Mound 0; 
Zerg_Hive 19690; Zerg_Opening Lurker; Zerg_Spawning_Pool 3180; Zerg_Extractor 3405; Zerg_Creep_Colony 4730; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 16725; Zerg_Sunken_Colony 6850; Zerg_Spore_Colony 0; Zerg_Expansion 2690; Zerg_Hydralisk_Den 6065; Zerg_Greater_Spire 23750; Zerg_Expansion2 11090; Zerg_Lair 5100; Zerg_Ultralisk_Cavern 0; Zerg_Spire 20405; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 16302; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3128; Zerg_Extractor 3642; Zerg_Creep_Colony 4644; Zerg_Evolution_Chamber 25476; Zerg_Queens_Nest 15276; Zerg_Sunken_Colony 5176; Zerg_Spore_Colony 0; Zerg_Expansion 2744; Zerg_Hydralisk_Den 9352; Zerg_Greater_Spire 18122; Zerg_Expansion2 15236; Zerg_Lair 5518; Zerg_Ultralisk_Cavern 22408; Zerg_Spire 7084; Zerg_Building_Overlord 1402; Zerg_Defiler_Mound 27796; 
