Terran_Control_Tower 6116; Terran_Comsat_Station 6888; Terran_Barracks 2100; Terran_Expansion 8158; Terran_Refinery 2466; Terran_Barracks2 15344; Terran_Missile_Turret 11082; Terran_Supply_Depot 1390; Terran_Engineering_Bay 9914; Terran_Science_Facility 0; Terran_Machine_Shop 7688; Terran_Armory 5158; Terran_Starport 4974; Terran_Opening TwoFactory; Terran_Academy 5610; Terran_Bunker 0; Terran_Factory 3706; 
Terran_Control_Tower 10200; Terran_Comsat_Station 21115; Terran_Barracks 2535; Terran_Expansion 11810; Terran_Refinery 2865; Terran_Barracks2 29895; Terran_Missile_Turret 10250; Terran_Supply_Depot 1305; Terran_Engineering_Bay 7370; Terran_Science_Facility 0; Terran_Machine_Shop 5835; Terran_Armory 6120; Terran_Starport 7970; Terran_Opening SiegeExpand; Terran_Academy 15825; Terran_Bunker 33645; Terran_Factory 4545; 
Terran_Control_Tower 6955; Terran_Comsat_Station 0; Terran_Barracks 2450; Terran_Expansion 0; Terran_Refinery 2765; Terran_Barracks2 6070; Terran_Missile_Turret 0; Terran_Supply_Depot 1440; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5385; Terran_Armory 6265; Terran_Starport 5750; Terran_Opening FastDropship; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4090; 
Terran_Control_Tower 6515; Terran_Comsat_Station 0; Terran_Barracks 2205; Terran_Expansion 0; Terran_Refinery 2475; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1280; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5285; Terran_Armory 5300; Terran_Starport 5265; Terran_Opening FastDropship; Terran_Academy 8015; Terran_Bunker 0; Terran_Factory 3855; 
Terran_Control_Tower 13555; Terran_Comsat_Station 14745; Terran_Barracks 2565; Terran_Expansion 6940; Terran_Refinery 2500; Terran_Barracks2 3940; Terran_Missile_Turret 9660; Terran_Supply_Depot 1745; Terran_Engineering_Bay 7690; Terran_Science_Facility 13615; Terran_Machine_Shop 5645; Terran_Armory 5180; Terran_Starport 12390; Terran_Opening VultureHarass; Terran_Academy 12535; Terran_Bunker 0; Terran_Factory 3920; 
Terran_Control_Tower 9395; Terran_Comsat_Station 9790; Terran_Barracks 2215; Terran_Expansion 6915; Terran_Refinery 2630; Terran_Barracks2 7020; Terran_Missile_Turret 10185; Terran_Supply_Depot 1445; Terran_Engineering_Bay 9035; Terran_Science_Facility 13695; Terran_Machine_Shop 5390; Terran_Armory 7115; Terran_Starport 8180; Terran_Opening SiegeExpand; Terran_Academy 8370; Terran_Bunker 4840; Terran_Factory 4115; 
Terran_Control_Tower 6610; Terran_Comsat_Station 8962; Terran_Barracks 2580; Terran_Expansion 16180; Terran_Refinery 1880; Terran_Barracks2 14264; Terran_Missile_Turret 0; Terran_Supply_Depot 1466; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6000; Terran_Armory 5158; Terran_Starport 5416; Terran_Opening TwoFactory; Terran_Academy 7396; Terran_Bunker 0; Terran_Factory 3854; 
Terran_Control_Tower 6576; Terran_Comsat_Station 25054; Terran_Barracks 2610; Terran_Expansion 14310; Terran_Refinery 1922; Terran_Barracks2 4086; Terran_Missile_Turret 9334; Terran_Supply_Depot 1436; Terran_Engineering_Bay 7960; Terran_Science_Facility 0; Terran_Machine_Shop 5298; Terran_Armory 19642; Terran_Starport 5282; Terran_Opening TwoFactory; Terran_Academy 21842; Terran_Bunker 0; Terran_Factory 4038; 
Terran_Control_Tower 7366; Terran_Comsat_Station 13274; Terran_Barracks 2220; Terran_Expansion 7974; Terran_Refinery 2584; Terran_Barracks2 6324; Terran_Missile_Turret 0; Terran_Supply_Depot 1426; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 10822; Terran_Armory 5058; Terran_Starport 5994; Terran_Opening TwoFactory; Terran_Academy 11542; Terran_Bunker 0; Terran_Factory 3762; 
Terran_Control_Tower 6278; Terran_Comsat_Station 25522; Terran_Barracks 2288; Terran_Expansion 12514; Terran_Refinery 2542; Terran_Barracks2 3940; Terran_Missile_Turret 7958; Terran_Supply_Depot 1590; Terran_Engineering_Bay 6878; Terran_Science_Facility 0; Terran_Machine_Shop 9444; Terran_Armory 5290; Terran_Starport 5132; Terran_Opening FastDropship; Terran_Academy 19426; Terran_Bunker 0; Terran_Factory 3800; 
Terran_Control_Tower 13555; Terran_Comsat_Station 14745; Terran_Barracks 2565; Terran_Expansion 6940; Terran_Refinery 2500; Terran_Barracks2 3940; Terran_Missile_Turret 9660; Terran_Supply_Depot 1745; Terran_Engineering_Bay 7690; Terran_Science_Facility 13615; Terran_Machine_Shop 5645; Terran_Armory 5180; Terran_Starport 12390; Terran_Opening VultureHarass; Terran_Academy 12535; Terran_Bunker 0; Terran_Factory 3920; 
Terran_Control_Tower 9395; Terran_Comsat_Station 9790; Terran_Barracks 2215; Terran_Expansion 6915; Terran_Refinery 2630; Terran_Barracks2 7020; Terran_Missile_Turret 10185; Terran_Supply_Depot 1445; Terran_Engineering_Bay 9035; Terran_Science_Facility 13695; Terran_Machine_Shop 5390; Terran_Armory 7115; Terran_Starport 8180; Terran_Opening SiegeExpand; Terran_Academy 8370; Terran_Bunker 4840; Terran_Factory 4115; 
Terran_Control_Tower 21985; Terran_Comsat_Station 0; Terran_Barracks 2430; Terran_Expansion 16110; Terran_Refinery 2590; Terran_Barracks2 4185; Terran_Missile_Turret 14135; Terran_Supply_Depot 1490; Terran_Engineering_Bay 11590; Terran_Science_Facility 0; Terran_Machine_Shop 5165; Terran_Armory 7565; Terran_Starport 18140; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 7910; Terran_Factory 3860; 
Terran_Control_Tower 7240; Terran_Comsat_Station 11200; Terran_Barracks 2365; Terran_Expansion 15580; Terran_Refinery 2725; Terran_Barracks2 6960; Terran_Missile_Turret 11380; Terran_Supply_Depot 1510; Terran_Engineering_Bay 10300; Terran_Science_Facility 0; Terran_Machine_Shop 11635; Terran_Armory 5880; Terran_Starport 6035; Terran_Opening TwoFactory; Terran_Academy 9155; Terran_Bunker 0; Terran_Factory 4500; 
Terran_Control_Tower 17745; Terran_Comsat_Station 11765; Terran_Barracks 2225; Terran_Expansion 5920; Terran_Refinery 2480; Terran_Barracks2 12145; Terran_Missile_Turret 12910; Terran_Supply_Depot 1495; Terran_Engineering_Bay 10130; Terran_Science_Facility 18970; Terran_Machine_Shop 5615; Terran_Armory 8685; Terran_Starport 13980; Terran_Opening VultureHarass; Terran_Academy 9485; Terran_Bunker 0; Terran_Factory 3830; 
Terran_Control_Tower 9660; Terran_Comsat_Station 19195; Terran_Barracks 2020; Terran_Expansion 8300; Terran_Refinery 2635; Terran_Barracks2 0; Terran_Missile_Turret 18860; Terran_Supply_Depot 1460; Terran_Engineering_Bay 7480; Terran_Science_Facility 28565; Terran_Machine_Shop 5230; Terran_Armory 17910; Terran_Starport 8515; Terran_Opening SiegeExpand; Terran_Academy 17630; Terran_Bunker 0; Terran_Factory 3945; 
Terran_Control_Tower 9975; Terran_Comsat_Station 15435; Terran_Barracks 2475; Terran_Expansion 6470; Terran_Refinery 2640; Terran_Barracks2 6095; Terran_Missile_Turret 10240; Terran_Supply_Depot 1360; Terran_Engineering_Bay 8880; Terran_Science_Facility 13450; Terran_Machine_Shop 5500; Terran_Armory 13930; Terran_Starport 8495; Terran_Opening VultureHarass; Terran_Academy 13755; Terran_Bunker 0; Terran_Factory 4125; 
Terran_Control_Tower 16655; Terran_Comsat_Station 12560; Terran_Barracks 2175; Terran_Expansion 6525; Terran_Refinery 2485; Terran_Barracks2 3465; Terran_Missile_Turret 8545; Terran_Supply_Depot 1455; Terran_Engineering_Bay 6965; Terran_Science_Facility 17860; Terran_Machine_Shop 5910; Terran_Armory 5380; Terran_Starport 13915; Terran_Opening Bio; Terran_Academy 10830; Terran_Bunker 0; Terran_Factory 3680; 
Terran_Control_Tower 6815; Terran_Comsat_Station 11000; Terran_Barracks 2570; Terran_Expansion 8630; Terran_Refinery 1990; Terran_Barracks2 5390; Terran_Missile_Turret 10720; Terran_Supply_Depot 1515; Terran_Engineering_Bay 9250; Terran_Science_Facility 12545; Terran_Machine_Shop 5460; Terran_Armory 5490; Terran_Starport 5655; Terran_Opening FastDropship; Terran_Academy 9420; Terran_Bunker 0; Terran_Factory 3890; 
Terran_Control_Tower 12880; Terran_Comsat_Station 0; Terran_Barracks 2055; Terran_Expansion 14815; Terran_Refinery 2545; Terran_Barracks2 5250; Terran_Missile_Turret 0; Terran_Supply_Depot 1360; Terran_Engineering_Bay 10495; Terran_Science_Facility 0; Terran_Machine_Shop 7170; Terran_Armory 6380; Terran_Starport 11010; Terran_Opening TwoFactory; Terran_Academy 18330; Terran_Bunker 0; Terran_Factory 4000; 
Terran_Control_Tower 9304; Terran_Comsat_Station 0; Terran_Barracks 2576; Terran_Expansion 14662; Terran_Refinery 1830; Terran_Barracks2 6652; Terran_Missile_Turret 21844; Terran_Supply_Depot 1364; Terran_Engineering_Bay 19030; Terran_Science_Facility 0; Terran_Machine_Shop 6080; Terran_Armory 5382; Terran_Starport 7774; Terran_Opening VultureHarass; Terran_Academy 8784; Terran_Bunker 4834; Terran_Factory 4026; 
Terran_Control_Tower 6268; Terran_Comsat_Station 15114; Terran_Barracks 2080; Terran_Expansion 12852; Terran_Refinery 2360; Terran_Barracks2 3774; Terran_Missile_Turret 10722; Terran_Supply_Depot 1598; Terran_Engineering_Bay 8726; Terran_Science_Facility 0; Terran_Machine_Shop 5908; Terran_Armory 10228; Terran_Starport 4900; Terran_Opening VultureHarass; Terran_Academy 13260; Terran_Bunker 0; Terran_Factory 3602; 
Terran_Control_Tower 6928; Terran_Comsat_Station 11644; Terran_Barracks 2138; Terran_Expansion 12828; Terran_Refinery 2446; Terran_Barracks2 0; Terran_Missile_Turret 8104; Terran_Supply_Depot 1400; Terran_Engineering_Bay 7120; Terran_Science_Facility 0; Terran_Machine_Shop 6384; Terran_Armory 5682; Terran_Starport 5092; Terran_Opening VultureHarass; Terran_Academy 10368; Terran_Bunker 0; Terran_Factory 3630; 
Terran_Control_Tower 8886; Terran_Comsat_Station 12558; Terran_Barracks 2170; Terran_Expansion 9374; Terran_Refinery 2472; Terran_Barracks2 4408; Terran_Missile_Turret 12678; Terran_Supply_Depot 1432; Terran_Engineering_Bay 11542; Terran_Science_Facility 0; Terran_Machine_Shop 8806; Terran_Armory 19072; Terran_Starport 5292; Terran_Opening FastDropship; Terran_Academy 11204; Terran_Bunker 3686; Terran_Factory 3970; 
Terran_Control_Tower 6928; Terran_Comsat_Station 11644; Terran_Barracks 2138; Terran_Expansion 12828; Terran_Refinery 2446; Terran_Barracks2 0; Terran_Missile_Turret 8104; Terran_Supply_Depot 1400; Terran_Engineering_Bay 7120; Terran_Science_Facility 0; Terran_Machine_Shop 6384; Terran_Armory 5682; Terran_Starport 5092; Terran_Opening VultureHarass; Terran_Academy 10368; Terran_Bunker 0; Terran_Factory 3630; 
Terran_Control_Tower 8886; Terran_Comsat_Station 12558; Terran_Barracks 2170; Terran_Expansion 9374; Terran_Refinery 2472; Terran_Barracks2 4408; Terran_Missile_Turret 12678; Terran_Supply_Depot 1432; Terran_Engineering_Bay 11542; Terran_Science_Facility 0; Terran_Machine_Shop 8806; Terran_Armory 19072; Terran_Starport 5292; Terran_Opening FastDropship; Terran_Academy 11204; Terran_Bunker 3686; Terran_Factory 3970; 
Terran_Control_Tower 7515; Terran_Comsat_Station 12285; Terran_Barracks 2075; Terran_Expansion 5730; Terran_Refinery 2520; Terran_Barracks2 7650; Terran_Missile_Turret 13200; Terran_Supply_Depot 1305; Terran_Engineering_Bay 11670; Terran_Science_Facility 18595; Terran_Machine_Shop 14980; Terran_Armory 11185; Terran_Starport 6175; Terran_Opening VultureHarass; Terran_Academy 10900; Terran_Bunker 0; Terran_Factory 3730; 
Terran_Control_Tower 9135; Terran_Comsat_Station 12510; Terran_Barracks 2185; Terran_Expansion 5570; Terran_Refinery 2565; Terran_Barracks2 14455; Terran_Missile_Turret 7565; Terran_Supply_Depot 1460; Terran_Engineering_Bay 5985; Terran_Science_Facility 20725; Terran_Machine_Shop 5685; Terran_Armory 13185; Terran_Starport 7910; Terran_Opening SiegeExpand; Terran_Academy 10380; Terran_Bunker 0; Terran_Factory 4245; 
Terran_Control_Tower 6130; Terran_Comsat_Station 9310; Terran_Barracks 2125; Terran_Expansion 10005; Terran_Refinery 2530; Terran_Barracks2 5120; Terran_Missile_Turret 15090; Terran_Supply_Depot 1315; Terran_Engineering_Bay 14005; Terran_Science_Facility 0; Terran_Machine_Shop 6795; Terran_Armory 11805; Terran_Starport 4995; Terran_Opening FastDropship; Terran_Academy 7760; Terran_Bunker 0; Terran_Factory 3710; 
Terran_Control_Tower 8605; Terran_Comsat_Station 11720; Terran_Barracks 2195; Terran_Expansion 5720; Terran_Refinery 2595; Terran_Barracks2 7560; Terran_Missile_Turret 6090; Terran_Supply_Depot 1455; Terran_Engineering_Bay 4535; Terran_Science_Facility 17870; Terran_Machine_Shop 5410; Terran_Armory 11680; Terran_Starport 7325; Terran_Opening SiegeExpand; Terran_Academy 10120; Terran_Bunker 0; Terran_Factory 4110; 
Terran_Control_Tower 12630; Terran_Comsat_Station 12910; Terran_Barracks 2110; Terran_Expansion 12225; Terran_Refinery 2515; Terran_Barracks2 5710; Terran_Missile_Turret 8820; Terran_Supply_Depot 1295; Terran_Engineering_Bay 7455; Terran_Science_Facility 0; Terran_Machine_Shop 5245; Terran_Armory 5670; Terran_Starport 10250; Terran_Opening TwoFactory; Terran_Academy 11515; Terran_Bunker 0; Terran_Factory 3800; 
Terran_Control_Tower 12825; Terran_Comsat_Station 13340; Terran_Barracks 2185; Terran_Expansion 5360; Terran_Refinery 2570; Terran_Barracks2 8605; Terran_Missile_Turret 6865; Terran_Supply_Depot 1460; Terran_Engineering_Bay 5855; Terran_Science_Facility 0; Terran_Machine_Shop 5540; Terran_Armory 14150; Terran_Starport 11500; Terran_Opening SiegeExpand; Terran_Academy 11955; Terran_Bunker 0; Terran_Factory 4225; 
Terran_Control_Tower 6115; Terran_Comsat_Station 11430; Terran_Barracks 2225; Terran_Expansion 9020; Terran_Refinery 2400; Terran_Barracks2 7685; Terran_Missile_Turret 19580; Terran_Supply_Depot 1445; Terran_Engineering_Bay 18445; Terran_Science_Facility 25440; Terran_Machine_Shop 6775; Terran_Armory 15970; Terran_Starport 4930; Terran_Opening FastDropship; Terran_Academy 9375; Terran_Bunker 0; Terran_Factory 3610; 
Terran_Control_Tower 10135; Terran_Comsat_Station 11195; Terran_Barracks 2380; Terran_Expansion 6085; Terran_Refinery 2545; Terran_Barracks2 3875; Terran_Missile_Turret 7380; Terran_Supply_Depot 1440; Terran_Engineering_Bay 6395; Terran_Science_Facility 15040; Terran_Machine_Shop 5090; Terran_Armory 9385; Terran_Starport 8840; Terran_Opening SiegeExpand; Terran_Academy 9625; Terran_Bunker 0; Terran_Factory 3840; 
Terran_Control_Tower 11915; Terran_Comsat_Station 13255; Terran_Barracks 2200; Terran_Expansion 5665; Terran_Refinery 2425; Terran_Barracks2 9190; Terran_Missile_Turret 8275; Terran_Supply_Depot 1445; Terran_Engineering_Bay 7265; Terran_Science_Facility 17940; Terran_Machine_Shop 5060; Terran_Armory 6710; Terran_Starport 10735; Terran_Opening SiegeExpand; Terran_Academy 11890; Terran_Bunker 0; Terran_Factory 3775; 
Terran_Control_Tower 11100; Terran_Comsat_Station 11800; Terran_Barracks 2435; Terran_Expansion 9080; Terran_Refinery 2550; Terran_Barracks2 35490; Terran_Missile_Turret 12500; Terran_Supply_Depot 1455; Terran_Engineering_Bay 11535; Terran_Science_Facility 15550; Terran_Machine_Shop 5030; Terran_Armory 10265; Terran_Starport 9745; Terran_Opening VultureHarass; Terran_Academy 10245; Terran_Bunker 0; Terran_Factory 3775; 
Terran_Control_Tower 9040; Terran_Comsat_Station 14050; Terran_Barracks 2195; Terran_Expansion 14190; Terran_Refinery 2500; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1415; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 15025; Terran_Armory 5955; Terran_Starport 5320; Terran_Opening FastDropship; Terran_Academy 10600; Terran_Bunker 0; Terran_Factory 3700; 
Terran_Control_Tower 10735; Terran_Comsat_Station 16860; Terran_Barracks 2560; Terran_Expansion 6345; Terran_Refinery 2530; Terran_Barracks2 4855; Terran_Missile_Turret 12395; Terran_Supply_Depot 1460; Terran_Engineering_Bay 6685; Terran_Science_Facility 0; Terran_Machine_Shop 5725; Terran_Armory 5320; Terran_Starport 9250; Terran_Opening VultureHarass; Terran_Academy 14240; Terran_Bunker 0; Terran_Factory 3870; 
Terran_Control_Tower 12780; Terran_Comsat_Station 15585; Terran_Barracks 2205; Terran_Expansion 8190; Terran_Refinery 2440; Terran_Barracks2 7115; Terran_Missile_Turret 13535; Terran_Supply_Depot 1485; Terran_Engineering_Bay 12515; Terran_Science_Facility 0; Terran_Machine_Shop 5665; Terran_Armory 11210; Terran_Starport 11240; Terran_Opening TwoFactory; Terran_Academy 14285; Terran_Bunker 0; Terran_Factory 3675; 
Terran_Control_Tower 10415; Terran_Comsat_Station 12580; Terran_Barracks 2415; Terran_Expansion 5560; Terran_Refinery 2510; Terran_Barracks2 4585; Terran_Missile_Turret 10380; Terran_Supply_Depot 1450; Terran_Engineering_Bay 9215; Terran_Science_Facility 18725; Terran_Machine_Shop 5530; Terran_Armory 18745; Terran_Starport 9175; Terran_Opening SiegeExpand; Terran_Academy 11255; Terran_Bunker 0; Terran_Factory 4085; 
Terran_Control_Tower 6825; Terran_Comsat_Station 12140; Terran_Barracks 2185; Terran_Expansion 10080; Terran_Refinery 2590; Terran_Barracks2 2295; Terran_Missile_Turret 8305; Terran_Supply_Depot 1400; Terran_Engineering_Bay 7270; Terran_Science_Facility 17785; Terran_Machine_Shop 5670; Terran_Armory 6530; Terran_Starport 5645; Terran_Opening Bio; Terran_Academy 10545; Terran_Bunker 0; Terran_Factory 4355; 
Terran_Control_Tower 19395; Terran_Comsat_Station 12615; Terran_Barracks 2885; Terran_Expansion 2455; Terran_Refinery 3365; Terran_Barracks2 58340; Terran_Missile_Turret 12065; Terran_Supply_Depot 4255; Terran_Engineering_Bay 10160; Terran_Science_Facility 31250; Terran_Machine_Shop 11690; Terran_Armory 6975; Terran_Starport 16860; Terran_Opening TwoFactory; Terran_Academy 11105; Terran_Bunker 0; Terran_Factory 4895; 
Terran_Control_Tower 11360; Terran_Comsat_Station 16120; Terran_Barracks 2415; Terran_Expansion 9605; Terran_Refinery 1940; Terran_Barracks2 5605; Terran_Missile_Turret 10090; Terran_Supply_Depot 1490; Terran_Engineering_Bay 7835; Terran_Science_Facility 25550; Terran_Machine_Shop 8740; Terran_Armory 12965; Terran_Starport 5070; Terran_Opening FastDropship; Terran_Academy 14680; Terran_Bunker 0; Terran_Factory 3805; 
Terran_Control_Tower 11385; Terran_Comsat_Station 14345; Terran_Barracks 2210; Terran_Expansion 10285; Terran_Refinery 2785; Terran_Barracks2 0; Terran_Missile_Turret 8640; Terran_Supply_Depot 1300; Terran_Engineering_Bay 7630; Terran_Science_Facility 18915; Terran_Machine_Shop 7230; Terran_Armory 10610; Terran_Starport 5395; Terran_Opening FastDropship; Terran_Academy 12600; Terran_Bunker 0; Terran_Factory 4090; 
Terran_Control_Tower 23136; Terran_Comsat_Station 25476; Terran_Barracks 2422; Terran_Expansion 13072; Terran_Refinery 9728; Terran_Barracks2 13488; Terran_Missile_Turret 19268; Terran_Supply_Depot 1280; Terran_Engineering_Bay 18058; Terran_Science_Facility 0; Terran_Machine_Shop 20270; Terran_Armory 22718; Terran_Starport 20860; Terran_Opening Bio; Terran_Academy 21396; Terran_Bunker 7190; Terran_Factory 18724; 
Terran_Control_Tower 12174; Terran_Comsat_Station 7580; Terran_Barracks 2316; Terran_Expansion 13288; Terran_Refinery 3240; Terran_Barracks2 9462; Terran_Missile_Turret 24844; Terran_Supply_Depot 1700; Terran_Engineering_Bay 23708; Terran_Science_Facility 0; Terran_Machine_Shop 9220; Terran_Armory 9564; Terran_Starport 8276; Terran_Opening TwoFactory; Terran_Academy 4974; Terran_Bunker 21902; Terran_Factory 6478; 
Terran_Control_Tower 9750; Terran_Comsat_Station 0; Terran_Barracks 2175; Terran_Expansion 7285; Terran_Refinery 2710; Terran_Barracks2 9320; Terran_Missile_Turret 0; Terran_Supply_Depot 1460; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 8995; Terran_Armory 5390; Terran_Starport 8390; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3915; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2050; Terran_Expansion 8820; Terran_Refinery 2805; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1430; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5830; Terran_Armory 7520; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4050; 
Terran_Control_Tower 9265; Terran_Comsat_Station 0; Terran_Barracks 2030; Terran_Expansion 13155; Terran_Refinery 2555; Terran_Barracks2 11680; Terran_Missile_Turret 0; Terran_Supply_Depot 1400; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 12960; Terran_Armory 7025; Terran_Starport 7865; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3775; 
Terran_Control_Tower 0; Terran_Comsat_Station 16170; Terran_Barracks 2055; Terran_Expansion 9890; Terran_Refinery 2805; Terran_Barracks2 13045; Terran_Missile_Turret 11655; Terran_Supply_Depot 1415; Terran_Engineering_Bay 9955; Terran_Science_Facility 0; Terran_Machine_Shop 5970; Terran_Armory 10095; Terran_Starport 14710; Terran_Opening TwoFactory; Terran_Academy 14340; Terran_Bunker 0; Terran_Factory 4210; 
Terran_Control_Tower 0; Terran_Comsat_Station 26015; Terran_Barracks 2035; Terran_Expansion 10550; Terran_Refinery 2835; Terran_Barracks2 15375; Terran_Missile_Turret 13725; Terran_Supply_Depot 1480; Terran_Engineering_Bay 12465; Terran_Science_Facility 0; Terran_Machine_Shop 6250; Terran_Armory 10005; Terran_Starport 26835; Terran_Opening TwoFactory; Terran_Academy 21700; Terran_Bunker 0; Terran_Factory 4030; 
