Zerg_Hive 1077; Zerg_Opening HydraMass; Zerg_Spawning_Pool 126; Zerg_Extractor 195; Zerg_Creep_Colony 453; Zerg_Evolution_Chamber 938; Zerg_Queens_Nest 1025; Zerg_Sunken_Colony 499; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 425; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 372; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 132; Zerg_Extractor 159; Zerg_Creep_Colony 230; Zerg_Evolution_Chamber 649; Zerg_Queens_Nest 1030; Zerg_Sunken_Colony 253; Zerg_Spore_Colony 0; Zerg_Expansion 112; Zerg_Hydralisk_Den 487; Zerg_Greater_Spire 0; Zerg_Expansion2 203; Zerg_Lair 499; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 61; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 122; Zerg_Extractor 127; Zerg_Creep_Colony 831; Zerg_Evolution_Chamber 908; Zerg_Queens_Nest 961; Zerg_Sunken_Colony 849; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire 0; Zerg_Expansion2 331; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 921; Zerg_Opening HydraMass; Zerg_Spawning_Pool 120; Zerg_Extractor 224; Zerg_Creep_Colony 611; Zerg_Evolution_Chamber 607; Zerg_Queens_Nest 869; Zerg_Sunken_Colony 653; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 300; Zerg_Greater_Spire 1075; Zerg_Expansion2 192; Zerg_Lair 281; Zerg_Ultralisk_Cavern 0; Zerg_Spire 664; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 125; Zerg_Extractor 146; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 283; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 196; Zerg_Spore_Colony 321; Zerg_Expansion 100; Zerg_Hydralisk_Den 394; Zerg_Greater_Spire 0; Zerg_Expansion2 240; Zerg_Lair 355; Zerg_Ultralisk_Cavern 0; Zerg_Spire 422; Zerg_Building_Overlord 51; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 144; Zerg_Extractor 63; Zerg_Creep_Colony 226; Zerg_Evolution_Chamber 224; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 357; Zerg_Spore_Colony 254; Zerg_Expansion 91; Zerg_Hydralisk_Den 380; Zerg_Greater_Spire 0; Zerg_Expansion2 189; Zerg_Lair 393; Zerg_Ultralisk_Cavern 0; Zerg_Spire 963; Zerg_Building_Overlord 107; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 123; Zerg_Extractor 185; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 247; Zerg_Ultralisk_Cavern 0; Zerg_Spire 487; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 567; Zerg_Opening HydraMass; Zerg_Spawning_Pool 83; Zerg_Extractor 299; Zerg_Creep_Colony 232; Zerg_Evolution_Chamber 395; Zerg_Queens_Nest 520; Zerg_Sunken_Colony 248; Zerg_Spore_Colony 424; Zerg_Expansion 128; Zerg_Hydralisk_Den 406; Zerg_Greater_Spire 0; Zerg_Expansion2 197; Zerg_Lair 363; Zerg_Ultralisk_Cavern 0; Zerg_Spire 508; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 861; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 70; Zerg_Extractor 77; Zerg_Creep_Colony 640; Zerg_Evolution_Chamber 567; Zerg_Queens_Nest 1032; Zerg_Sunken_Colony 661; Zerg_Spore_Colony 0; Zerg_Expansion 212; Zerg_Hydralisk_Den 276; Zerg_Greater_Spire 0; Zerg_Expansion2 510; Zerg_Lair 415; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 844; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 94; Zerg_Extractor 130; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber 609; Zerg_Queens_Nest 801; Zerg_Sunken_Colony 271; Zerg_Spore_Colony 0; Zerg_Expansion 168; Zerg_Hydralisk_Den 399; Zerg_Greater_Spire 0; Zerg_Expansion2 205; Zerg_Lair 334; Zerg_Ultralisk_Cavern 1024; Zerg_Spire 397; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 55; Zerg_Creep_Colony 171; Zerg_Evolution_Chamber 724; Zerg_Queens_Nest 1063; Zerg_Sunken_Colony 185; Zerg_Spore_Colony 0; Zerg_Expansion 91; Zerg_Hydralisk_Den 662; Zerg_Greater_Spire 0; Zerg_Expansion2 333; Zerg_Lair 271; Zerg_Ultralisk_Cavern 0; Zerg_Spire 340; Zerg_Building_Overlord 98; Zerg_Defiler_Mound 0; 
Zerg_Hive 763; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 111; Zerg_Extractor 124; Zerg_Creep_Colony 164; Zerg_Evolution_Chamber 698; Zerg_Queens_Nest 704; Zerg_Sunken_Colony 191; Zerg_Spore_Colony 815; Zerg_Expansion 84; Zerg_Hydralisk_Den 554; Zerg_Greater_Spire 0; Zerg_Expansion2 303; Zerg_Lair 276; Zerg_Ultralisk_Cavern 1006; Zerg_Spire 342; Zerg_Building_Overlord 138; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 68; Zerg_Extractor 83; Zerg_Creep_Colony 280; Zerg_Evolution_Chamber 787; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 302; Zerg_Spore_Colony 0; Zerg_Expansion 197; Zerg_Hydralisk_Den 518; Zerg_Greater_Spire 0; Zerg_Expansion2 256; Zerg_Lair 482; Zerg_Ultralisk_Cavern 0; Zerg_Spire 730; Zerg_Building_Overlord 94; Zerg_Defiler_Mound 0; 
Zerg_Hive 709; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 114; Zerg_Creep_Colony 168; Zerg_Evolution_Chamber 334; Zerg_Queens_Nest 666; Zerg_Sunken_Colony 183; Zerg_Spore_Colony 0; Zerg_Expansion 77; Zerg_Hydralisk_Den 469; Zerg_Greater_Spire 790; Zerg_Expansion2 222; Zerg_Lair 286; Zerg_Ultralisk_Cavern 840; Zerg_Spire 349; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 709; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 114; Zerg_Creep_Colony 168; Zerg_Evolution_Chamber 334; Zerg_Queens_Nest 666; Zerg_Sunken_Colony 183; Zerg_Spore_Colony 0; Zerg_Expansion 77; Zerg_Hydralisk_Den 469; Zerg_Greater_Spire 790; Zerg_Expansion2 222; Zerg_Lair 286; Zerg_Ultralisk_Cavern 840; Zerg_Spire 349; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 125; Zerg_Extractor 189; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 262; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 241; Zerg_Greater_Spire 0; Zerg_Expansion2 182; Zerg_Lair 300; Zerg_Ultralisk_Cavern 0; Zerg_Spire 364; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 597; Zerg_Opening HydraMass; Zerg_Spawning_Pool 93; Zerg_Extractor 205; Zerg_Creep_Colony 426; Zerg_Evolution_Chamber 493; Zerg_Queens_Nest 529; Zerg_Sunken_Colony 443; Zerg_Spore_Colony 615; Zerg_Expansion 137; Zerg_Hydralisk_Den 262; Zerg_Greater_Spire 0; Zerg_Expansion2 185; Zerg_Lair 379; Zerg_Ultralisk_Cavern 679; Zerg_Spire 953; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 1066; Zerg_Opening HydraMass; Zerg_Spawning_Pool 80; Zerg_Extractor 212; Zerg_Creep_Colony 347; Zerg_Evolution_Chamber 951; Zerg_Queens_Nest 1012; Zerg_Sunken_Colony 366; Zerg_Spore_Colony 0; Zerg_Expansion 140; Zerg_Hydralisk_Den 259; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 352; Zerg_Ultralisk_Cavern 0; Zerg_Spire 974; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 120; Zerg_Extractor 238; Zerg_Creep_Colony 302; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 570; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 289; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 314; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 120; Zerg_Extractor 155; Zerg_Creep_Colony 149; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 175; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 178; Zerg_Lair 207; Zerg_Ultralisk_Cavern 0; Zerg_Spire 271; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 837; Zerg_Opening HydraMass; Zerg_Spawning_Pool 128; Zerg_Extractor 238; Zerg_Creep_Colony 202; Zerg_Evolution_Chamber 491; Zerg_Queens_Nest 782; Zerg_Sunken_Colony 218; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 292; Zerg_Greater_Spire 941; Zerg_Expansion2 187; Zerg_Lair 446; Zerg_Ultralisk_Cavern 920; Zerg_Spire 663; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 121; Zerg_Extractor 212; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 200; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 199; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 121; Zerg_Extractor 212; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 200; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 199; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 857; Zerg_Opening HydraMass; Zerg_Spawning_Pool 68; Zerg_Extractor 78; Zerg_Creep_Colony 352; Zerg_Evolution_Chamber 523; Zerg_Queens_Nest 794; Zerg_Sunken_Colony 371; Zerg_Spore_Colony 648; Zerg_Expansion 212; Zerg_Hydralisk_Den 496; Zerg_Greater_Spire 0; Zerg_Expansion2 273; Zerg_Lair 426; Zerg_Ultralisk_Cavern 1042; Zerg_Spire 910; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 0; 
Zerg_Hive 701; Zerg_Opening HydraMass; Zerg_Spawning_Pool 79; Zerg_Extractor 211; Zerg_Creep_Colony 457; Zerg_Evolution_Chamber 491; Zerg_Queens_Nest 651; Zerg_Sunken_Colony 478; Zerg_Spore_Colony 0; Zerg_Expansion 131; Zerg_Hydralisk_Den 294; Zerg_Greater_Spire 0; Zerg_Expansion2 180; Zerg_Lair 282; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 982; 
Zerg_Hive 758; Zerg_Opening HydraMass; Zerg_Spawning_Pool 82; Zerg_Extractor 250; Zerg_Creep_Colony 385; Zerg_Evolution_Chamber 271; Zerg_Queens_Nest 699; Zerg_Sunken_Colony 405; Zerg_Spore_Colony 446; Zerg_Expansion 123; Zerg_Hydralisk_Den 375; Zerg_Greater_Spire 0; Zerg_Expansion2 178; Zerg_Lair 340; Zerg_Ultralisk_Cavern 859; Zerg_Spire 479; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 750; Zerg_Opening HydraMass; Zerg_Spawning_Pool 66; Zerg_Extractor 81; Zerg_Creep_Colony 353; Zerg_Evolution_Chamber 321; Zerg_Queens_Nest 683; Zerg_Sunken_Colony 422; Zerg_Spore_Colony 371; Zerg_Expansion 173; Zerg_Hydralisk_Den 415; Zerg_Greater_Spire 0; Zerg_Expansion2 179; Zerg_Lair 381; Zerg_Ultralisk_Cavern 862; Zerg_Spire 494; Zerg_Building_Overlord 88; Zerg_Defiler_Mound 927; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 119; Zerg_Extractor 192; Zerg_Creep_Colony 297; Zerg_Evolution_Chamber 267; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 314; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire 0; Zerg_Expansion2 179; Zerg_Lair 259; Zerg_Ultralisk_Cavern 0; Zerg_Spire 391; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 713; Zerg_Opening HydraMass; Zerg_Spawning_Pool 79; Zerg_Extractor 243; Zerg_Creep_Colony 281; Zerg_Evolution_Chamber 532; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 296; Zerg_Spore_Colony 0; Zerg_Expansion 128; Zerg_Hydralisk_Den 299; Zerg_Greater_Spire 0; Zerg_Expansion2 202; Zerg_Lair 372; Zerg_Ultralisk_Cavern 795; Zerg_Spire 438; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 957; 
Zerg_Hive 852; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 125; Zerg_Extractor 162; Zerg_Creep_Colony 382; Zerg_Evolution_Chamber 612; Zerg_Queens_Nest 786; Zerg_Sunken_Colony 399; Zerg_Spore_Colony 0; Zerg_Expansion 113; Zerg_Hydralisk_Den 611; Zerg_Greater_Spire 0; Zerg_Expansion2 177; Zerg_Lair 244; Zerg_Ultralisk_Cavern 0; Zerg_Spire 323; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 129; Zerg_Extractor 151; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 382; Zerg_Ultralisk_Cavern 0; Zerg_Spire 721; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 127; Zerg_Extractor 216; Zerg_Creep_Colony 349; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 374; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 355; Zerg_Greater_Spire 0; Zerg_Expansion2 214; Zerg_Lair 301; Zerg_Ultralisk_Cavern 0; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 97; Zerg_Extractor 53; Zerg_Creep_Colony 809; Zerg_Evolution_Chamber 711; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 848; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 465; Zerg_Greater_Spire 0; Zerg_Expansion2 263; Zerg_Lair 585; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 66; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 128; Zerg_Extractor 288; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 215; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 536; Zerg_Greater_Spire 0; Zerg_Expansion2 241; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 650; Zerg_Opening HydraMass; Zerg_Spawning_Pool 79; Zerg_Extractor 84; Zerg_Creep_Colony 491; Zerg_Evolution_Chamber 573; Zerg_Queens_Nest 602; Zerg_Sunken_Colony 507; Zerg_Spore_Colony 674; Zerg_Expansion 166; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 353; Zerg_Ultralisk_Cavern 744; Zerg_Spire 418; Zerg_Building_Overlord 61; Zerg_Defiler_Mound 947; 
Zerg_Hive 777; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 65; Zerg_Extractor 76; Zerg_Creep_Colony 348; Zerg_Evolution_Chamber 345; Zerg_Queens_Nest 734; Zerg_Sunken_Colony 1058; Zerg_Spore_Colony 374; Zerg_Expansion 160; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 856; Zerg_Expansion2 440; Zerg_Lair 227; Zerg_Ultralisk_Cavern 0; Zerg_Spire 299; Zerg_Building_Overlord 90; Zerg_Defiler_Mound 0; 
Zerg_Hive 927; Zerg_Opening HydraMass; Zerg_Spawning_Pool 83; Zerg_Extractor 92; Zerg_Creep_Colony 291; Zerg_Evolution_Chamber 285; Zerg_Queens_Nest 884; Zerg_Sunken_Colony 385; Zerg_Spore_Colony 319; Zerg_Expansion 187; Zerg_Hydralisk_Den 405; Zerg_Greater_Spire 0; Zerg_Expansion2 236; Zerg_Lair 379; Zerg_Ultralisk_Cavern 0; Zerg_Spire 822; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 130; Zerg_Extractor 141; Zerg_Creep_Colony 243; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 188; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 754; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 124; Zerg_Extractor 214; Zerg_Creep_Colony 247; Zerg_Evolution_Chamber 489; Zerg_Queens_Nest 701; Zerg_Sunken_Colony 262; Zerg_Spore_Colony 954; Zerg_Expansion 106; Zerg_Hydralisk_Den 334; Zerg_Greater_Spire 0; Zerg_Expansion2 169; Zerg_Lair 268; Zerg_Ultralisk_Cavern 0; Zerg_Spire 333; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 872; 
Zerg_Hive 704; Zerg_Opening HydraMass; Zerg_Spawning_Pool 77; Zerg_Extractor 97; Zerg_Creep_Colony 873; Zerg_Evolution_Chamber 221; Zerg_Queens_Nest 661; Zerg_Sunken_Colony 975; Zerg_Spore_Colony 0; Zerg_Expansion 159; Zerg_Hydralisk_Den 326; Zerg_Greater_Spire 0; Zerg_Expansion2 202; Zerg_Lair 283; Zerg_Ultralisk_Cavern 783; Zerg_Spire 421; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 1078; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 65; Zerg_Extractor 78; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 89; Zerg_Defiler_Mound 0; 
Zerg_Hive 613; Zerg_Opening HydraMass; Zerg_Spawning_Pool 126; Zerg_Extractor 235; Zerg_Creep_Colony 297; Zerg_Evolution_Chamber 276; Zerg_Queens_Nest 555; Zerg_Sunken_Colony 353; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire 0; Zerg_Expansion2 169; Zerg_Lair 305; Zerg_Ultralisk_Cavern 796; Zerg_Spire 369; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
