Protoss_Pylon2 3100; Protoss_Pylon 1260; Protoss_Opening FastObs; Protoss_Assimilator 3330; Protoss_Gateway 1955; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 22740; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 15315; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 23120; Protoss_Gateway2 2555; Protoss_Forge 9305; Protoss_Templar_Archives 27370; Protoss_Photon_Cannon 15035; Protoss_Cybernetics_Core 6185; 
Protoss_Pylon2 2998; Protoss_Pylon 1246; Protoss_Opening Unknown; Protoss_Assimilator 9754; Protoss_Gateway 1900; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 2394; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 11216; 
Protoss_Pylon2 3102; Protoss_Pylon 1240; Protoss_Opening Unknown; Protoss_Assimilator 2408; Protoss_Gateway 1980; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 3988; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 9476; 
Protoss_Pylon2 3405; Protoss_Pylon 1250; Protoss_Opening ReaverDrop; Protoss_Assimilator 2565; Protoss_Gateway 1960; Protoss_Robotics_Support_Bay 7025; Protoss_Expansion 12185; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5435; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 20640; Protoss_Gateway2 8290; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3055; 
Protoss_Pylon2 3670; Protoss_Pylon 1205; Protoss_Opening FastObs; Protoss_Assimilator 2445; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 13995; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4955; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 4810; Protoss_Forge 8505; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 10470; Protoss_Cybernetics_Core 3115; 
Protoss_Pylon2 1422; Protoss_Pylon 1272; Protoss_Opening FastObs; Protoss_Assimilator 4640; Protoss_Gateway 2042; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 16722; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10518; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14204; Protoss_Gateway2 2566; Protoss_Forge 18888; Protoss_Templar_Archives 15928; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 6386; 
Protoss_Pylon2 3638; Protoss_Pylon 1178; Protoss_Opening FastExpand; Protoss_Assimilator 2524; Protoss_Gateway 1946; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 17342; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 4192; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3166; 
Protoss_Pylon2 3348; Protoss_Pylon 1178; Protoss_Opening FastExpand; Protoss_Assimilator 4950; Protoss_Gateway 1932; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 9728; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 11708; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15300; Protoss_Gateway2 2626; Protoss_Forge 15378; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 6502; 
Protoss_Pylon2 3358; Protoss_Pylon 1244; Protoss_Opening FastDT; Protoss_Assimilator 6360; Protoss_Gateway 2038; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 15604; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11808; Protoss_Gateway2 2772; Protoss_Forge 17386; Protoss_Templar_Archives 13640; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 6622; 
Protoss_Pylon2 3160; Protoss_Pylon 1195; Protoss_Opening FastObs; Protoss_Assimilator 4195; Protoss_Gateway 1920; Protoss_Robotics_Support_Bay 16245; Protoss_Expansion 15345; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8115; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16205; Protoss_Gateway2 2585; Protoss_Forge 15605; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16645; Protoss_Cybernetics_Core 4960; 
Protoss_Pylon2 2530; Protoss_Pylon 1145; Protoss_Opening ReaverDrop; Protoss_Assimilator 3060; Protoss_Gateway 1775; Protoss_Robotics_Support_Bay 8375; Protoss_Expansion 13710; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5765; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 5240; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4430; 
Protoss_Pylon2 2800; Protoss_Pylon 1198; Protoss_Opening FastDT; Protoss_Assimilator 3116; Protoss_Gateway 1880; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 9588; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 14450; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4886; Protoss_Gateway2 4230; Protoss_Forge 6714; Protoss_Templar_Archives 6206; Protoss_Photon_Cannon 7716; Protoss_Cybernetics_Core 3732; 
Protoss_Pylon2 3390; Protoss_Pylon 1170; Protoss_Opening FastObs; Protoss_Assimilator 2400; Protoss_Gateway 1854; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 8872; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6830; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12000; Protoss_Gateway2 5732; Protoss_Forge 17840; Protoss_Templar_Archives 14158; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3030; 
Protoss_Pylon2 3168; Protoss_Pylon 1216; Protoss_Opening FastObs; Protoss_Assimilator 2512; Protoss_Gateway 1972; Protoss_Robotics_Support_Bay 36892; Protoss_Expansion 9460; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6684; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10846; Protoss_Gateway2 5798; Protoss_Forge 14230; Protoss_Templar_Archives 11952; Protoss_Photon_Cannon 15186; Protoss_Cybernetics_Core 4128; 
Protoss_Pylon2 3024; Protoss_Pylon 1164; Protoss_Opening FastObs; Protoss_Assimilator 2364; Protoss_Gateway 1820; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 7304; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6330; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8528; Protoss_Gateway2 5758; Protoss_Forge 13896; Protoss_Templar_Archives 12250; Protoss_Photon_Cannon 14696; Protoss_Cybernetics_Core 3742; 
Protoss_Pylon2 3144; Protoss_Pylon 1230; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 1968; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 2738; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 3358; Protoss_Pylon 1122; Protoss_Opening Unknown; Protoss_Assimilator 2410; Protoss_Gateway 1882; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 4224; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2966; 
Protoss_Pylon2 2995; Protoss_Pylon 1190; Protoss_Opening FastDT; Protoss_Assimilator 2640; Protoss_Gateway 2110; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 15170; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10235; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8935; Protoss_Gateway2 6525; Protoss_Forge 11790; Protoss_Templar_Archives 9940; Protoss_Photon_Cannon 12670; Protoss_Cybernetics_Core 5950; 
Protoss_Pylon2 2800; Protoss_Pylon 1155; Protoss_Opening FastExpand; Protoss_Assimilator 6570; Protoss_Gateway 1865; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 5980; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 13900; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8715; Protoss_Gateway2 6290; Protoss_Forge 6850; Protoss_Templar_Archives 10090; Protoss_Photon_Cannon 8000; Protoss_Cybernetics_Core 7610; 
Protoss_Pylon2 3200; Protoss_Pylon 1250; Protoss_Opening FastExpand; Protoss_Assimilator 3755; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 8475; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9100; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 2625; Protoss_Forge 9220; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 9960; Protoss_Cybernetics_Core 5350; 
Protoss_Pylon2 3165; Protoss_Pylon 1240; Protoss_Opening FastDT; Protoss_Assimilator 2505; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 10845; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 14500; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5755; Protoss_Gateway2 3535; Protoss_Forge 8775; Protoss_Templar_Archives 6765; Protoss_Photon_Cannon 9800; Protoss_Cybernetics_Core 4355; 
Protoss_Pylon2 3690; Protoss_Pylon 1275; Protoss_Opening FastDT; Protoss_Assimilator 1850; Protoss_Gateway 2330; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 11185; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8320; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4380; Protoss_Gateway2 5415; Protoss_Forge 5245; Protoss_Templar_Archives 5585; Protoss_Photon_Cannon 6055; Protoss_Cybernetics_Core 3355; 
Protoss_Pylon2 3645; Protoss_Pylon 1260; Protoss_Opening ReaverDrop; Protoss_Assimilator 1790; Protoss_Gateway 2340; Protoss_Robotics_Support_Bay 6085; Protoss_Expansion 8825; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4655; Protoss_Fleet_Beacon 0; Protoss_Stargate 19375; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 13530; Protoss_Forge 8260; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 9495; Protoss_Cybernetics_Core 3420; 
Protoss_Pylon2 4035; Protoss_Pylon 1275; Protoss_Opening FastExpand; Protoss_Assimilator 6320; Protoss_Gateway 3110; Protoss_Robotics_Support_Bay 15220; Protoss_Expansion 2815; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 13835; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 3585; Protoss_Forge 7455; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 8175; Protoss_Cybernetics_Core 12690; 
Protoss_Pylon2 3155; Protoss_Pylon 1195; Protoss_Opening FastDT; Protoss_Assimilator 2495; Protoss_Gateway 2130; Protoss_Robotics_Support_Bay 12730; Protoss_Expansion 12130; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5330; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4905; Protoss_Gateway2 6200; Protoss_Forge 0; Protoss_Templar_Archives 6040; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3845; 
Protoss_Pylon2 3610; Protoss_Pylon 1210; Protoss_Opening ReaverDrop; Protoss_Assimilator 2540; Protoss_Gateway 1995; Protoss_Robotics_Support_Bay 7330; Protoss_Expansion 13250; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5895; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15170; Protoss_Gateway2 9240; Protoss_Forge 15495; Protoss_Templar_Archives 16475; Protoss_Photon_Cannon 20065; Protoss_Cybernetics_Core 3230; 
Protoss_Pylon2 3690; Protoss_Pylon 1245; Protoss_Opening ReaverDrop; Protoss_Assimilator 2590; Protoss_Gateway 2150; Protoss_Robotics_Support_Bay 6080; Protoss_Expansion 10290; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4405; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15930; Protoss_Gateway2 8870; Protoss_Forge 18645; Protoss_Templar_Archives 17565; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3320; 
Protoss_Pylon2 3510; Protoss_Pylon 1215; Protoss_Opening FastObs; Protoss_Assimilator 2275; Protoss_Gateway 2720; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 11320; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6505; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7060; Protoss_Gateway2 13700; Protoss_Forge 9390; Protoss_Templar_Archives 8200; Protoss_Photon_Cannon 11715; Protoss_Cybernetics_Core 5305; 
Protoss_Pylon2 3195; Protoss_Pylon 1195; Protoss_Opening FastObs; Protoss_Assimilator 3545; Protoss_Gateway 1830; Protoss_Robotics_Support_Bay 7580; Protoss_Expansion 11405; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5940; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 21230; Protoss_Gateway2 2405; Protoss_Forge 14690; Protoss_Templar_Archives 23620; Protoss_Photon_Cannon 16100; Protoss_Cybernetics_Core 4355; 
Protoss_Pylon2 3790; Protoss_Pylon 1285; Protoss_Opening Carrier; Protoss_Assimilator 1915; Protoss_Gateway 2515; Protoss_Robotics_Support_Bay 7130; Protoss_Expansion 9455; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4785; Protoss_Fleet_Beacon 0; Protoss_Stargate 4505; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 10785; Protoss_Forge 7185; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 8015; Protoss_Cybernetics_Core 3510; 
Protoss_Pylon2 3665; Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 1885; Protoss_Gateway 2395; Protoss_Robotics_Support_Bay 6125; Protoss_Expansion 9020; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4710; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 20830; Protoss_Gateway2 12070; Protoss_Forge 9955; Protoss_Templar_Archives 22655; Protoss_Photon_Cannon 10700; Protoss_Cybernetics_Core 3390; 
Protoss_Pylon2 3675; Protoss_Pylon 1275; Protoss_Opening ReaverDrop; Protoss_Assimilator 2525; Protoss_Gateway 2170; Protoss_Robotics_Support_Bay 5880; Protoss_Expansion 9945; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4410; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 7545; Protoss_Forge 11145; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 14260; Protoss_Cybernetics_Core 3225; 
Protoss_Pylon2 3580; Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 2500; Protoss_Gateway 1970; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 7520; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5130; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11110; Protoss_Gateway2 7970; Protoss_Forge 14460; Protoss_Templar_Archives 12655; Protoss_Photon_Cannon 21185; Protoss_Cybernetics_Core 3070; 
Protoss_Pylon2 3125; Protoss_Pylon 1225; Protoss_Opening FastObs; Protoss_Assimilator 5665; Protoss_Gateway 1805; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 14135; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9775; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10405; Protoss_Gateway2 2365; Protoss_Forge 7950; Protoss_Templar_Archives 13480; Protoss_Photon_Cannon 8865; Protoss_Cybernetics_Core 6610; 
Protoss_Pylon2 3250; Protoss_Pylon 1280; Protoss_Opening FastDT; Protoss_Assimilator 2530; Protoss_Gateway 1985; Protoss_Robotics_Support_Bay 27705; Protoss_Expansion 11440; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6875; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6095; Protoss_Gateway2 3660; Protoss_Forge 9975; Protoss_Templar_Archives 7510; Protoss_Photon_Cannon 13240; Protoss_Cybernetics_Core 4975; 
Protoss_Pylon2 3275; Protoss_Pylon 1195; Protoss_Opening FastObs; Protoss_Assimilator 2545; Protoss_Gateway 1985; Protoss_Robotics_Support_Bay 8690; Protoss_Expansion 10835; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6200; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 5535; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3850; 
Protoss_Pylon2 2845; Protoss_Pylon 1235; Protoss_Opening ReaverDrop; Protoss_Assimilator 2740; Protoss_Gateway 1915; Protoss_Robotics_Support_Bay 7430; Protoss_Expansion 8640; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6050; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 10425; Protoss_Forge 12080; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4020; 
Protoss_Pylon2 2905; Protoss_Pylon 1210; Protoss_Opening FastObs; Protoss_Assimilator 2530; Protoss_Gateway 1980; Protoss_Robotics_Support_Bay 7015; Protoss_Expansion 9910; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5170; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 10790; Protoss_Forge 13940; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16595; Protoss_Cybernetics_Core 3810; 
Protoss_Pylon2 3610; Protoss_Pylon 1285; Protoss_Opening FastExpand; Protoss_Assimilator 2500; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 14895; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15455; Protoss_Gateway2 5570; Protoss_Forge 6840; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 9570; Protoss_Cybernetics_Core 3150; 
Protoss_Pylon2 3105; Protoss_Pylon 1255; Protoss_Opening FastObs; Protoss_Assimilator 2535; Protoss_Gateway 1970; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6795; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11480; Protoss_Gateway2 3450; Protoss_Forge 0; Protoss_Templar_Archives 12565; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5720; 
Protoss_Pylon2 3280; Protoss_Pylon 1265; Protoss_Opening FastLegs; Protoss_Assimilator 2395; Protoss_Gateway 2035; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 10275; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10990; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5500; Protoss_Gateway2 6320; Protoss_Forge 0; Protoss_Templar_Archives 8310; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3835; 
