Terran_Control_Tower 430; Terran_Comsat_Station 530; Terran_Barracks 92; Terran_Expansion 294; Terran_Refinery 116; Terran_Barracks2 380; Terran_Missile_Turret 441; Terran_Supply_Depot 59; Terran_Engineering_Bay 340; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 870; Terran_Starport 355; Terran_Opening TwoFactory; Terran_Academy 472; Terran_Bunker 0; Terran_Factory 168; 
Terran_Control_Tower 259; Terran_Comsat_Station 675; Terran_Barracks 89; Terran_Expansion 353; Terran_Refinery 105; Terran_Barracks2 151; Terran_Missile_Turret 300; Terran_Supply_Depot 59; Terran_Engineering_Bay 258; Terran_Science_Facility 0; Terran_Machine_Shop 213; Terran_Armory 0; Terran_Starport 212; Terran_Opening Bio; Terran_Academy 586; Terran_Bunker 0; Terran_Factory 158; 
Terran_Control_Tower 428; Terran_Comsat_Station 546; Terran_Barracks 92; Terran_Expansion 269; Terran_Refinery 112; Terran_Barracks2 0; Terran_Missile_Turret 357; Terran_Supply_Depot 60; Terran_Engineering_Bay 316; Terran_Science_Facility 737; Terran_Machine_Shop 233; Terran_Armory 474; Terran_Starport 380; Terran_Opening TwoFactory; Terran_Academy 492; Terran_Bunker 0; Terran_Factory 171; 
Terran_Control_Tower 0; Terran_Comsat_Station 703; Terran_Barracks 107; Terran_Expansion 265; Terran_Refinery 121; Terran_Barracks2 141; Terran_Missile_Turret 481; Terran_Supply_Depot 53; Terran_Engineering_Bay 425; Terran_Science_Facility 0; Terran_Machine_Shop 246; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 640; Terran_Bunker 200; Terran_Factory 185; 
Terran_Control_Tower 940; Terran_Comsat_Station 0; Terran_Barracks 97; Terran_Expansion 747; Terran_Refinery 113; Terran_Barracks2 1069; Terran_Missile_Turret 742; Terran_Supply_Depot 67; Terran_Engineering_Bay 674; Terran_Science_Facility 0; Terran_Machine_Shop 228; Terran_Armory 0; Terran_Starport 863; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 171; 
Terran_Control_Tower 953; Terran_Comsat_Station 869; Terran_Barracks 90; Terran_Expansion 392; Terran_Refinery 117; Terran_Barracks2 467; Terran_Missile_Turret 403; Terran_Supply_Depot 59; Terran_Engineering_Bay 361; Terran_Science_Facility 0; Terran_Machine_Shop 225; Terran_Armory 1053; Terran_Starport 895; Terran_Opening TwoFactory; Terran_Academy 809; Terran_Bunker 0; Terran_Factory 170; 
Terran_Control_Tower 1011; Terran_Comsat_Station 545; Terran_Barracks 88; Terran_Expansion 371; Terran_Refinery 111; Terran_Barracks2 0; Terran_Missile_Turret 397; Terran_Supply_Depot 59; Terran_Engineering_Bay 344; Terran_Science_Facility 1012; Terran_Machine_Shop 224; Terran_Armory 813; Terran_Starport 955; Terran_Opening TwoFactory; Terran_Academy 489; Terran_Bunker 0; Terran_Factory 168; 
Terran_Control_Tower 262; Terran_Comsat_Station 0; Terran_Barracks 98; Terran_Expansion 0; Terran_Refinery 110; Terran_Barracks2 0; Terran_Missile_Turret 413; Terran_Supply_Depot 56; Terran_Engineering_Bay 372; Terran_Science_Facility 0; Terran_Machine_Shop 219; Terran_Armory 0; Terran_Starport 216; Terran_Opening FastDropship; Terran_Academy 502; Terran_Bunker 0; Terran_Factory 163; 
Terran_Control_Tower 497; Terran_Comsat_Station 698; Terran_Barracks 88; Terran_Expansion 350; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 355; Terran_Supply_Depot 59; Terran_Engineering_Bay 306; Terran_Science_Facility 0; Terran_Machine_Shop 236; Terran_Armory 576; Terran_Starport 406; Terran_Opening TwoFactory; Terran_Academy 582; Terran_Bunker 0; Terran_Factory 183; 
Terran_Control_Tower 295; Terran_Comsat_Station 631; Terran_Barracks 90; Terran_Expansion 369; Terran_Refinery 105; Terran_Barracks2 441; Terran_Missile_Turret 507; Terran_Supply_Depot 60; Terran_Engineering_Bay 441; Terran_Science_Facility 795; Terran_Machine_Shop 337; Terran_Armory 252; Terran_Starport 210; Terran_Opening FastDropship; Terran_Academy 567; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 261; Terran_Comsat_Station 500; Terran_Barracks 88; Terran_Expansion 373; Terran_Refinery 105; Terran_Barracks2 494; Terran_Missile_Turret 341; Terran_Supply_Depot 59; Terran_Engineering_Bay 295; Terran_Science_Facility 0; Terran_Machine_Shop 208; Terran_Armory 720; Terran_Starport 210; Terran_Opening FastDropship; Terran_Academy 446; Terran_Bunker 0; Terran_Factory 155; 
Terran_Control_Tower 312; Terran_Comsat_Station 620; Terran_Barracks 86; Terran_Expansion 441; Terran_Refinery 109; Terran_Barracks2 604; Terran_Missile_Turret 365; Terran_Supply_Depot 60; Terran_Engineering_Bay 325; Terran_Science_Facility 1058; Terran_Machine_Shop 217; Terran_Armory 713; Terran_Starport 264; Terran_Opening SiegeExpand; Terran_Academy 532; Terran_Bunker 0; Terran_Factory 165; 
Terran_Control_Tower 774; Terran_Comsat_Station 596; Terran_Barracks 91; Terran_Expansion 330; Terran_Refinery 103; Terran_Barracks2 695; Terran_Missile_Turret 277; Terran_Supply_Depot 60; Terran_Engineering_Bay 221; Terran_Science_Facility 776; Terran_Machine_Shop 216; Terran_Armory 598; Terran_Starport 686; Terran_Opening SiegeExpand; Terran_Academy 528; Terran_Bunker 195; Terran_Factory 156; 
Terran_Control_Tower 0; Terran_Comsat_Station 600; Terran_Barracks 88; Terran_Expansion 378; Terran_Refinery 105; Terran_Barracks2 175; Terran_Missile_Turret 362; Terran_Supply_Depot 59; Terran_Engineering_Bay 303; Terran_Science_Facility 0; Terran_Machine_Shop 224; Terran_Armory 921; Terran_Starport 1030; Terran_Opening TwoFactory; Terran_Academy 544; Terran_Bunker 679; Terran_Factory 170; 
Terran_Control_Tower 422; Terran_Comsat_Station 268; Terran_Barracks 96; Terran_Expansion 254; Terran_Refinery 113; Terran_Barracks2 311; Terran_Missile_Turret 402; Terran_Supply_Depot 61; Terran_Engineering_Bay 327; Terran_Science_Facility 0; Terran_Machine_Shop 228; Terran_Armory 830; Terran_Starport 368; Terran_Opening SiegeExpand; Terran_Academy 203; Terran_Bunker 0; Terran_Factory 176; 
Terran_Control_Tower 1004; Terran_Comsat_Station 564; Terran_Barracks 90; Terran_Expansion 352; Terran_Refinery 111; Terran_Barracks2 143; Terran_Missile_Turret 471; Terran_Supply_Depot 60; Terran_Engineering_Bay 406; Terran_Science_Facility 1005; Terran_Machine_Shop 283; Terran_Armory 550; Terran_Starport 911; Terran_Opening Bio; Terran_Academy 499; Terran_Bunker 0; Terran_Factory 161; 
Terran_Control_Tower 610; Terran_Comsat_Station 609; Terran_Barracks 93; Terran_Expansion 391; Terran_Refinery 101; Terran_Barracks2 153; Terran_Missile_Turret 440; Terran_Supply_Depot 62; Terran_Engineering_Bay 316; Terran_Science_Facility 912; Terran_Machine_Shop 216; Terran_Armory 543; Terran_Starport 516; Terran_Opening Bio; Terran_Academy 534; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 687; Terran_Barracks 91; Terran_Expansion 383; Terran_Refinery 110; Terran_Barracks2 147; Terran_Missile_Turret 426; Terran_Supply_Depot 61; Terran_Engineering_Bay 305; Terran_Science_Facility 0; Terran_Machine_Shop 214; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 610; Terran_Bunker 0; Terran_Factory 160; 
Terran_Control_Tower 407; Terran_Comsat_Station 598; Terran_Barracks 84; Terran_Expansion 482; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 349; Terran_Supply_Depot 62; Terran_Engineering_Bay 279; Terran_Science_Facility 0; Terran_Machine_Shop 213; Terran_Armory 234; Terran_Starport 357; Terran_Opening TwoFactory; Terran_Academy 529; Terran_Bunker 0; Terran_Factory 168; 
Terran_Control_Tower 513; Terran_Comsat_Station 689; Terran_Barracks 93; Terran_Expansion 407; Terran_Refinery 110; Terran_Barracks2 213; Terran_Missile_Turret 344; Terran_Supply_Depot 64; Terran_Engineering_Bay 300; Terran_Science_Facility 0; Terran_Machine_Shop 216; Terran_Armory 945; Terran_Starport 463; Terran_Opening TwoFactory; Terran_Academy 587; Terran_Bunker 0; Terran_Factory 162; 
Terran_Control_Tower 878; Terran_Comsat_Station 423; Terran_Barracks 89; Terran_Expansion 221; Terran_Refinery 99; Terran_Barracks2 686; Terran_Missile_Turret 329; Terran_Supply_Depot 59; Terran_Engineering_Bay 285; Terran_Science_Facility 759; Terran_Machine_Shop 208; Terran_Armory 670; Terran_Starport 708; Terran_Opening SiegeExpand; Terran_Academy 360; Terran_Bunker 0; Terran_Factory 155; 
Terran_Control_Tower 878; Terran_Comsat_Station 423; Terran_Barracks 89; Terran_Expansion 221; Terran_Refinery 99; Terran_Barracks2 686; Terran_Missile_Turret 329; Terran_Supply_Depot 59; Terran_Engineering_Bay 285; Terran_Science_Facility 759; Terran_Machine_Shop 208; Terran_Armory 670; Terran_Starport 708; Terran_Opening SiegeExpand; Terran_Academy 360; Terran_Bunker 0; Terran_Factory 155; 
Terran_Control_Tower 0; Terran_Comsat_Station 641; Terran_Barracks 94; Terran_Expansion 385; Terran_Refinery 132; Terran_Barracks2 381; Terran_Missile_Turret 366; Terran_Supply_Depot 60; Terran_Engineering_Bay 312; Terran_Science_Facility 0; Terran_Machine_Shop 242; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 564; Terran_Bunker 0; Terran_Factory 190; 
Terran_Control_Tower 946; Terran_Comsat_Station 506; Terran_Barracks 88; Terran_Expansion 328; Terran_Refinery 97; Terran_Barracks2 290; Terran_Missile_Turret 387; Terran_Supply_Depot 60; Terran_Engineering_Bay 340; Terran_Science_Facility 946; Terran_Machine_Shop 203; Terran_Armory 509; Terran_Starport 891; Terran_Opening SiegeExpand; Terran_Academy 435; Terran_Bunker 287; Terran_Factory 149; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 88; Terran_Expansion 0; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 59; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 156; 
Terran_Control_Tower 376; Terran_Comsat_Station 0; Terran_Barracks 96; Terran_Expansion 286; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 61; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 204; Terran_Armory 0; Terran_Starport 322; Terran_Opening Standard; Terran_Academy 390; Terran_Bunker 0; Terran_Factory 151; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 82; Terran_Expansion 395; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 862; Terran_Supply_Depot 55; Terran_Engineering_Bay 667; Terran_Science_Facility 0; Terran_Machine_Shop 204; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 91; Terran_Expansion 415; Terran_Refinery 145; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 61; Terran_Engineering_Bay 532; Terran_Science_Facility 0; Terran_Machine_Shop 256; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 202; 
Terran_Control_Tower 456; Terran_Comsat_Station 523; Terran_Barracks 89; Terran_Expansion 304; Terran_Refinery 100; Terran_Barracks2 322; Terran_Missile_Turret 0; Terran_Supply_Depot 54; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 291; Terran_Armory 471; Terran_Starport 359; Terran_Opening VultureHarass; Terran_Academy 451; Terran_Bunker 0; Terran_Factory 190; 
Terran_Control_Tower 595; Terran_Comsat_Station 490; Terran_Barracks 95; Terran_Expansion 242; Terran_Refinery 98; Terran_Barracks2 348; Terran_Missile_Turret 318; Terran_Supply_Depot 57; Terran_Engineering_Bay 274; Terran_Science_Facility 589; Terran_Machine_Shop 231; Terran_Armory 415; Terran_Starport 539; Terran_Opening VultureHarass; Terran_Academy 433; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 280; Terran_Comsat_Station 477; Terran_Barracks 91; Terran_Expansion 360; Terran_Refinery 103; Terran_Barracks2 232; Terran_Missile_Turret 431; Terran_Supply_Depot 58; Terran_Engineering_Bay 391; Terran_Science_Facility 871; Terran_Machine_Shop 210; Terran_Armory 589; Terran_Starport 233; Terran_Opening FastDropship; Terran_Academy 394; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 280; Terran_Comsat_Station 750; Terran_Barracks 87; Terran_Expansion 480; Terran_Refinery 113; Terran_Barracks2 618; Terran_Missile_Turret 322; Terran_Supply_Depot 58; Terran_Engineering_Bay 278; Terran_Science_Facility 0; Terran_Machine_Shop 228; Terran_Armory 0; Terran_Starport 232; Terran_Opening FastDropship; Terran_Academy 673; Terran_Bunker 514; Terran_Factory 176; 
Terran_Control_Tower 515; Terran_Comsat_Station 571; Terran_Barracks 97; Terran_Expansion 315; Terran_Refinery 121; Terran_Barracks2 942; Terran_Missile_Turret 367; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility 946; Terran_Machine_Shop 229; Terran_Armory 763; Terran_Starport 459; Terran_Opening TwoFactory; Terran_Academy 492; Terran_Bunker 0; Terran_Factory 172; 
Terran_Control_Tower 644; Terran_Comsat_Station 433; Terran_Barracks 90; Terran_Expansion 249; Terran_Refinery 106; Terran_Barracks2 150; Terran_Missile_Turret 539; Terran_Supply_Depot 61; Terran_Engineering_Bay 487; Terran_Science_Facility 0; Terran_Machine_Shop 210; Terran_Armory 425; Terran_Starport 584; Terran_Opening Bio; Terran_Academy 377; Terran_Bunker 0; Terran_Factory 156; 
Terran_Control_Tower 812; Terran_Comsat_Station 384; Terran_Barracks 90; Terran_Expansion 454; Terran_Refinery 104; Terran_Barracks2 184; Terran_Missile_Turret 371; Terran_Supply_Depot 57; Terran_Engineering_Bay 325; Terran_Science_Facility 811; Terran_Machine_Shop 212; Terran_Armory 0; Terran_Starport 748; Terran_Opening TwoFactory; Terran_Academy 328; Terran_Bunker 0; Terran_Factory 156; 
Terran_Control_Tower 0; Terran_Comsat_Station 598; Terran_Barracks 90; Terran_Expansion 329; Terran_Refinery 103; Terran_Barracks2 643; Terran_Missile_Turret 404; Terran_Supply_Depot 55; Terran_Engineering_Bay 360; Terran_Science_Facility 0; Terran_Machine_Shop 279; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 528; Terran_Bunker 265; Terran_Factory 154; 
Terran_Control_Tower 588; Terran_Comsat_Station 465; Terran_Barracks 84; Terran_Expansion 294; Terran_Refinery 100; Terran_Barracks2 288; Terran_Missile_Turret 338; Terran_Supply_Depot 55; Terran_Engineering_Bay 298; Terran_Science_Facility 590; Terran_Machine_Shop 205; Terran_Armory 385; Terran_Starport 485; Terran_Opening SiegeExpand; Terran_Academy 396; Terran_Bunker 258; Terran_Factory 153; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 89; Terran_Expansion 339; Terran_Refinery 104; Terran_Barracks2 232; Terran_Missile_Turret 493; Terran_Supply_Depot 57; Terran_Engineering_Bay 450; Terran_Science_Facility 0; Terran_Machine_Shop 206; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 656; Terran_Bunker 427; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 579; Terran_Barracks 94; Terran_Expansion 257; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 342; Terran_Supply_Depot 59; Terran_Engineering_Bay 300; Terran_Science_Facility 0; Terran_Machine_Shop 206; Terran_Armory 555; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 508; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 99; Terran_Expansion 265; Terran_Refinery 101; Terran_Barracks2 0; Terran_Missile_Turret 448; Terran_Supply_Depot 57; Terran_Engineering_Bay 399; Terran_Science_Facility 0; Terran_Machine_Shop 239; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 158; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 86; Terran_Expansion 339; Terran_Refinery 96; Terran_Barracks2 312; Terran_Missile_Turret 517; Terran_Supply_Depot 58; Terran_Engineering_Bay 440; Terran_Science_Facility 0; Terran_Machine_Shop 198; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 457; Terran_Bunker 0; Terran_Factory 146; 
Terran_Control_Tower 286; Terran_Comsat_Station 534; Terran_Barracks 99; Terran_Expansion 398; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 460; Terran_Supply_Depot 59; Terran_Engineering_Bay 304; Terran_Science_Facility 843; Terran_Machine_Shop 236; Terran_Armory 563; Terran_Starport 237; Terran_Opening VultureHarass; Terran_Academy 477; Terran_Bunker 0; Terran_Factory 155; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 85; Terran_Expansion 420; Terran_Refinery 113; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 57; Terran_Engineering_Bay 460; Terran_Science_Facility 0; Terran_Machine_Shop 220; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 168; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 89; Terran_Expansion 427; Terran_Refinery 105; Terran_Barracks2 171; Terran_Missile_Turret 436; Terran_Supply_Depot 59; Terran_Engineering_Bay 377; Terran_Science_Facility 0; Terran_Machine_Shop 213; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 460; Terran_Factory 157; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 101; Terran_Expansion 467; Terran_Refinery 104; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 60; Terran_Engineering_Bay 369; Terran_Science_Facility 0; Terran_Machine_Shop 209; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 752; Terran_Comsat_Station 381; Terran_Barracks 107; Terran_Expansion 303; Terran_Refinery 89; Terran_Barracks2 0; Terran_Missile_Turret 606; Terran_Supply_Depot 58; Terran_Engineering_Bay 557; Terran_Science_Facility 523; Terran_Machine_Shop 217; Terran_Armory 322; Terran_Starport 437; Terran_Opening Standard; Terran_Academy 320; Terran_Bunker 0; Terran_Factory 165; 
Terran_Control_Tower 0; Terran_Comsat_Station 345; Terran_Barracks 114; Terran_Expansion 263; Terran_Refinery 82; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 60; Terran_Engineering_Bay 0; Terran_Science_Facility 555; Terran_Machine_Shop 250; Terran_Armory 367; Terran_Starport 506; Terran_Opening VultureHarass; Terran_Academy 288; Terran_Bunker 0; Terran_Factory 170; 
Terran_Control_Tower 0; Terran_Comsat_Station 683; Terran_Barracks 87; Terran_Expansion 439; Terran_Refinery 117; Terran_Barracks2 534; Terran_Missile_Turret 481; Terran_Supply_Depot 57; Terran_Engineering_Bay 438; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 629; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 621; Terran_Bunker 0; Terran_Factory 170; 
Terran_Control_Tower 0; Terran_Comsat_Station 700; Terran_Barracks 87; Terran_Expansion 400; Terran_Refinery 101; Terran_Barracks2 353; Terran_Missile_Turret 422; Terran_Supply_Depot 57; Terran_Engineering_Bay 339; Terran_Science_Facility 901; Terran_Machine_Shop 206; Terran_Armory 666; Terran_Starport 852; Terran_Opening Standard; Terran_Academy 632; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 0; Terran_Comsat_Station 616; Terran_Barracks 91; Terran_Expansion 308; Terran_Refinery 102; Terran_Barracks2 263; Terran_Missile_Turret 369; Terran_Supply_Depot 58; Terran_Engineering_Bay 324; Terran_Science_Facility 839; Terran_Machine_Shop 208; Terran_Armory 561; Terran_Starport 722; Terran_Opening SiegeExpand; Terran_Academy 555; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 0; Terran_Comsat_Station 492; Terran_Barracks 101; Terran_Expansion 309; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 402; Terran_Supply_Depot 60; Terran_Engineering_Bay 351; Terran_Science_Facility 583; Terran_Machine_Shop 217; Terran_Armory 425; Terran_Starport 527; Terran_Opening Standard; Terran_Academy 426; Terran_Bunker 0; Terran_Factory 164; 
Terran_Control_Tower 662; Terran_Comsat_Station 731; Terran_Barracks 99; Terran_Expansion 357; Terran_Refinery 103; Terran_Barracks2 510; Terran_Missile_Turret 487; Terran_Supply_Depot 59; Terran_Engineering_Bay 428; Terran_Science_Facility 868; Terran_Machine_Shop 212; Terran_Armory 698; Terran_Starport 523; Terran_Opening Standard; Terran_Academy 664; Terran_Bunker 0; Terran_Factory 156; 
Terran_Control_Tower 784; Terran_Comsat_Station 527; Terran_Barracks 80; Terran_Expansion 319; Terran_Refinery 138; Terran_Barracks2 736; Terran_Missile_Turret 424; Terran_Supply_Depot 57; Terran_Engineering_Bay 381; Terran_Science_Facility 0; Terran_Machine_Shop 255; Terran_Armory 664; Terran_Starport 737; Terran_Opening Standard; Terran_Academy 465; Terran_Bunker 157; Terran_Factory 196; 
Terran_Control_Tower 753; Terran_Comsat_Station 352; Terran_Barracks 99; Terran_Expansion 255; Terran_Refinery 102; Terran_Barracks2 446; Terran_Missile_Turret 625; Terran_Supply_Depot 59; Terran_Engineering_Bay 583; Terran_Science_Facility 554; Terran_Machine_Shop 207; Terran_Armory 314; Terran_Starport 502; Terran_Opening SiegeExpand; Terran_Academy 289; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 594; Terran_Barracks 88; Terran_Expansion 442; Terran_Refinery 104; Terran_Barracks2 227; Terran_Missile_Turret 703; Terran_Supply_Depot 59; Terran_Engineering_Bay 565; Terran_Science_Facility 0; Terran_Machine_Shop 209; Terran_Armory 747; Terran_Starport 847; Terran_Opening Standard; Terran_Academy 142; Terran_Bunker 0; Terran_Factory 155; 
