Zerg_Hive 1052; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 109; Zerg_Extractor 99; Zerg_Creep_Colony 423; Zerg_Evolution_Chamber 404; Zerg_Queens_Nest 1003; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 444; Zerg_Expansion 148; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 434; Zerg_Lair 174; Zerg_Ultralisk_Cavern 0; Zerg_Spire 238; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 97; Zerg_Creep_Colony 409; Zerg_Evolution_Chamber 369; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 474; Zerg_Expansion 163; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 190; Zerg_Ultralisk_Cavern 0; Zerg_Spire 256; Zerg_Building_Overlord 63; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 97; Zerg_Extractor 113; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 170; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 418; Zerg_Lair 209; Zerg_Ultralisk_Cavern 0; Zerg_Spire 272; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 69; Zerg_Extractor 82; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 191; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 330; Zerg_Lair 222; Zerg_Ultralisk_Cavern 0; Zerg_Spire 286; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 799; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 148; Zerg_Extractor 143; Zerg_Creep_Colony 638; Zerg_Evolution_Chamber 979; Zerg_Queens_Nest 756; Zerg_Sunken_Colony 654; Zerg_Spore_Colony 1025; Zerg_Expansion 113; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 886; Zerg_Expansion2 293; Zerg_Lair 203; Zerg_Ultralisk_Cavern 0; Zerg_Spire 267; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 156; Zerg_Extractor 146; Zerg_Creep_Colony 216; Zerg_Evolution_Chamber 500; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 232; Zerg_Spore_Colony 528; Zerg_Expansion 117; Zerg_Hydralisk_Den 1072; Zerg_Greater_Spire 0; Zerg_Expansion2 303; Zerg_Lair 212; Zerg_Ultralisk_Cavern 0; Zerg_Spire 278; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 110; Zerg_Extractor 66; Zerg_Creep_Colony 495; Zerg_Evolution_Chamber 414; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 521; Zerg_Expansion 196; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 579; Zerg_Lair 216; Zerg_Ultralisk_Cavern 0; Zerg_Spire 292; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 69; Zerg_Extractor 79; Zerg_Creep_Colony 600; Zerg_Evolution_Chamber 583; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 617; Zerg_Expansion 172; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 573; Zerg_Lair 191; Zerg_Ultralisk_Cavern 0; Zerg_Spire 304; Zerg_Building_Overlord 92; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 147; Zerg_Extractor 124; Zerg_Creep_Colony 413; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 429; Zerg_Spore_Colony 0; Zerg_Expansion 113; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 288; Zerg_Lair 201; Zerg_Ultralisk_Cavern 0; Zerg_Spire 265; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 141; Zerg_Extractor 114; Zerg_Creep_Colony 200; Zerg_Evolution_Chamber 354; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 217; Zerg_Spore_Colony 389; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 743; Zerg_Lair 193; Zerg_Ultralisk_Cavern 0; Zerg_Spire 257; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 128; Zerg_Extractor 151; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 233; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 202; Zerg_Ultralisk_Cavern 0; Zerg_Spire 266; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 133; Zerg_Extractor 126; Zerg_Creep_Colony 762; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 784; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 477; Zerg_Lair 188; Zerg_Ultralisk_Cavern 0; Zerg_Spire 258; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 140; Zerg_Extractor 128; Zerg_Creep_Colony 618; Zerg_Evolution_Chamber 617; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 651; Zerg_Expansion 113; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 382; Zerg_Lair 193; Zerg_Ultralisk_Cavern 0; Zerg_Spire 257; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 146; Zerg_Extractor 130; Zerg_Creep_Colony 210; Zerg_Evolution_Chamber 353; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 226; Zerg_Spore_Colony 444; Zerg_Expansion 111; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 398; Zerg_Lair 200; Zerg_Ultralisk_Cavern 0; Zerg_Spire 264; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 135; Zerg_Extractor 118; Zerg_Creep_Colony 223; Zerg_Evolution_Chamber 322; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 239; Zerg_Spore_Colony 371; Zerg_Expansion 105; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 303; Zerg_Lair 187; Zerg_Ultralisk_Cavern 0; Zerg_Spire 254; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 143; Zerg_Extractor 124; Zerg_Creep_Colony 284; Zerg_Evolution_Chamber 336; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 323; Zerg_Spore_Colony 373; Zerg_Expansion 111; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 320; Zerg_Lair 197; Zerg_Ultralisk_Cavern 0; Zerg_Spire 260; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 148; Zerg_Extractor 125; Zerg_Creep_Colony 213; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 230; Zerg_Spore_Colony 0; Zerg_Expansion 116; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 296; Zerg_Lair 200; Zerg_Ultralisk_Cavern 0; Zerg_Spire 264; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 753; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 142; Zerg_Extractor 130; Zerg_Creep_Colony 686; Zerg_Evolution_Chamber 684; Zerg_Queens_Nest 700; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 714; Zerg_Expansion 113; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 251; Zerg_Lair 196; Zerg_Ultralisk_Cavern 0; Zerg_Spire 261; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 107; Zerg_Extractor 110; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 462; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 177; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 370; Zerg_Lair 217; Zerg_Ultralisk_Cavern 0; Zerg_Spire 280; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 70; Zerg_Extractor 86; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 147; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 343; Zerg_Lair 212; Zerg_Ultralisk_Cavern 0; Zerg_Spire 277; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 68; Zerg_Extractor 85; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 488; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 150; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 353; Zerg_Lair 210; Zerg_Ultralisk_Cavern 0; Zerg_Spire 285; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 106; Zerg_Extractor 69; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 158; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 472; Zerg_Lair 228; Zerg_Ultralisk_Cavern 0; Zerg_Spire 295; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 98; Zerg_Extractor 157; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 70; Zerg_Extractor 76; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 190; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 110; Zerg_Extractor 67; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 331; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 149; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 167; Zerg_Ultralisk_Cavern 0; Zerg_Spire 231; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 111; Zerg_Extractor 73; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 192; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 165; Zerg_Ultralisk_Cavern 0; Zerg_Spire 232; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 200; Zerg_Extractor 119; Zerg_Creep_Colony 431; Zerg_Evolution_Chamber 162; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 447; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 298; Zerg_Greater_Spire 0; Zerg_Expansion2 262; Zerg_Lair 391; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 155; Zerg_Extractor 66; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 201; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 128; Zerg_Hydralisk_Den 229; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 454; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 181; Zerg_Extractor 252; Zerg_Creep_Colony 155; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 349; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 275; Zerg_Lair 457; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 136; Zerg_Extractor 67; Zerg_Creep_Colony 305; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 321; Zerg_Spore_Colony 0; Zerg_Expansion 117; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 250; Zerg_Lair 420; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 127; Zerg_Extractor 138; Zerg_Creep_Colony 531; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 186; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 503; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 133; Zerg_Extractor 71; Zerg_Creep_Colony 314; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 333; Zerg_Spore_Colony 0; Zerg_Expansion 117; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 299; Zerg_Lair 209; Zerg_Ultralisk_Cavern 0; Zerg_Spire 278; Zerg_Building_Overlord 63; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 51; Zerg_Extractor 291; Zerg_Creep_Colony 122; Zerg_Evolution_Chamber 591; Zerg_Queens_Nest 725; Zerg_Sunken_Colony 137; Zerg_Spore_Colony 645; Zerg_Expansion 260; Zerg_Hydralisk_Den 364; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 346; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 87; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 69; Zerg_Extractor 99; Zerg_Creep_Colony 158; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 177; Zerg_Spore_Colony 0; Zerg_Expansion 226; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 400; Zerg_Ultralisk_Cavern 0; Zerg_Spire 465; Zerg_Building_Overlord 89; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 175; Zerg_Extractor 125; Zerg_Creep_Colony 231; Zerg_Evolution_Chamber 448; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 250; Zerg_Spore_Colony 484; Zerg_Expansion 111; Zerg_Hydralisk_Den 357; Zerg_Greater_Spire 0; Zerg_Expansion2 162; Zerg_Lair 345; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 160; Zerg_Extractor 123; Zerg_Creep_Colony 226; Zerg_Evolution_Chamber 177; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 245; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 510; Zerg_Lair 274; Zerg_Ultralisk_Cavern 0; Zerg_Spire 340; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 128; Zerg_Extractor 191; Zerg_Creep_Colony 334; Zerg_Evolution_Chamber 389; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 351; Zerg_Spore_Colony 452; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 110; Zerg_Extractor 67; Zerg_Creep_Colony 277; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 294; Zerg_Spore_Colony 0; Zerg_Expansion 169; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 183; Zerg_Ultralisk_Cavern 0; Zerg_Spire 324; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 804; Zerg_Opening HydraMass; Zerg_Spawning_Pool 131; Zerg_Extractor 235; Zerg_Creep_Colony 172; Zerg_Evolution_Chamber 324; Zerg_Queens_Nest 759; Zerg_Sunken_Colony 189; Zerg_Spore_Colony 668; Zerg_Expansion 111; Zerg_Hydralisk_Den 281; Zerg_Greater_Spire 0; Zerg_Expansion2 226; Zerg_Lair 581; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 72; Zerg_Extractor 96; Zerg_Creep_Colony 167; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 185; Zerg_Spore_Colony 0; Zerg_Expansion 154; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 248; Zerg_Lair 425; Zerg_Ultralisk_Cavern 0; Zerg_Spire 494; Zerg_Building_Overlord 88; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 71; Zerg_Extractor 82; Zerg_Creep_Colony 328; Zerg_Evolution_Chamber 291; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 343; Zerg_Expansion 246; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 136; Zerg_Ultralisk_Cavern 0; Zerg_Spire 200; Zerg_Building_Overlord 103; Zerg_Defiler_Mound 0; 
